run,students,cohorts,c_star,no_gate_coverage,no_gate_mean_cross_tau,no_gate_lift,no_gate_lift_ci_low,no_gate_lift_ci_high,no_gate_efficiency,global_coverage,global_mean_cross_tau,global_lift,global_lift_ci_low,global_lift_ci_high,global_efficiency,cohort_calibrated_coverage,cohort_calibrated_mean_cross_tau,cohort_calibrated_lift,cohort_calibrated_lift_ci_low,cohort_calibrated_lift_ci_high,cohort_calibrated_efficiency,oracle_coverage,oracle_mean_cross_tau,oracle_lift,oracle_lift_ci_low,oracle_lift_ci_high,oracle_efficiency,calibrated_minus_global_coverage,calibrated_minus_global_mean_cross_tau,calibrated_minus_global_lift,calibrated_minus_global_lift_ci_low,calibrated_minus_global_lift_ci_high,calibrated_minus_global_efficiency,spread_coverage_no_gate,spread_mean_cross_tau_no_gate,spread_coverage_global,spread_mean_cross_tau_global,spread_coverage_cohort_calibrated,spread_mean_cross_tau_cohort_calibrated,spread_coverage_oracle,spread_mean_cross_tau_oracle,spread_coverage_no_gate_no_zambia,spread_mean_cross_tau_no_gate_no_zambia,spread_coverage_global_no_zambia,spread_mean_cross_tau_global_no_zambia,spread_coverage_cohort_calibrated_no_zambia,spread_mean_cross_tau_cohort_calibrated_no_zambia,spread_coverage_oracle_no_zambia,spread_mean_cross_tau_oracle_no_zambia,spearman_within_cohort_mean
exp028_f33_rf__cross_taub_shap__lime,11875,63,0.5855157894736842,1.0,0.46145374984171106,0.0,0.0,0.0,,0.5855157894736842,0.5459054656341749,0.0844517157924638,0.06900185057238276,0.10217489701825128,0.5890105669469023,0.5885473684210526,0.5263856823292403,0.06493193248752926,0.05748772191818444,0.0730629999635757,0.4528693586454109,0.5885473684210526,0.6048326984235909,0.14337894858187983,0.13497812480166085,0.15304327661085632,1.0,0.003031578947368385,-0.019519783304934535,-0.019519783304934535,-0.035282437681576795,-0.005051992911436092,-0.13614120830149146,0.0,0.2336920755483547,0.2531963470319634,0.2446817811073636,0.012651925611363302,0.28222664532361863,0.012651925611363302,0.2590137194931169,0.0,0.2336920755483547,0.23479486004311584,0.2446817811073636,0.007459164006327956,0.28222664532361863,0.007459164006327956,0.2590137194931169,0.3621165336777018
