group,students,cohorts,spearman_pooled,spearman_pooled_ci_low,spearman_pooled_ci_high,spearman_pooled_n_boot,spearman_within_cohort_mean,spearman_within_cohort_mean_ci_low,spearman_within_cohort_mean_ci_high,spearman_within_cohort_mean_n_boot
KU Leuven,1314,6,0.36247566958616856,0.22408661113115116,0.43729830884899534,1000,0.28660053473142266,0.20164524219622063,0.35044348063648595,1000
OULAD,6829,19,0.5659547060826685,0.498042502168027,0.6240712817807826,1000,0.5364226389638492,0.4897849122566147,0.5831075026221507,1000
Oviedo,1271,20,0.3201672789743842,0.16373416941136032,0.44496289462366684,1000,0.247873927309146,0.12243910331446314,0.34858028601595403,1000
UKZN,2421,16,0.39395807199273875,0.24376286542859998,0.5073481853797996,1000,0.3479204972815644,0.25557326100396904,0.43386698718050093,1000
Zambia,40,2,0.18830955258204782,0.10223256286781361,0.275269207437773,1000,0.1887508851527933,0.1022325628678136,0.27526920743777306,1000
ALL,11875,63,0.49136050637469764,0.4456279911254836,0.5384505786745335,1000,0.3621165336777018,0.31484561717618836,0.4045626489563436,1000
