group,students,cohorts,spearman_pooled,spearman_pooled_ci_low,spearman_pooled_ci_high,spearman_pooled_n_boot,spearman_within_cohort_mean,spearman_within_cohort_mean_ci_low,spearman_within_cohort_mean_ci_high,spearman_within_cohort_mean_n_boot
KU Leuven,1314,6,0.3147481748760224,0.16117197698224492,0.45397421146369393,1000,0.32052722053338406,0.19252434775892982,0.44330091291328255,1000
OULAD,6829,19,0.34085614862284186,0.230651787899994,0.45270649070706004,1000,0.3454084936987519,0.24671685207269836,0.4445535087637646,1000
Oviedo,1265,20,0.3513674102727871,0.22952753896091413,0.45700570983894395,1000,0.3391807823972841,0.24729848488083417,0.4409297748443179,1000
UKZN,2373,16,0.3069708958034779,0.2129090091891004,0.4025532567847558,1000,0.371805010182047,0.3111642039741927,0.4348224041208813,1000
Zambia,40,2,0.23200204628639448,0.08944629895860724,0.24537171039137906,1000,0.16740900467499314,0.08944629895860724,0.24537171039137906,1000
ALL,11821,63,0.2027342072156814,0.10910991146347947,0.3035224031963605,1000,0.3421148972013493,0.29458499743846545,0.3859001946386903,1000
