group,students,mean_lime_seed_tau,median_lime_seed_tau,p10_lime_seed_tau,mean_self_tau_lime
all,11875,0.8936701754385965,0.9047619047619049,0.7142857142857143,0.6632493233082707
OULAD,6829,0.9076208606154428,0.9047619047619049,0.8095238095238096,0.7276126324010348
KU Leuven,1314,0.8538087990142785,0.9047619047619049,0.7142857142857143,0.5972022903529755
UKZN,2421,0.8730552113451743,0.9047619047619049,0.7142857142857143,0.5610393186601366
Zambia,40,0.9142857142857143,0.9047619047619049,0.8095238095238096,0.4290476190476191
Oviedo,1271,0.8985425798958451,0.9047619047619049,0.7142857142857143,0.587771158817579
