feature_set,model,target,task,split_strategy,n_train_rows,n_test_rows,n_train_students,n_test_students,metric_accuracy,metric_precision,metric_recall,metric_f1,metric_roc_auc,split_metadata_json,metric_mae,metric_rmse,metric_r2
B_lms_oulad,random_forest,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",8.050182509890112,13.619587859084625,0.8326771249993922
B_lms_oulad,gradient_boosting,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",7.89073661050925,12.659759449216358,0.8554299623319495
B_lms_oulad,logistic_regression,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8997933884297521,0.8760541783797597,0.8983228511530398,0.8870487773321257,0.9697029449445745,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_oulad,random_forest,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8693755739210285,0.9240025332488917,0.7646750524109015,0.8368224835101806,0.9597081025369617,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_oulad,gradient_boosting,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8729338842975206,0.9260773828247877,0.7714884696016772,0.8417441029306647,0.9677661983512833,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_oulad,linear_regression,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",9.215429194212987,12.232246547461544,0.8650291948054706
B_lms_oulad,random_forest,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",9.282106789916805,13.264459732153615,0.8412891863141447
B_lms_oulad,gradient_boosting,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",6.376544429034185,9.56096402858039,0.917542387610861
B_lms_plus_trends_oulad,logistic_regression,passed_observed,classification,student_group,50890,16940,1454,484,0.8682998819362455,0.8259831637140345,0.8859838274932614,0.8549320501983224,0.9509954925366373,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
B_lms_plus_trends_oulad,random_forest,passed_observed,classification,student_group,50890,16940,1454,484,0.8742621015348289,0.8293897882938979,0.8975741239892183,0.8621359223300971,0.9476646767197445,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
B_lms_plus_trends_oulad,gradient_boosting,passed_observed,classification,student_group,50890,16940,1454,484,0.8775678866587957,0.8373296314992428,0.8942048517520216,0.8648331595411888,0.9539084124215724,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
B_lms_plus_trends_oulad,linear_regression,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",10.125211001067049,14.280533789734541,0.8160430208327378
B_lms_plus_trends_oulad,random_forest,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",7.966368248377876,13.549055293629412,0.8344056872207724
B_lms_plus_trends_oulad,gradient_boosting,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",7.8677148807620645,12.611922001812136,0.8565204720077252
B_lms_plus_trends_oulad,logistic_regression,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8999081726354453,0.8774358974358974,0.8967505241090147,0.8869880767236911,0.9713095810039599,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_plus_trends_oulad,random_forest,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8690312213039486,0.92285804615871,0.764937106918239,0.8365095285857572,0.9609606759807348,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_plus_trends_oulad,gradient_boosting,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8731634527089073,0.9271982351087299,0.7709643605870021,0.8418944054943482,0.9681624915645852,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_plus_trends_oulad,linear_regression,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",8.804400120752897,11.758315055568875,0.8752853213158576
B_lms_plus_trends_oulad,random_forest,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",9.066992485960327,13.104248430432552,0.8450999269372036
B_lms_plus_trends_oulad,gradient_boosting,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",6.535396923918603,9.63781897009792,0.9162114034624703
B_lms_plus_mastery_oulad,logistic_regression,passed_observed,classification,student_group,50890,16940,1454,484,0.8711334120425029,0.8304100946372239,0.8869272237196766,0.8577386770935158,0.9516678322272305,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
B_lms_plus_mastery_oulad,random_forest,passed_observed,classification,student_group,50890,16940,1454,484,0.8697756788665879,0.8283375314861461,0.8863881401617251,0.8563802083333333,0.9451419766019616,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
B_lms_plus_mastery_oulad,gradient_boosting,passed_observed,classification,student_group,50890,16940,1454,484,0.8742030696576151,0.8344504869103326,0.8892183288409703,0.8609643113459907,0.9528724956963918,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
B_lms_plus_mastery_oulad,linear_regression,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",8.619167991094622,13.121635508447731,0.844688602867032
B_lms_plus_mastery_oulad,random_forest,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",8.089449913458582,13.673268209604348,0.83135555030295
B_lms_plus_mastery_oulad,gradient_boosting,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",7.893283417394774,12.720805266373128,0.8540323569018293
B_lms_plus_mastery_oulad,logistic_regression,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8983011937557392,0.8835078534031413,0.8844339622641509,0.8839706652697747,0.9694025671065072,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_plus_mastery_oulad,random_forest,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8731634527089073,0.9231970028098657,0.774895178197065,0.8425701666904117,0.9619796162699881,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_plus_mastery_oulad,gradient_boosting,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8785583103764922,0.9264069264069265,0.7851153039832285,0.8499290780141844,0.9675386937182282,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_plus_mastery_oulad,linear_regression,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",7.75580681506589,10.49556840912824,0.9006336552721068
B_lms_plus_mastery_oulad,random_forest,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",8.622726814916076,12.628323565698176,0.8561470445717083
B_lms_plus_mastery_oulad,gradient_boosting,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",6.0816521274284545,9.180443630253873,0.9239752985235349
B_lms_plus_indices_oulad,logistic_regression,passed_observed,classification,student_group,50890,16940,1454,484,0.867650531286895,0.8247616658304064,0.8861185983827493,0.8543399168399168,0.9507287112958391,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
B_lms_plus_indices_oulad,random_forest,passed_observed,classification,student_group,50890,16940,1454,484,0.8680047225501771,0.8273553927759535,0.8828840970350404,0.8542182813926197,0.9445495580307595,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
B_lms_plus_indices_oulad,gradient_boosting,passed_observed,classification,student_group,50890,16940,1454,484,0.8755608028335301,0.8344245781918912,0.8931266846361186,0.862778284077594,0.9532611794717887,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
