group,students,mean_lime_seed_tau,median_lime_seed_tau,p10_lime_seed_tau,mean_self_tau_lime
all,11875,0.8626486215538848,0.9047619047619049,0.7142857142857143,0.38792581453634084
OULAD,6829,0.8739967505526153,0.9047619047619049,0.7142857142857143,0.42958949577781036
KU Leuven,1314,0.8786692759295501,0.9047619047619049,0.7142857142857143,0.3738493875480177
UKZN,2421,0.830766507346433,0.8095238095238096,0.6190476190476191,0.3183139592061525
Zambia,40,0.8476190476190478,0.8095238095238096,0.6190476190476191,0.11000000000000001
Oviedo,1271,0.846315237345922,0.9047619047619049,0.6190476190476191,0.3199655314525495
