target,target_institution,k,seed,auc,f1_at_0.5
ukzn_ISTN102_2018,UKZN,100,1,0.5827355332376853,0.7400881057268722
ukzn_ISTN102_2018,UKZN,0,2,0.6199424214130096,0.7314285714285714
ukzn_ISTN102_2018,UKZN,25,2,0.6124729970883818,0.7115384615384616
ukzn_ISTN102_2018,UKZN,50,2,0.6267738883632924,0.7420494699646644
ukzn_ISTN102_2018,UKZN,100,2,0.6141370869033047,0.7792207792207793
ukzn_ISTN102_2018,UKZN,0,3,0.6193199502023031,0.7277936962750716
ukzn_ISTN102_2018,UKZN,25,3,0.6256298449612402,0.7414330218068536
ukzn_ISTN102_2018,UKZN,50,3,0.6316997518610421,0.7728813559322034
ukzn_ISTN102_2018,UKZN,100,3,0.6145299145299146,0.7811158798283262
ukzn_ISTN102_2018,UKZN,0,4,0.6182306255835668,0.7277936962750716
ukzn_ISTN102_2018,UKZN,25,4,0.5935958254269449,0.7329192546583851
ukzn_ISTN102_2018,UKZN,50,4,0.6090058479532163,0.7253521126760564
ukzn_ISTN102_2018,UKZN,100,4,0.6216814159292036,0.7297297297297297
ukzn_ISTN103_2019,UKZN,0,0,0.6480504305043051,0.7116311080523056
ukzn_ISTN103_2019,UKZN,25,0,0.6535545880085359,0.8052884615384616
ukzn_ISTN103_2019,UKZN,50,0,0.6533797011386904,0.8091511137868754
ukzn_ISTN103_2019,UKZN,100,0,0.6480815347721822,0.8020176544766708
ukzn_ISTN103_2019,UKZN,0,1,0.6474108241082411,0.7099447513812155
ukzn_ISTN103_2019,UKZN,25,1,0.6454814189189189,0.7779156327543424
ukzn_ISTN103_2019,UKZN,50,1,0.6430142302716688,0.770618556701031
ukzn_ISTN103_2019,UKZN,100,1,0.643294775265812,0.7706792199058508
ukzn_ISTN103_2019,UKZN,0,2,0.6467076670766708,0.7103448275862069
ukzn_ISTN103_2019,UKZN,25,2,0.5980815317098502,0.8141493542953397
ukzn_ISTN103_2019,UKZN,50,2,0.6602223652799013,0.7952559300873908
ukzn_ISTN103_2019,UKZN,100,2,0.6139470664877583,0.8292397660818713
ukzn_ISTN103_2019,UKZN,0,3,0.648239032390324,0.7099447513812155
ukzn_ISTN103_2019,UKZN,25,3,0.6509137153482805,0.7973381730187538
ukzn_ISTN103_2019,UKZN,50,3,0.6592752074427961,0.7866582756450597
ukzn_ISTN103_2019,UKZN,100,3,0.6543897514446843,0.7785234899328859
ukzn_ISTN103_2019,UKZN,0,4,0.647240672406724,0.7099447513812155
ukzn_ISTN103_2019,UKZN,25,4,0.6506726897351897,0.7666878575969485
ukzn_ISTN103_2019,UKZN,50,4,0.6548113995344953,0.7898326100433974
ukzn_ISTN103_2019,UKZN,100,4,0.6590095871497189,0.8248520710059172
ukzn_ISTN103_2020,UKZN,0,0,0.6436536126972708,0.636986301369863
ukzn_ISTN103_2020,UKZN,25,0,0.6287224222283763,0.7460617517328293
ukzn_ISTN103_2020,UKZN,50,0,0.6609338738721389,0.8151715833835039
ukzn_ISTN103_2020,UKZN,100,0,0.6401389948300704,0.8490338164251208
ukzn_ISTN103_2020,UKZN,0,1,0.6434917494716964,0.636986301369863
ukzn_ISTN103_2020,UKZN,25,1,0.6368872888396566,0.7455919395465995
ukzn_ISTN103_2020,UKZN,50,1,0.6379818386664998,0.8326482677627716
ukzn_ISTN103_2020,UKZN,100,1,0.6670610925771476,0.8602150537634409
ukzn_ISTN103_2020,UKZN,0,2,0.6436536126972707,0.636986301369863
ukzn_ISTN103_2020,UKZN,25,2,0.659848008685218,0.6963455149501662
ukzn_ISTN103_2020,UKZN,50,2,0.6551666338000395,0.7906403940886699
ukzn_ISTN103_2020,UKZN,100,2,0.6704951753252347,0.8556021569802277
ukzn_ISTN103_2020,UKZN,0,3,0.6435816734859043,0.636986301369863
ukzn_ISTN103_2020,UKZN,25,3,0.6562494000191994,0.7284427284427284
ukzn_ISTN103_2020,UKZN,50,3,0.6673480840147505,0.7748427672955975
ukzn_ISTN103_2020,UKZN,100,3,0.672559285154136,0.8295102293862369
ukzn_ISTN103_2020,UKZN,0,4,0.6436536126972707,0.636986301369863
ukzn_ISTN103_2020,UKZN,25,4,0.633939965335314,0.7196382428940569
ukzn_ISTN103_2020,UKZN,50,4,0.6324500396161634,0.7701005025125628
ukzn_ISTN103_2020,UKZN,100,4,0.6400145796746082,0.822139303482587
ukzn_ISTN211_2019,UKZN,0,0,0.6542649727767695,0.8043956043956044
ukzn_ISTN211_2019,UKZN,25,0,0.6527196652719665,0.8617511520737328
ukzn_ISTN211_2019,UKZN,50,0,0.6311331775700936,0.9002433090024331
ukzn_ISTN211_2019,UKZN,100,0,0.6205357142857143,0.9560117302052786
ukzn_ISTN211_2019,UKZN,0,1,0.6530550514216574,0.8096280087527352
ukzn_ISTN211_2019,UKZN,25,1,0.642991092358181,0.8656036446469249
ukzn_ISTN211_2019,UKZN,50,1,0.6507009345794392,0.8866995073891626
ukzn_ISTN211_2019,UKZN,100,1,0.7863372093023255,0.9432835820895522
ukzn_ISTN211_2019,UKZN,0,2,0.6512401693889898,0.8043956043956044
ukzn_ISTN211_2019,UKZN,25,2,0.6782700421940928,0.8656036446469249
ukzn_ISTN211_2019,UKZN,50,2,0.5930232558139534,0.8894348894348895
ukzn_ISTN211_2019,UKZN,100,2,0.597420543528328,0.9442815249266863
ukzn_ISTN211_2019,UKZN,0,3,0.6538616656583988,0.8043956043956044
ukzn_ISTN211_2019,UKZN,25,3,0.6919045495093666,0.8545034642032333
ukzn_ISTN211_2019,UKZN,50,3,0.6505109085887877,0.8693467336683417
ukzn_ISTN211_2019,UKZN,100,3,0.6248484848484849,0.9432835820895522
ukzn_ISTN211_2019,UKZN,0,4,0.6512401693889898,0.8043956043956044
ukzn_ISTN211_2019,UKZN,25,4,0.6971082550667327,0.8368794326241135
ukzn_ISTN211_2019,UKZN,50,4,0.71969069317868,0.9019607843137255
ukzn_ISTN211_2019,UKZN,100,4,0.6842757936507936,0.9365558912386707
ukzn_ISTN211_2021,UKZN,0,0,0.8203984819734345,0.7357723577235772
ukzn_ISTN211_2021,UKZN,25,0,0.818583042973287,0.898876404494382
ukzn_ISTN211_2021,UKZN,50,0,0.8071246819338422,0.9351669941060904
ukzn_ISTN211_2021,UKZN,100,0,0.7888209920920202,0.9681818181818181
ukzn_ISTN211_2021,UKZN,0,1,0.8203984819734345,0.7357723577235772
ukzn_ISTN211_2021,UKZN,25,1,0.847594246031746,0.7857142857142857
ukzn_ISTN211_2021,UKZN,50,1,0.8374524714828897,0.8739495798319328
ukzn_ISTN211_2021,UKZN,100,1,0.8715753424657533,0.9820627802690582
ukzn_ISTN211_2021,UKZN,0,2,0.8203984819734345,0.7357723577235772
ukzn_ISTN211_2021,UKZN,25,2,0.8304195804195804,0.8981132075471698
ukzn_ISTN211_2021,UKZN,50,2,0.8070342205323194,0.9333333333333333
ukzn_ISTN211_2021,UKZN,100,2,0.773963133640553,0.9278846153846154
ukzn_ISTN211_2021,UKZN,0,3,0.8203984819734345,0.7357723577235772
ukzn_ISTN211_2021,UKZN,25,3,0.8135888501742161,0.9094269870609981
ukzn_ISTN211_2021,UKZN,50,3,0.8083969465648856,0.9206349206349206
ukzn_ISTN211_2021,UKZN,100,3,0.8296511627906977,0.9728506787330317
ukzn_ISTN211_2021,UKZN,0,4,0.8203984819734345,0.7357723577235772
ukzn_ISTN211_2021,UKZN,25,4,0.8150987224157956,0.7866108786610879
ukzn_ISTN211_2021,UKZN,50,4,0.7743002544529262,0.952561669829222
ukzn_ISTN211_2021,UKZN,100,4,0.8379204892966361,0.9797752808988764
ukzn_ISTN212_2018,UKZN,0,0,0.733188847235239,0.7683284457478006
ukzn_ISTN212_2018,UKZN,25,0,0.7312781954887217,0.8121212121212121
ukzn_ISTN212_2018,UKZN,50,0,0.7535679374389053,0.835016835016835
ukzn_ISTN212_2018,UKZN,100,0,0.7556153116102499,0.8340807174887892
ukzn_ISTN212_2018,UKZN,0,1,0.7333059981255857,0.7683284457478006
ukzn_ISTN212_2018,UKZN,25,1,0.7186466165413533,0.7987616099071208
ukzn_ISTN212_2018,UKZN,50,1,0.7376283846872083,0.8417508417508418
ukzn_ISTN212_2018,UKZN,100,1,0.7139498432601882,0.852017937219731
ukzn_ISTN212_2018,UKZN,0,2,0.7333059981255857,0.7683284457478006
ukzn_ISTN212_2018,UKZN,25,2,0.7461685823754789,0.8111455108359134
ukzn_ISTN212_2018,UKZN,50,2,0.7479925303454714,0.8191126279863481
ukzn_ISTN212_2018,UKZN,100,2,0.722870879120879,0.8468468468468469
ukzn_ISTN212_2018,UKZN,0,3,0.7340089034676663,0.7683284457478006
ukzn_ISTN212_2018,UKZN,25,3,0.7553746928746929,0.7975077881619937
ukzn_ISTN212_2018,UKZN,50,3,0.7295673076923077,0.8137931034482758
ukzn_ISTN212_2018,UKZN,100,3,0.7628777472527473,0.8717948717948718
ukzn_ISTN212_2018,UKZN,0,4,0.7350046860356139,0.7683284457478006
ukzn_ISTN212_2018,UKZN,25,4,0.7432950191570882,0.8195718654434251
ukzn_ISTN212_2018,UKZN,50,4,0.7468229819223197,0.8338983050847457
ukzn_ISTN212_2018,UKZN,100,4,0.7771104437771106,0.8596491228070176
ukzn_ISTN212_2019,UKZN,0,0,0.6621621621621622,0.7354497354497355
ukzn_ISTN212_2019,UKZN,25,0,0.7091036414565826,0.770949720670391
ukzn_ISTN212_2019,UKZN,50,0,0.7153021932027457,0.8313953488372093
ukzn_ISTN212_2019,UKZN,100,0,0.6241638795986622,0.8927335640138409
ukzn_ISTN212_2019,UKZN,0,1,0.6662376662376662,0.7354497354497355
ukzn_ISTN212_2019,UKZN,25,1,0.6913968423869414,0.8010899182561307
ukzn_ISTN212_2019,UKZN,50,1,0.7018248786204587,0.8048048048048048
ukzn_ISTN212_2019,UKZN,100,1,0.7514443277310924,0.9146757679180887
ukzn_ISTN212_2019,UKZN,0,2,0.6659159159159159,0.7354497354497355
ukzn_ISTN212_2019,UKZN,25,2,0.719679487179487,0.8263157894736842
ukzn_ISTN212_2019,UKZN,50,2,0.7498439450686643,0.8994708994708994
ukzn_ISTN212_2019,UKZN,100,2,0.6773809523809524,0.8896551724137931
ukzn_ISTN212_2019,UKZN,0,3,0.6658086658086658,0.7354497354497355
ukzn_ISTN212_2019,UKZN,25,3,0.7090206860434668,0.8096514745308311
ukzn_ISTN212_2019,UKZN,50,3,0.7148692810457516,0.8538681948424068
ukzn_ISTN212_2019,UKZN,100,3,0.6819955406911928,0.8592057761732852
ukzn_ISTN212_2019,UKZN,0,4,0.6703131703131703,0.7354497354497355
ukzn_ISTN212_2019,UKZN,25,4,0.7152010050251257,0.8478802992518704
ukzn_ISTN212_2019,UKZN,50,4,0.6890364941212399,0.8672086720867209
ukzn_ISTN212_2019,UKZN,100,4,0.7425595238095238,0.8528301886792453
ukzn_ISTN2IP_2018,UKZN,0,0,0.6799999999999999,0.7154471544715447
ukzn_ISTN2IP_2018,UKZN,25,0,0.6860119047619048,0.7647058823529411
ukzn_ISTN2IP_2018,UKZN,50,0,0.6949760765550239,0.746268656716418
ukzn_ISTN2IP_2018,UKZN,0,1,0.6799999999999999,0.7154471544715447
ukzn_ISTN2IP_2018,UKZN,25,1,0.6269349845201239,0.7142857142857143
ukzn_ISTN2IP_2018,UKZN,50,1,0.5675675675675675,0.7164179104477612
ukzn_ISTN2IP_2018,UKZN,0,2,0.6799999999999999,0.7154471544715447
ukzn_ISTN2IP_2018,UKZN,25,2,0.675598086124402,0.7708333333333334
ukzn_ISTN2IP_2018,UKZN,50,2,0.607843137254902,0.7076923076923077
ukzn_ISTN2IP_2018,UKZN,0,3,0.6799999999999999,0.7154471544715447
ukzn_ISTN2IP_2018,UKZN,25,3,0.6495370370370371,0.723404255319149
ukzn_ISTN2IP_2018,UKZN,50,3,0.7104700854700855,0.7575757575757576
ukzn_ISTN2IP_2018,UKZN,0,4,0.6799999999999999,0.7154471544715447
ukzn_ISTN2IP_2018,UKZN,25,4,0.7448337825696316,0.8041237113402062
ukzn_ISTN2IP_2018,UKZN,50,4,0.7862745098039216,0.8235294117647058
ukzn_ISTN2IP_2019,UKZN,0,0,0.6371753246753248,0.7586206896551724
ukzn_ISTN2IP_2019,UKZN,25,0,0.6317135549872123,0.7647058823529411
ukzn_ISTN2IP_2019,UKZN,50,0,0.6982082866741323,0.7878787878787878
ukzn_ISTN2IP_2019,UKZN,0,1,0.637987012987013,0.7586206896551724
ukzn_ISTN2IP_2019,UKZN,25,1,0.6190140845070422,0.7913669064748201
ukzn_ISTN2IP_2019,UKZN,50,1,0.5602322206095791,0.7474747474747475
ukzn_ISTN2IP_2019,UKZN,0,2,0.6359577922077922,0.7586206896551724
ukzn_ISTN2IP_2019,UKZN,25,2,0.6666666666666666,0.8111888111888111
ukzn_ISTN2IP_2019,UKZN,50,2,0.6225,0.803921568627451
ukzn_ISTN2IP_2019,UKZN,0,3,0.6383928571428572,0.7586206896551724
ukzn_ISTN2IP_2019,UKZN,25,3,0.6162280701754386,0.7714285714285715
ukzn_ISTN2IP_2019,UKZN,50,3,0.5942376950780313,0.8155339805825242
ukzn_ISTN2IP_2019,UKZN,0,4,0.6392045454545455,0.7586206896551724
ukzn_ISTN2IP_2019,UKZN,25,4,0.7098591549295775,0.8333333333333334
ukzn_ISTN2IP_2019,UKZN,50,4,0.6797385620915033,0.8269230769230769
ukzn_ISTN3ND_2018,UKZN,0,0,0.5253075216777576,0.5833333333333334
ukzn_ISTN3ND_2018,UKZN,25,0,0.5890551643192489,0.7023809523809523
ukzn_ISTN3ND_2018,UKZN,50,0,0.5864381520119224,0.6774193548387096
ukzn_ISTN3ND_2018,UKZN,100,0,0.5446623093681917,0.6037735849056604
ukzn_ISTN3ND_2018,UKZN,0,1,0.5253075216777576,0.5833333333333334
ukzn_ISTN3ND_2018,UKZN,25,1,0.5576241134751773,0.675
ukzn_ISTN3ND_2018,UKZN,50,1,0.5546448087431695,0.696969696969697
ukzn_ISTN3ND_2018,UKZN,100,1,0.546875,0.6557377049180327
ukzn_ISTN3ND_2018,UKZN,0,2,0.5257108287961283,0.5833333333333334
ukzn_ISTN3ND_2018,UKZN,25,2,0.5508274231678487,0.6622516556291391
ukzn_ISTN3ND_2018,UKZN,50,2,0.590725806451613,0.6774193548387096
ukzn_ISTN3ND_2018,UKZN,100,2,0.4,0.5263157894736842
ukzn_ISTN3ND_2018,UKZN,0,3,0.5253075216777576,0.5833333333333334
ukzn_ISTN3ND_2018,UKZN,25,3,0.5523049645390071,0.64
ukzn_ISTN3ND_2018,UKZN,50,3,0.5488383119962068,0.6218487394957983
ukzn_ISTN3ND_2018,UKZN,100,3,0.5291666666666667,0.5490196078431373
ukzn_ISTN3ND_2018,UKZN,0,4,0.5253075216777576,0.5833333333333334
ukzn_ISTN3ND_2018,UKZN,25,4,0.4921282798833819,0.5793103448275863
ukzn_ISTN3ND_2018,UKZN,50,4,0.48411569464201043,0.5818181818181818
ukzn_ISTN3ND_2018,UKZN,100,4,0.5277777777777778,0.6415094339622641
ukzn_ISTN3ND_2019,UKZN,0,0,0.7160995429151854,0.7834394904458599
ukzn_ISTN3ND_2019,UKZN,25,0,0.7036019536019537,0.8093645484949833
ukzn_ISTN3ND_2019,UKZN,50,0,0.6706766917293233,0.7953667953667953
ukzn_ISTN3ND_2019,UKZN,100,0,0.5787755102040817,0.8061224489795918
ukzn_ISTN3ND_2019,UKZN,0,1,0.7157186389029964,0.7795527156549521
ukzn_ISTN3ND_2019,UKZN,25,1,0.7309048178613397,0.8376623376623377
ukzn_ISTN3ND_2019,UKZN,50,1,0.7619731800766283,0.8270676691729323
ukzn_ISTN3ND_2019,UKZN,100,1,0.7200720072007201,0.84
ukzn_ISTN3ND_2019,UKZN,0,2,0.7155916708989334,0.7834394904458599
ukzn_ISTN3ND_2019,UKZN,25,2,0.692246835443038,0.785234899328859
ukzn_ISTN3ND_2019,UKZN,50,2,0.6634574693186627,0.8089887640449438
ukzn_ISTN3ND_2019,UKZN,100,2,0.669467787114846,0.8186528497409327
ukzn_ISTN3ND_2019,UKZN,0,3,0.7145759268664297,0.7795527156549521
ukzn_ISTN3ND_2019,UKZN,25,3,0.7022151898734178,0.8108108108108109
ukzn_ISTN3ND_2019,UKZN,50,3,0.6395711500974659,0.8164794007490637
ukzn_ISTN3ND_2019,UKZN,100,3,0.6007137192704203,0.8041237113402062
ukzn_ISTN3ND_2019,UKZN,0,4,0.7144489588623666,0.7795527156549521
ukzn_ISTN3ND_2019,UKZN,25,4,0.6753955696202532,0.8284789644012945
ukzn_ISTN3ND_2019,UKZN,50,4,0.6453416149068323,0.8308823529411765
ukzn_ISTN3ND_2019,UKZN,100,4,0.7033834586466166,0.86
ukzn_ISTN3SA_2018,UKZN,0,0,0.5623123123123124,0.73
ukzn_ISTN3SA_2018,UKZN,25,0,0.5641758241758242,0.7337278106508875
ukzn_ISTN3SA_2018,UKZN,50,0,0.5399543378995433,0.7769784172661871
ukzn_ISTN3SA_2018,UKZN,100,0,0.5714285714285714,0.8450704225352113
ukzn_ISTN3SA_2018,UKZN,0,1,0.5617117117117117,0.73
ukzn_ISTN3SA_2018,UKZN,25,1,0.6395067698259188,0.8
ukzn_ISTN3SA_2018,UKZN,50,1,0.5993640699523052,0.8299319727891157
ukzn_ISTN3SA_2018,UKZN,100,1,0.6892361111111112,0.8253968253968254
ukzn_ISTN3SA_2018,UKZN,0,2,0.5665165165165166,0.73
ukzn_ISTN3SA_2018,UKZN,25,2,0.5608791208791208,0.7485380116959064
ukzn_ISTN3SA_2018,UKZN,50,2,0.6,0.7943262411347518
ukzn_ISTN3SA_2018,UKZN,100,2,0.7430555555555556,0.8484848484848485
ukzn_ISTN3SA_2018,UKZN,0,3,0.5620120120120121,0.73
ukzn_ISTN3SA_2018,UKZN,25,3,0.5726902173913043,0.7471264367816092
ukzn_ISTN3SA_2018,UKZN,50,3,0.5866228070175439,0.7746478873239436
ukzn_ISTN3SA_2018,UKZN,100,3,0.6607142857142857,0.7878787878787878
ukzn_ISTN3SA_2018,UKZN,0,4,0.5626126126126126,0.73
ukzn_ISTN3SA_2018,UKZN,25,4,0.5449709864603481,0.7411764705882353
ukzn_ISTN3SA_2018,UKZN,50,4,0.5330985915492957,0.7121212121212122
ukzn_ISTN3SA_2018,UKZN,100,4,0.7555555555555555,0.9014084507042254
ukzn_ISTN3SA_2019,UKZN,0,0,0.5684705882352941,0.6810035842293907
ukzn_ISTN3SA_2019,UKZN,25,0,0.5893264840182649,0.8345323741007195
ukzn_ISTN3SA_2019,UKZN,50,0,0.5931931575196009,0.8968253968253969
ukzn_ISTN3SA_2019,UKZN,100,0,0.6365461847389559,0.9166666666666666
ukzn_ISTN3SA_2019,UKZN,0,1,0.5696470588235294,0.6903914590747331
ukzn_ISTN3SA_2019,UKZN,25,1,0.5617321867321867,0.8088235294117647
ukzn_ISTN3SA_2019,UKZN,50,1,0.6294838145231845,0.8535564853556485
ukzn_ISTN3SA_2019,UKZN,100,1,0.6244588744588745,0.9132947976878613
ukzn_ISTN3SA_2019,UKZN,0,2,0.5682352941176471,0.6810035842293907
ukzn_ISTN3SA_2019,UKZN,25,2,0.5605022831050228,0.8428571428571429
ukzn_ISTN3SA_2019,UKZN,50,2,0.6113671274961598,0.8984375
ukzn_ISTN3SA_2019,UKZN,100,2,0.6183261183261184,0.9058823529411765
ukzn_ISTN3SA_2019,UKZN,0,3,0.5691764705882353,0.6857142857142857
ukzn_ISTN3SA_2019,UKZN,25,3,0.5993788819875777,0.8827586206896552
ukzn_ISTN3SA_2019,UKZN,50,3,0.5838,0.9105058365758755
ukzn_ISTN3SA_2019,UKZN,100,3,0.4875541125541125,0.9265536723163842
ukzn_ISTN3SA_2019,UKZN,0,4,0.5694117647058824,0.6857142857142857
ukzn_ISTN3SA_2019,UKZN,25,4,0.5191953316953317,0.7669172932330827
ukzn_ISTN3SA_2019,UKZN,50,4,0.49125109361329833,0.825
ukzn_ISTN3SA_2019,UKZN,100,4,0.5973895582329317,0.9112426035502958
