target,target_institution,pool,n_source_cohorts,representation,model,n_target,auc,f1_at_0.5
ukzn_ISTN101_2021,UKZN,P_out_other_institutions,14,zscore,logistic_regression,741,0.7849182937678513,0.6089613034623218
ukzn_ISTN102_2018,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,257,0.6716464363523187,0.8475336322869955
ukzn_ISTN102_2018,UKZN,P_out_other_institutions,14,zscore,logistic_regression,257,0.6521942110177404,0.6770186335403726
ukzn_ISTN103_2019,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,1113,0.664270192701927,0.8442367601246106
ukzn_ISTN103_2019,UKZN,P_out_other_institutions,14,zscore,logistic_regression,1113,0.6596125461254613,0.6927453769559033
ukzn_ISTN103_2020,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,1082,0.6944067263162628,0.9438750610053684
ukzn_ISTN103_2020,UKZN,P_out_other_institutions,14,zscore,logistic_regression,1082,0.6630951845690392,0.6513513513513514
ukzn_ISTN211_2019,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,280,0.7664851784633998,0.9666666666666667
ukzn_ISTN211_2019,UKZN,P_out_other_institutions,14,zscore,logistic_regression,280,0.7263561201855213,0.5056818181818182
ukzn_ISTN211_2021,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,327,0.8024667931688805,0.9733124018838305
ukzn_ISTN211_2021,UKZN,P_out_other_institutions,14,zscore,logistic_regression,327,0.798292220113852,0.6680942184154176
ukzn_ISTN212_2018,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,238,0.7647024367385191,0.8981481481481481
ukzn_ISTN212_2018,UKZN,P_out_other_institutions,14,zscore,logistic_regression,238,0.7767689784442361,0.7156549520766773
ukzn_ISTN212_2019,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,264,0.7778850278850279,0.9173553719008265
ukzn_ISTN212_2019,UKZN,P_out_other_institutions,14,zscore,logistic_regression,264,0.7406692406692408,0.6934097421203438
ukzn_ISTN2IP_2018,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,99,0.7210810810810812,0.8554913294797688
ukzn_ISTN2IP_2018,UKZN,P_out_other_institutions,14,zscore,logistic_regression,99,0.6518918918918919,0.5964912280701754
ukzn_ISTN2IP_2019,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,116,0.7495941558441559,0.8627450980392157
ukzn_ISTN2IP_2019,UKZN,P_out_other_institutions,14,zscore,logistic_regression,116,0.7252435064935064,0.5909090909090909
ukzn_ISTN3ND_2018,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,144,0.5950796531558782,0.7532467532467533
ukzn_ISTN3ND_2018,UKZN,P_out_other_institutions,14,zscore,logistic_regression,144,0.5444646098003629,0.5822784810126582
ukzn_ISTN3ND_2019,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,223,0.6771203656678517,0.8927680798004988
ukzn_ISTN3ND_2019,UKZN,P_out_other_institutions,14,zscore,logistic_regression,223,0.7058151345860842,0.7186440677966102
ukzn_ISTN3SA_2018,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,141,0.6939939939939941,0.8809523809523809
ukzn_ISTN3SA_2018,UKZN,P_out_other_institutions,14,zscore,logistic_regression,141,0.6324324324324324,0.6035502958579881
ukzn_ISTN3SA_2019,UKZN,P_in_leave_one_cohort_out,15,zscore,logistic_regression,195,0.6098823529411764,0.9315068493150684
ukzn_ISTN3SA_2019,UKZN,P_out_other_institutions,14,zscore,logistic_regression,195,0.6087058823529412,0.6015625
oulad_BBB_2013B,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,1767,0.86560318411765,0.7757225433526012
oulad_BBB_2013B,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,1767,0.7901651224919001,0.6249027237354086
oulad_BBB_2013J,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,2237,0.8697404874767793,0.7763217352010845
oulad_BBB_2013J,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,2237,0.8231695599256935,0.6479298881837413
oulad_BBB_2014B,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,1613,0.8679139976588287,0.7742346938775511
oulad_BBB_2014B,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,1613,0.8191398523882121,0.6213675213675214
oulad_BBB_2014J,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,2292,0.8658911275584795,0.7716049382716049
oulad_BBB_2014J,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,2292,0.8105560124269008,0.6689895470383276
oulad_DDD_2013B,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,1303,0.8405546077195065,0.7354627354627354
oulad_DDD_2013B,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,1303,0.756088816358826,0.5626034197462769
oulad_DDD_2013J,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,1938,0.8685005128562123,0.7784877529286475
oulad_DDD_2013J,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,1938,0.8284792372093226,0.5992049150704735
oulad_DDD_2014B,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,1228,0.8685247692817981,0.7658058771148709
oulad_DDD_2014B,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,1228,0.8020673354312361,0.5612185120093731
oulad_DDD_2014J,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,1803,0.8579739032261289,0.7533843437316068
oulad_DDD_2014J,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,1803,0.8212097483239917,0.6104046242774567
oulad_FFF_2013B,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,1614,0.8326291375663979,0.7464968152866241
oulad_FFF_2013B,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,1614,0.6616663387763132,0.6527545909849749
oulad_FFF_2013J,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,2283,0.8800124533001247,0.7958910227780259
oulad_FFF_2013J,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,2283,0.8311413218947465,0.6483126110124334
oulad_FFF_2014B,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,1500,0.8761838404869831,0.7791107974594214
oulad_FFF_2014B,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,1500,0.8446719948525531,0.6072423398328691
oulad_FFF_2014J,OULAD,P_in_leave_one_cohort_out,11,percentile,gradient_boosting,2365,0.9038124383077382,0.8262548262548263
oulad_FFF_2014J,OULAD,P_out_other_institutions,18,percentile,gradient_boosting,2365,0.8385183527305282,0.6415852958070075
ku_Accountancy_1819,KU Leuven,P_in_leave_one_cohort_out,1,percentile,gradient_boosting,756,0.5611173885750157,0.704031465093412
ku_Accountancy_1819,KU Leuven,P_out_other_institutions,28,percentile,gradient_boosting,756,0.6198786356978447,0.8251748251748252
ku_Globaleconom_1819,KU Leuven,P_in_leave_one_cohort_out,1,percentile,gradient_boosting,743,0.5495472948104526,0.7132075471698113
ku_Globaleconom_1819,KU Leuven,P_out_other_institutions,28,percentile,gradient_boosting,743,0.6069451601030549,0.7155322862129145
ukzn_ISTN101_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,1056,0.6649194754686877,0.8949044585987261
ukzn_ISTN101_2019,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,1056,0.6193564270043878,0.7856257744733581
ukzn_ISTN101_2020,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,978,0.7089255508446651,0.9688325409403064
ukzn_ISTN101_2020,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,978,0.6887590342918652,0.6916666666666667
ukzn_ISTN101_2021,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,741,0.7778714238891231,0.953998584571833
ukzn_ISTN101_2021,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,741,0.7248911363955612,0.8231349538977368
ukzn_ISTN102_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,257,0.5445845004668534,0.8348623853211009
ukzn_ISTN102_2018,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,257,0.6208761282290693,0.7277936962750716
ukzn_ISTN103_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,1113,0.6333005330053301,0.8374801482265749
ukzn_ISTN103_2019,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,1113,0.6479991799918,0.7099447513812155
ukzn_ISTN103_2020,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,1082,0.6787329706398093,0.9438750610053684
ukzn_ISTN103_2020,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,1082,0.6436536126972707,0.636986301369863
ukzn_ISTN211_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,280,0.7512603347449083,0.9511278195488722
ukzn_ISTN211_2019,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,280,0.6546682798951402,0.8043956043956044
ukzn_ISTN211_2021,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,327,0.7877609108159392,0.9716981132075472
ukzn_ISTN211_2021,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,327,0.8203984819734345,0.7357723577235772
ukzn_ISTN212_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,238,0.7712043111527649,0.8988235294117647
ukzn_ISTN212_2018,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,238,0.7340089034676663,0.7683284457478006
ukzn_ISTN212_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,264,0.7271557271557272,0.907563025210084
ukzn_ISTN212_2019,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,264,0.6664521664521665,0.7354497354497355
ukzn_ISTN2IP_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,99,0.6891891891891893,0.8554913294797688
ukzn_ISTN2IP_2018,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,99,0.6799999999999999,0.7154471544715447
ukzn_ISTN2IP_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,116,0.7349837662337663,0.8712871287128713
ukzn_ISTN2IP_2019,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,116,0.6383928571428572,0.7586206896551724
ukzn_ISTN3ND_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,144,0.6110102843315185,0.7532467532467533
ukzn_ISTN3ND_2018,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,144,0.5257108287961283,0.5833333333333334
ukzn_ISTN3ND_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,223,0.6785170137125444,0.8872180451127819
ukzn_ISTN3ND_2019,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,223,0.7145759268664297,0.7795527156549521
ukzn_ISTN3SA_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,141,0.6765765765765765,0.8870967741935484
ukzn_ISTN3SA_2018,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,141,0.5653153153153153,0.73
ukzn_ISTN3SA_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,gradient_boosting,195,0.5956470588235294,0.9340659340659341
ukzn_ISTN3SA_2019,UKZN,P_out_other_institutions,14,percentile,gradient_boosting,195,0.5694117647058824,0.6903914590747331
oulad_BBB_2013B,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,1767,0.8557199919389427,0.7717842323651453
oulad_BBB_2013B,OULAD,P_out_other_institutions,18,percentile,logistic_regression,1767,0.8367868418740925,0.6249027237354086
oulad_BBB_2013J,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,2237,0.865829383127282,0.7706161137440758
oulad_BBB_2013J,OULAD,P_out_other_institutions,18,percentile,logistic_regression,2237,0.8318229133303441,0.6479298881837413
oulad_BBB_2014B,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,1613,0.8638961252681946,0.7620320855614974
oulad_BBB_2014B,OULAD,P_out_other_institutions,18,percentile,logistic_regression,1613,0.8394100806989979,0.6213675213675214
oulad_BBB_2014J,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,2292,0.8639715064571152,0.7854001759014951
oulad_BBB_2014J,OULAD,P_out_other_institutions,18,percentile,logistic_regression,2292,0.8333786397417154,0.6689895470383276
oulad_DDD_2013B,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,1303,0.8408748114630468,0.7346600331674958
oulad_DDD_2013B,OULAD,P_out_other_institutions,18,percentile,logistic_regression,1303,0.8239794278367083,0.5626034197462769
oulad_DDD_2013J,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,1938,0.8625142898165137,0.771836950767602
oulad_DDD_2013J,OULAD,P_out_other_institutions,18,percentile,logistic_regression,1938,0.8460082600849939,0.5992049150704735
oulad_DDD_2014B,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,1228,0.8694153094871102,0.7588785046728972
oulad_DDD_2014B,OULAD,P_out_other_institutions,18,percentile,logistic_regression,1228,0.8388749369374894,0.5612185120093731
oulad_DDD_2014J,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,1803,0.8548429397835926,0.7584204413472706
oulad_DDD_2014J,OULAD,P_out_other_institutions,18,percentile,logistic_regression,1803,0.8402596688946837,0.6104046242774567
oulad_FFF_2013B,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,1614,0.8285860958095613,0.7670731707317073
oulad_FFF_2013B,OULAD,P_out_other_institutions,18,percentile,logistic_regression,1614,0.8319628541215817,0.6527545909849749
oulad_FFF_2013J,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,2283,0.8717540703842075,0.7914247431889236
oulad_FFF_2013J,OULAD,P_out_other_institutions,18,percentile,logistic_regression,2283,0.8538905032055717,0.6483126110124334
oulad_FFF_2014B,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,1500,0.8702781934774908,0.7741487143849896
oulad_FFF_2014B,OULAD,P_out_other_institutions,18,percentile,logistic_regression,1500,0.8541616963440114,0.6072423398328691
oulad_FFF_2014J,OULAD,P_in_leave_one_cohort_out,11,percentile,logistic_regression,2365,0.9015014892225054,0.8204683434518647
oulad_FFF_2014J,OULAD,P_out_other_institutions,18,percentile,logistic_regression,2365,0.8894628899524827,0.6415852958070075
ku_Accountancy_1819,KU Leuven,P_in_leave_one_cohort_out,1,percentile,logistic_regression,756,0.6397781962753715,0.7633302151543498
ku_Accountancy_1819,KU Leuven,P_out_other_institutions,28,percentile,logistic_regression,756,0.6263862732789287,0.7476280834914611
ku_Globaleconom_1819,KU Leuven,P_in_leave_one_cohort_out,1,percentile,logistic_regression,743,0.6163268310636731,0.7179930795847751
ku_Globaleconom_1819,KU Leuven,P_out_other_institutions,28,percentile,logistic_regression,743,0.6171586308428414,0.6805708013172338
ukzn_ISTN101_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,1056,0.6768735041882727,0.9045643153526971
ukzn_ISTN101_2019,UKZN,P_out_other_institutions,14,percentile,logistic_regression,1056,0.6573157658556044,0.6437956204379562
ukzn_ISTN101_2020,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,978,0.7432613519035169,0.9743051914001049
ukzn_ISTN101_2020,UKZN,P_out_other_institutions,14,percentile,logistic_regression,978,0.7135607741481953,0.6386066763425254
ukzn_ISTN101_2021,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,741,0.8092662827176103,0.9556025369978859
ukzn_ISTN101_2021,UKZN,P_out_other_institutions,14,percentile,logistic_regression,741,0.7673128248349487,0.6307385229540918
ukzn_ISTN102_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,257,0.6679116090880797,0.8475336322869955
ukzn_ISTN102_2018,UKZN,P_out_other_institutions,14,percentile,logistic_regression,257,0.6483815748521631,0.6582278481012658
ukzn_ISTN103_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,1113,0.6700020500205002,0.8442367601246106
ukzn_ISTN103_2019,UKZN,P_out_other_institutions,14,percentile,logistic_regression,1113,0.6556191061910619,0.683982683982684
ukzn_ISTN103_2020,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,1082,0.6977788768490625,0.9438750610053684
ukzn_ISTN103_2020,UKZN,P_out_other_institutions,14,percentile,logistic_regression,1082,0.6565307315318556,0.6631087391594396
ukzn_ISTN211_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,280,0.7739463601532568,0.9648798521256932
ukzn_ISTN211_2019,UKZN,P_out_other_institutions,14,percentile,logistic_regression,280,0.7372454123815285,0.5683060109289617
ukzn_ISTN211_2021,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,327,0.807020872865275,0.9733124018838305
ukzn_ISTN211_2021,UKZN,P_out_other_institutions,14,percentile,logistic_regression,327,0.7998102466793169,0.6680942184154176
ukzn_ISTN212_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,238,0.7606021555763823,0.8981481481481481
ukzn_ISTN212_2018,UKZN,P_out_other_institutions,14,percentile,logistic_regression,238,0.765288191190253,0.7156549520766773
ukzn_ISTN212_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,264,0.763942513942514,0.9135802469135802
ukzn_ISTN212_2019,UKZN,P_out_other_institutions,14,percentile,logistic_regression,264,0.7363792363792363,0.68
ukzn_ISTN2IP_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,99,0.7205405405405405,0.8554913294797688
ukzn_ISTN2IP_2018,UKZN,P_out_other_institutions,14,percentile,logistic_regression,99,0.6470270270270271,0.5964912280701754
ukzn_ISTN2IP_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,116,0.75,0.8627450980392157
ukzn_ISTN2IP_2019,UKZN,P_out_other_institutions,14,percentile,logistic_regression,116,0.6862824675324676,0.5606060606060606
ukzn_ISTN3ND_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,144,0.5948779995966929,0.7532467532467533
ukzn_ISTN3ND_2018,UKZN,P_out_other_institutions,14,percentile,logistic_regression,144,0.5273240572696108,0.5660377358490566
ukzn_ISTN3ND_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,223,0.6750888776028441,0.8905472636815921
ukzn_ISTN3ND_2019,UKZN,P_out_other_institutions,14,percentile,logistic_regression,223,0.7370492635855764,0.7191780821917808
ukzn_ISTN3SA_2018,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,141,0.7015015015015015,0.8809523809523809
ukzn_ISTN3SA_2018,UKZN,P_out_other_institutions,14,percentile,logistic_regression,141,0.5846846846846847,0.6483516483516484
ukzn_ISTN3SA_2019,UKZN,P_in_leave_one_cohort_out,15,percentile,logistic_regression,195,0.6216470588235294,0.9315068493150684
ukzn_ISTN3SA_2019,UKZN,P_out_other_institutions,14,percentile,logistic_regression,195,0.5905882352941176,0.6206896551724138
