source,target,source_institution,target_institution,distance,representation,model,n_target,auc,f1_at_0.5,explanation_tau,explanation_jaccard_top3
oulad_DDD_2013B,oulad_DDD_2013B,OULAD,OULAD,D0_within_cohort,raw,logistic_regression,1303,0.8404816655539896,0.7192825112107624,1.0,1.0
oulad_DDD_2013B,oulad_DDD_2013J,OULAD,OULAD,D1_same_module,raw,logistic_regression,1938,0.8653320077749654,0.7362703681351841,0.8095238095238096,1.0
oulad_DDD_2013B,oulad_DDD_2014B,OULAD,OULAD,D1_same_module,raw,logistic_regression,1228,0.8717092518626088,0.7093922651933702,0.8095238095238096,0.5
oulad_DDD_2013B,oulad_DDD_2014J,OULAD,OULAD,D1_same_module,raw,logistic_regression,1803,0.8580238587656985,0.6978021978021978,0.9047619047619049,1.0
oulad_DDD_2013B,oulad_FFF_2013B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1614,0.8391375049183551,0.7492103600758054,0.8095238095238096,0.5
oulad_DDD_2013B,oulad_FFF_2013J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2283,0.8741155850744892,0.7486682808716707,0.7142857142857143,1.0
oulad_DDD_2013B,oulad_FFF_2014B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1500,0.8732874979215015,0.7478260869565218,0.8095238095238096,0.5
oulad_DDD_2013B,oulad_FFF_2014J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2365,0.9031255738815049,0.7774566473988439,0.7142857142857143,1.0
oulad_DDD_2013B,ku_Accountancy_1819,OULAD,KU Leuven,D3_other_institution,raw,logistic_regression,756,0.6176647834274953,0.0,-0.14285714285714288,0.2
oulad_DDD_2013B,ku_Globaleconom_1819,OULAD,KU Leuven,D3_other_institution,raw,logistic_regression,743,0.6176076555023923,0.0,0.5238095238095238,0.5
oulad_DDD_2013B,ukzn_ISTN101_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1056,0.6770667132030316,0.29971181556195964,0.5238095238095238,0.5
oulad_DDD_2013B,ukzn_ISTN101_2020,OULAD,UKZN,D3_other_institution,raw,logistic_regression,978,0.7263460820280749,0.1194331983805668,-0.23809523809523814,0.2
oulad_DDD_2013B,ukzn_ISTN101_2021,OULAD,UKZN,D3_other_institution,raw,logistic_regression,741,0.7903029451702019,0.48444444444444446,-0.14285714285714288,0.2
oulad_DDD_2013B,ukzn_ISTN102_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,257,0.6552287581699346,0.0,0.33333333333333337,1.0
oulad_DDD_2013B,ukzn_ISTN103_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1113,0.6597765477654776,0.0,-0.23809523809523814,0.2
oulad_DDD_2013B,ukzn_ISTN103_2020,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1082,0.6668180387572501,0.002066115702479339,0.04761904761904762,0.5
oulad_DDD_2013B,ukzn_ISTN211_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,280,0.7676950998185119,0.37267080745341613,-0.14285714285714288,0.2
oulad_DDD_2013B,ukzn_ISTN211_2021,OULAD,UKZN,D3_other_institution,raw,logistic_regression,327,0.7800759013282732,0.0,0.04761904761904762,0.0
oulad_DDD_2013B,ukzn_ISTN212_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,238,0.770325679475164,0.0,0.14285714285714288,0.2
oulad_DDD_2013B,ukzn_ISTN212_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,264,0.7456027456027455,0.0,-0.04761904761904762,0.2
oulad_DDD_2013B,ukzn_ISTN2IP_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,99,0.6502702702702703,0.0,-0.23809523809523814,0.2
oulad_DDD_2013B,ukzn_ISTN2IP_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,116,0.7130681818181818,0.35514018691588783,0.04761904761904762,0.5
oulad_DDD_2013B,ukzn_ISTN3ND_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,144,0.564629965718895,0.0,0.04761904761904762,0.5
oulad_DDD_2013B,ukzn_ISTN3ND_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,223,0.7003555104113763,0.0,0.14285714285714288,0.5
oulad_DDD_2013B,ukzn_ISTN3SA_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,141,0.6498498498498498,0.2878787878787879,0.5238095238095238,0.5
oulad_DDD_2013B,ukzn_ISTN3SA_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,195,0.6190588235294117,0.43946188340807174,0.23809523809523814,0.5
oulad_DDD_2013J,oulad_BBB_2013B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1767,0.8601406551159293,0.7127371273712737,0.7142857142857143,1.0
oulad_DDD_2013J,oulad_BBB_2013J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2237,0.8636762539235155,0.6377816291161178,0.4285714285714286,0.5
oulad_DDD_2013J,oulad_BBB_2014B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1613,0.8653446086300421,0.5396825396825397,0.7142857142857143,0.5
oulad_DDD_2013J,oulad_BBB_2014J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2292,0.8656634533382066,0.6031215161649944,0.6190476190476191,0.5
oulad_DDD_2013J,oulad_DDD_2013B,OULAD,OULAD,D1_same_module,raw,logistic_regression,1303,0.8413124644561482,0.7375099127676448,0.8095238095238096,1.0
oulad_DDD_2013J,oulad_DDD_2013J,OULAD,OULAD,D0_within_cohort,raw,logistic_regression,1938,0.8611910881579706,0.7740881872618399,1.0,1.0
oulad_DDD_2013J,oulad_DDD_2014B,OULAD,OULAD,D1_same_module,raw,logistic_regression,1228,0.8679436186313834,0.7485148514851485,0.6190476190476191,0.5
oulad_DDD_2013J,oulad_DDD_2014J,OULAD,OULAD,D1_same_module,raw,logistic_regression,1803,0.8572557923448131,0.7367766023646546,0.7142857142857143,0.5
oulad_DDD_2013J,oulad_FFF_2013B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1614,0.8435886164666536,0.7789232531500573,0.5238095238095238,0.5
oulad_DDD_2013J,oulad_FFF_2013J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2283,0.8777969958335256,0.7987670629678556,0.7142857142857143,1.0
oulad_DDD_2013J,oulad_FFF_2014B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1500,0.8739833430932396,0.7779349363507779,0.6190476190476191,0.5
oulad_DDD_2013J,oulad_FFF_2014J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2365,0.9058328598810919,0.8240942819729375,0.6190476190476191,1.0
oulad_DDD_2013J,ku_Accountancy_1819,OULAD,KU Leuven,D3_other_institution,raw,logistic_regression,756,0.6217744297970287,0.0,-0.33333333333333337,0.0
oulad_DDD_2013J,ku_Globaleconom_1819,OULAD,KU Leuven,D3_other_institution,raw,logistic_regression,743,0.6177401545822598,0.0,0.33333333333333337,0.2
oulad_DDD_2013J,ukzn_ISTN101_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1056,0.6766428998803351,0.5469125902165196,0.4285714285714286,0.5
oulad_DDD_2013J,ukzn_ISTN101_2020,OULAD,UKZN,D3_other_institution,raw,logistic_regression,978,0.7355286571033148,0.20135527589545016,-0.14285714285714288,0.2
oulad_DDD_2013J,ukzn_ISTN101_2021,OULAD,UKZN,D3_other_institution,raw,logistic_regression,741,0.7775904855550874,0.7637655417406749,-0.04761904761904762,0.2
oulad_DDD_2013J,ukzn_ISTN102_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,257,0.6533613445378151,0.0,0.23809523809523814,1.0
oulad_DDD_2013J,ukzn_ISTN103_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1113,0.6623267732677326,0.007352941176470588,-0.23809523809523814,0.2
oulad_DDD_2013J,ukzn_ISTN103_2020,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1082,0.6710174902207635,0.01842374616171955,0.23809523809523814,0.5
oulad_DDD_2013J,ukzn_ISTN211_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,280,0.7644686428715467,0.6266318537859008,-0.23809523809523814,0.2
oulad_DDD_2013J,ukzn_ISTN211_2021,OULAD,UKZN,D3_other_institution,raw,logistic_regression,327,0.7886148007590132,0.0,0.04761904761904762,0.0
oulad_DDD_2013J,ukzn_ISTN212_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,238,0.7703256794751641,0.0,0.04761904761904762,0.2
oulad_DDD_2013J,ukzn_ISTN212_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,264,0.7436722436722436,0.0,-0.14285714285714288,0.2
oulad_DDD_2013J,ukzn_ISTN2IP_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,99,0.661081081081081,0.0,-0.14285714285714288,0.2
oulad_DDD_2013J,ukzn_ISTN2IP_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,116,0.7106331168831169,0.5648854961832062,0.23809523809523814,0.5
oulad_DDD_2013J,ukzn_ISTN3ND_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,144,0.56785642266586,0.0,0.04761904761904762,0.5
oulad_DDD_2013J,ukzn_ISTN3ND_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,223,0.6919756221432198,0.0,0.23809523809523814,0.5
oulad_DDD_2013J,ukzn_ISTN3SA_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,141,0.6615615615615615,0.5128205128205128,0.5238095238095238,0.5
oulad_DDD_2013J,ukzn_ISTN3SA_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,195,0.6110588235294118,0.570281124497992,0.14285714285714288,0.5
oulad_DDD_2014B,oulad_BBB_2013B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1767,0.8575595665631475,0.7490542244640606,0.14285714285714288,0.5
oulad_DDD_2014B,oulad_BBB_2013J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2237,0.8658598103901095,0.6812945693911135,0.9047619047619049,1.0
oulad_DDD_2014B,oulad_BBB_2014B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1613,0.8662419541639627,0.6075085324232082,0.7142857142857143,1.0
oulad_DDD_2014B,oulad_BBB_2014J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2292,0.8666457267300196,0.6449893390191898,0.6190476190476191,1.0
oulad_DDD_2014B,oulad_DDD_2013B,OULAD,OULAD,D1_same_module,raw,logistic_regression,1303,0.8443686175605173,0.7310989867498051,0.8095238095238096,0.5
oulad_DDD_2014B,oulad_DDD_2013J,OULAD,OULAD,D1_same_module,raw,logistic_regression,1938,0.864443890919889,0.7794817556848228,0.6190476190476191,0.5
oulad_DDD_2014B,oulad_DDD_2014B,OULAD,OULAD,D0_within_cohort,raw,logistic_regression,1228,0.8677652318609922,0.7571157495256167,1.0,1.0
oulad_DDD_2014B,oulad_DDD_2014J,OULAD,OULAD,D1_same_module,raw,logistic_regression,1803,0.8575292989239576,0.7519333729922665,0.7142857142857143,0.5
oulad_DDD_2014B,oulad_FFF_2013B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1614,0.8324162650009836,0.7740112994350282,0.7142857142857143,0.5
oulad_DDD_2014B,oulad_FFF_2013J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2283,0.8715319096597635,0.8006977758395115,0.6190476190476191,1.0
oulad_DDD_2014B,oulad_FFF_2014B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1500,0.8711728515554398,0.7806228373702422,0.5238095238095238,0.5
oulad_DDD_2014B,oulad_FFF_2014J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2365,0.9036255681426899,0.8268059181897301,1.0,1.0
oulad_DDD_2014B,ku_Accountancy_1819,OULAD,KU Leuven,D3_other_institution,raw,logistic_regression,756,0.6134295877798703,0.0,-0.04761904761904762,0.2
oulad_DDD_2014B,ku_Globaleconom_1819,OULAD,KU Leuven,D3_other_institution,raw,logistic_regression,743,0.6155612808244387,0.0,0.5238095238095238,0.5
oulad_DDD_2014B,ukzn_ISTN101_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1056,0.6748416932588752,0.7172131147540983,0.6190476190476191,0.5
oulad_DDD_2014B,ukzn_ISTN101_2020,OULAD,UKZN,D3_other_institution,raw,logistic_regression,978,0.7233804178291338,0.3109090909090909,-0.23809523809523814,0.2
oulad_DDD_2014B,ukzn_ISTN101_2021,OULAD,UKZN,D3_other_institution,raw,logistic_regression,741,0.7965538231024957,0.7488667271078876,0.04761904761904762,0.2
oulad_DDD_2014B,ukzn_ISTN102_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,257,0.6546840958605665,0.0,0.5238095238095238,1.0
oulad_DDD_2014B,ukzn_ISTN103_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1113,0.6586367363673636,0.0,-0.23809523809523814,0.2
oulad_DDD_2014B,ukzn_ISTN103_2020,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1082,0.6661346162492693,0.0041279669762641896,-0.04761904761904762,0.2
oulad_DDD_2014B,ukzn_ISTN211_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,280,0.7705182496471062,0.7416267942583732,-0.33333333333333337,0.2
oulad_DDD_2014B,ukzn_ISTN211_2021,OULAD,UKZN,D3_other_institution,raw,logistic_regression,327,0.7730550284629981,0.0,0.14285714285714288,0.2
oulad_DDD_2014B,ukzn_ISTN212_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,238,0.769857075913777,0.0,-0.04761904761904762,0.2
oulad_DDD_2014B,ukzn_ISTN212_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,264,0.7481767481767482,0.0,-0.04761904761904762,0.2
oulad_DDD_2014B,ukzn_ISTN2IP_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,99,0.6454054054054055,0.0,-0.04761904761904762,0.2
oulad_DDD_2014B,ukzn_ISTN2IP_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,116,0.7094155844155844,0.6482758620689655,0.4285714285714286,0.5
oulad_DDD_2014B,ukzn_ISTN3ND_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,144,0.5614035087719298,0.0,-0.04761904761904762,0.5
oulad_DDD_2014B,ukzn_ISTN3ND_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,223,0.7148298628745555,0.0,0.04761904761904762,0.5
oulad_DDD_2014B,ukzn_ISTN3SA_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,141,0.6498498498498498,0.6514285714285715,0.33333333333333337,0.5
oulad_DDD_2014B,ukzn_ISTN3SA_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,195,0.6204705882352941,0.654275092936803,0.14285714285714288,0.5
oulad_DDD_2014J,oulad_BBB_2013B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1767,0.8607000201526434,0.7707082833133253,0.6190476190476191,0.5
oulad_DDD_2014J,oulad_BBB_2013J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2237,0.863650630965345,0.7171189979123174,0.4285714285714286,0.5
oulad_DDD_2014J,oulad_BBB_2014B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1613,0.8654439686891613,0.6755277560594214,0.9047619047619049,1.0
oulad_DDD_2014J,oulad_BBB_2014J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2292,0.8656459399366472,0.6765913757700205,0.7142857142857143,0.5
oulad_DDD_2014J,oulad_DDD_2013B,OULAD,OULAD,D1_same_module,raw,logistic_regression,1303,0.8417253912914472,0.737546468401487,0.8095238095238096,1.0
oulad_DDD_2014J,oulad_DDD_2013J,OULAD,OULAD,D1_same_module,raw,logistic_regression,1938,0.863542177664704,0.7843734145104008,0.7142857142857143,1.0
oulad_DDD_2014J,oulad_DDD_2014B,OULAD,OULAD,D1_same_module,raw,logistic_regression,1228,0.8672077732035198,0.761384335154827,0.6190476190476191,0.5
oulad_DDD_2014J,oulad_DDD_2014J,OULAD,OULAD,D0_within_cohort,raw,logistic_regression,1803,0.8555073484598708,0.7592165898617511,1.0,1.0
oulad_DDD_2014J,oulad_FFF_2013B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1614,0.8346325988589416,0.7698280643372157,0.8095238095238096,0.5
oulad_DDD_2014J,oulad_FFF_2013J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2283,0.8720308103869748,0.7993094518774277,0.6190476190476191,0.5
oulad_DDD_2014J,oulad_FFF_2014B,OULAD,OULAD,D2_other_module,raw,logistic_regression,1500,0.8669218701426391,0.7780040733197556,0.7142857142857143,0.5
oulad_DDD_2014J,oulad_FFF_2014J,OULAD,OULAD,D2_other_module,raw,logistic_regression,2365,0.8982045399765857,0.8198866114260793,0.7142857142857143,0.5
oulad_DDD_2014J,ku_Accountancy_1819,OULAD,KU Leuven,D3_other_institution,raw,logistic_regression,756,0.620711445909186,0.11619718309859155,-0.04761904761904762,0.2
oulad_DDD_2014J,ku_Globaleconom_1819,OULAD,KU Leuven,D3_other_institution,raw,logistic_regression,743,0.6208317997791681,0.02358490566037736,0.6190476190476191,0.5
oulad_DDD_2014J,ukzn_ISTN101_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1056,0.6777398284802553,0.8052109181141439,0.33333333333333337,0.5
oulad_DDD_2014J,ukzn_ISTN101_2020,OULAD,UKZN,D3_other_institution,raw,logistic_regression,978,0.730388172491817,0.41196581196581195,-0.14285714285714288,0.5
oulad_DDD_2014J,ukzn_ISTN101_2021,OULAD,UKZN,D3_other_institution,raw,logistic_regression,741,0.7777075431942689,0.927710843373494,0.04761904761904762,0.5
oulad_DDD_2014J,ukzn_ISTN102_2018,OULAD,UKZN,D3_other_institution,raw,logistic_regression,257,0.6529723000311236,0.09,0.5238095238095238,0.5
oulad_DDD_2014J,ukzn_ISTN103_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1113,0.6627162771627716,0.12183908045977011,-0.14285714285714288,0.2
oulad_DDD_2014J,ukzn_ISTN103_2020,OULAD,UKZN,D3_other_institution,raw,logistic_regression,1082,0.6626725417022616,0.1665089877010407,0.23809523809523814,0.5
oulad_DDD_2014J,ukzn_ISTN211_2019,OULAD,UKZN,D3_other_institution,raw,logistic_regression,280,0.746924783222424,0.861995753715499,-0.23809523809523814,0.2
