target,institution,source_kind,source,attribute,groups,recall_best,recall_worst,recall_gap,worst_group
oulad_AAA_2013J,OULAD,transferred,oviedo_C836_1415,highest_education,2,0.48214285714285715,0.4230769230769231,0.05906593406593408,HE Qualification
oulad_AAA_2014J,OULAD,local,oulad_AAA_2014J,gender,2,0.7,0.5961538461538461,0.10384615384615381,M
oulad_AAA_2014J,OULAD,local,oulad_AAA_2014J,age_band,2,0.6440677966101694,0.6222222222222222,0.02184557438794721,35-55
oulad_AAA_2014J,OULAD,local,oulad_AAA_2014J,highest_education,3,0.7166666666666667,0.52,0.19666666666666666,Lower Than A Level
oulad_AAA_2014J,OULAD,transferred,ku_Accountancy_1819,gender,2,0.34615384615384615,0.25,0.09615384615384615,F
oulad_AAA_2014J,OULAD,transferred,ku_Accountancy_1819,age_band,2,0.3389830508474576,0.2,0.1389830508474576,35-55
oulad_AAA_2014J,OULAD,transferred,ku_Accountancy_1819,highest_education,3,0.36,0.2222222222222222,0.13777777777777778,HE Qualification
oulad_AAA_2014J,OULAD,transferred,ku_Globaleconom_1819,gender,2,0.34615384615384615,0.3333333333333333,0.01282051282051283,F
oulad_AAA_2014J,OULAD,transferred,ku_Globaleconom_1819,age_band,2,0.3559322033898305,0.3333333333333333,0.02259887005649719,35-55
oulad_AAA_2014J,OULAD,transferred,ku_Globaleconom_1819,highest_education,3,0.4166666666666667,0.2,0.21666666666666667,Lower Than A Level
oulad_AAA_2014J,OULAD,transferred,ku_Accountancy_1920,gender,2,0.1,0.057692307692307696,0.04230769230769231,M
oulad_AAA_2014J,OULAD,transferred,ku_Accountancy_1920,age_band,2,0.1111111111111111,0.05084745762711865,0.06026365348399246,0-35
oulad_AAA_2014J,OULAD,transferred,ku_Accountancy_1920,highest_education,3,0.12,0.06666666666666667,0.05333333333333333,A Level or Equivalent
oulad_AAA_2014J,OULAD,transferred,ku_Globaleconom_1920,gender,2,0.35,0.25,0.09999999999999998,M
oulad_AAA_2014J,OULAD,transferred,ku_Globaleconom_1920,age_band,2,0.3389830508474576,0.28888888888888886,0.05009416195856875,35-55
oulad_AAA_2014J,OULAD,transferred,ku_Globaleconom_1920,highest_education,3,0.3333333333333333,0.25925925925925924,0.07407407407407407,HE Qualification
oulad_AAA_2014J,OULAD,transferred,ku_Accountancy_2021,gender,2,0.3076923076923077,0.3,0.0076923076923077205,F
oulad_AAA_2014J,OULAD,transferred,ku_Accountancy_2021,age_band,2,0.3333333333333333,0.3050847457627119,0.02824858757062143,0-35
oulad_AAA_2014J,OULAD,transferred,ku_Accountancy_2021,highest_education,3,0.32,0.25925925925925924,0.06074074074074076,HE Qualification
oulad_AAA_2014J,OULAD,transferred,ku_Globaleconom_2021,gender,2,0.4166666666666667,0.2692307692307692,0.14743589743589747,M
oulad_AAA_2014J,OULAD,transferred,ku_Globaleconom_2021,age_band,2,0.3898305084745763,0.28888888888888886,0.10094161958568743,35-55
oulad_AAA_2014J,OULAD,transferred,ku_Globaleconom_2021,highest_education,3,0.38333333333333336,0.24,0.14333333333333337,Lower Than A Level
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN101_2019,gender,2,0.23333333333333334,0.09615384615384616,0.1371794871794872,M
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN101_2019,age_band,2,0.22033898305084745,0.13333333333333333,0.08700564971751412,35-55
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN101_2019,highest_education,3,0.25,0.0,0.25,Lower Than A Level
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN101_2020,gender,2,0.36666666666666664,0.34615384615384615,0.020512820512820495,M
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN101_2020,age_band,2,0.423728813559322,0.28888888888888886,0.13483992467043315,35-55
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN101_2020,highest_education,3,0.44,0.18518518518518517,0.2548148148148148,HE Qualification
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN101_2021,gender,2,0.36538461538461536,0.35,0.015384615384615385,F
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN101_2021,age_band,2,0.4067796610169492,0.3111111111111111,0.09566854990583806,35-55
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN101_2021,highest_education,3,0.4,0.2962962962962963,0.10370370370370374,HE Qualification
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN102_2018,gender,2,0.36666666666666664,0.36538461538461536,0.0012820512820512775,M
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN102_2018,age_band,2,0.4576271186440678,0.26666666666666666,0.19096045197740114,35-55
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN102_2018,highest_education,3,0.4166666666666667,0.28,0.13666666666666666,Lower Than A Level
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN103_2019,gender,2,0.34615384615384615,0.3,0.046153846153846156,F
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN103_2019,age_band,2,0.4,0.288135593220339,0.11186440677966103,0-35
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN103_2019,highest_education,3,0.4,0.2962962962962963,0.10370370370370374,HE Qualification
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN103_2020,gender,2,0.4,0.34615384615384615,0.05384615384615388,M
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN103_2020,age_band,2,0.423728813559322,0.35555555555555557,0.06817325800376645,35-55
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN103_2020,highest_education,3,0.4666666666666667,0.24,0.22666666666666668,Lower Than A Level
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN211_2019,gender,2,0.25,0.25,0.0,F
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN211_2019,age_band,2,0.3333333333333333,0.22033898305084745,0.11299435028248586,0-35
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN211_2019,highest_education,3,0.32,0.2222222222222222,0.0977777777777778,HE Qualification
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN211_2021,gender,2,0.36666666666666664,0.3076923076923077,0.05897435897435893,M
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN211_2021,age_band,2,0.423728813559322,0.28888888888888886,0.13483992467043315,35-55
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN211_2021,highest_education,3,0.36666666666666664,0.25925925925925924,0.1074074074074074,HE Qualification
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN212_2018,gender,2,0.4,0.28846153846153844,0.11153846153846159,M
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN212_2018,age_band,2,0.3898305084745763,0.3333333333333333,0.05649717514124297,35-55
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN212_2018,highest_education,3,0.4074074074074074,0.2,0.20740740740740737,Lower Than A Level
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN212_2019,gender,2,0.45,0.36538461538461536,0.08461538461538465,M
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN212_2019,age_band,2,0.4745762711864407,0.35555555555555557,0.11902071563088512,35-55
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN212_2019,highest_education,3,0.43333333333333335,0.36,0.07333333333333336,Lower Than A Level
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN2IP_2018,gender,2,0.36666666666666664,0.34615384615384615,0.020512820512820495,M
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN2IP_2018,age_band,2,0.4915254237288136,0.2222222222222222,0.26930320150659137,35-55
oulad_AAA_2014J,OULAD,transferred,ukzn_ISTN2IP_2018,highest_education,3,0.38333333333333336,0.28,0.10333333333333333,Lower Than A Level
