covariate,spearman_vs_self_tau_shap,spearman_vs_cross_tau
margin,0.10756679317637009,0.1483229827361808
p_risk,-0.07615770539755166,-0.11062447971157242
active_weeks,-0.12846003942181014,-0.49015207142761913
weeks_since_active,0.09254752703200833,0.15245680452842597
cum_clicks,-0.06812829816284957,-0.397084534081726
