metric,students,mean,sd,p10,median
self_tau_shap,11875,0.8518664661654136,0.10102996510919597,0.7142857142857143,0.8666666666666668
self_tau_occlusion,11875,0.8114999498746868,0.15609482647752987,0.6,0.8476190476190476
cross_tau,11875,0.3462536340852131,0.3118503575411526,-0.10476190476190476,0.39047619047619053
cross_jaccard_top3,11875,0.5171873684210526,0.23342541160145572,0.2,0.5
