group,students,cohorts,spearman_pooled,spearman_pooled_ci_low,spearman_pooled_ci_high,spearman_pooled_n_boot,spearman_within_cohort_mean,spearman_within_cohort_mean_ci_low,spearman_within_cohort_mean_ci_high,spearman_within_cohort_mean_n_boot
KU Leuven,1314,6,0.38099266102858387,0.2686265676749859,0.4927592732597747,1000,0.3616681965732708,0.2381206044465813,0.4477839950739826,1000
OULAD,6829,19,0.3277464421636585,0.2198199553092943,0.4307716004791767,1000,0.38069835788699613,0.2974013222802369,0.4584405680039239,1000
Oviedo,1216,20,0.47554316790046675,0.3269082286046314,0.5778442946360465,1000,0.33967694197251247,0.21424602782888053,0.45848910216443844,1000
UKZN,2421,16,0.5351508840191075,0.38134361821244805,0.6162650924095825,1000,0.46006814948066915,0.34630546560971215,0.5597116935419685,1000
Zambia,40,2,0.5294838014873232,0.014500354208769412,0.5294838014873232,1000,0.18773143618824262,0.014500354208769413,0.3609625181677158,1000
ALL,11820,63,0.4815988993412496,0.4161039200911855,0.5447671741256639,1000,0.37989476321920623,0.32259786850835015,0.43161974052942426,1000
