cohort_id,institution,representation,seed,n_students,floor_tau,floor_jaccard,ceiling_tau,ceiling_jaccard,ceiling_full_tau,ceiling_full_jaccard
ukzn_ISTN3SA_2019,UKZN,raw,2,195,0.4285714285714286,1.0,-0.23809523809523814,0.2,0.23809523809523814,0.5
ukzn_ISTN3SA_2019,UKZN,raw,3,195,0.8095238095238096,1.0,-0.14285714285714288,0.2,0.23809523809523814,0.5
ukzn_ISTN3SA_2019,UKZN,raw,4,195,0.8095238095238096,1.0,0.4285714285714286,0.5,-0.33333333333333337,0.5
zambia_ICT1110_2020,Zambia,raw,0,65,0.14285714285714288,0.2,-0.33333333333333337,0.2,-0.23809523809523814,0.2
zambia_ICT1110_2020,Zambia,raw,1,65,0.4285714285714286,0.5,-0.33333333333333337,0.2,0.23809523809523814,0.5
zambia_ICT1110_2020,Zambia,raw,2,65,0.9047619047619049,1.0,0.33333333333333337,0.5,-0.14285714285714288,0.2
zambia_ICT1110_2020,Zambia,raw,3,65,0.4285714285714286,1.0,0.23809523809523814,0.5,-0.04761904761904762,0.5
zambia_ICT1110_2020,Zambia,raw,4,65,0.9047619047619049,1.0,-0.5238095238095238,0.0,-0.4285714285714286,0.2
zambia_ICT1110_2021,Zambia,raw,0,52,0.7142857142857143,1.0,0.04761904761904762,0.5,0.14285714285714288,0.2
zambia_ICT1110_2021,Zambia,raw,1,52,0.5238095238095238,0.5,0.5238095238095238,0.5,-0.14285714285714288,0.2
zambia_ICT1110_2021,Zambia,raw,2,52,0.7142857142857143,0.5,0.33333333333333337,0.5,-0.14285714285714288,0.2
zambia_ICT1110_2021,Zambia,raw,3,52,0.5238095238095238,0.5,-0.33333333333333337,0.2,-0.14285714285714288,0.2
zambia_ICT1110_2021,Zambia,raw,4,52,0.9047619047619049,1.0,0.04761904761904762,0.5,-0.04761904761904762,0.2
oviedo_C1112_1415,Oviedo,raw,0,199,0.5238095238095238,1.0,0.5238095238095238,0.5,0.23809523809523814,0.5
oviedo_C1112_1415,Oviedo,raw,1,199,0.6190476190476191,1.0,-0.5238095238095238,0.0,0.23809523809523814,0.2
oviedo_C1112_1415,Oviedo,raw,2,199,0.5238095238095238,0.5,0.04761904761904762,0.2,0.4285714285714286,0.5
oviedo_C1112_1415,Oviedo,raw,3,199,0.7142857142857143,1.0,0.33333333333333337,0.5,0.9047619047619049,1.0
oviedo_C1112_1415,Oviedo,raw,4,199,1.0,1.0,-0.04761904761904762,0.2,0.33333333333333337,0.2
oviedo_C1127_1415,Oviedo,raw,0,106,0.4285714285714286,0.5,0.23809523809523814,0.5,0.04761904761904762,0.2
oviedo_C1127_1415,Oviedo,raw,1,106,0.8095238095238096,1.0,0.14285714285714288,0.5,-0.04761904761904762,0.2
oviedo_C1127_1415,Oviedo,raw,2,106,0.8095238095238096,0.5,-0.14285714285714288,0.2,0.23809523809523814,0.2
oviedo_C1127_1415,Oviedo,raw,3,106,0.8095238095238096,1.0,0.9047619047619049,1.0,0.5238095238095238,1.0
oviedo_C1127_1415,Oviedo,raw,4,106,0.14285714285714288,0.2,-0.14285714285714288,0.2,0.33333333333333337,0.5
oviedo_C1200_1415,Oviedo,raw,0,107,0.7142857142857143,0.5,-0.23809523809523814,0.0,0.23809523809523814,0.2
oviedo_C1200_1415,Oviedo,raw,1,107,0.7142857142857143,0.5,0.33333333333333337,0.5,0.5238095238095238,0.5
oviedo_C1200_1415,Oviedo,raw,2,107,0.4285714285714286,1.0,-0.14285714285714288,0.2,0.04761904761904762,0.2
oviedo_C1200_1415,Oviedo,raw,3,107,0.4285714285714286,0.2,-0.6190476190476191,0.2,0.7142857142857143,1.0
oviedo_C1200_1415,Oviedo,raw,4,107,0.7142857142857143,0.5,0.14285714285714288,0.5,0.5238095238095238,0.5
oviedo_C1303_1415,Oviedo,raw,0,112,0.9047619047619049,1.0,-0.23809523809523814,0.2,0.04761904761904762,0.2
oviedo_C1303_1415,Oviedo,raw,1,112,0.04761904761904762,0.2,-0.23809523809523814,0.0,0.6190476190476191,0.5
oviedo_C1303_1415,Oviedo,raw,2,112,1.0,1.0,-0.33333333333333337,0.5,0.04761904761904762,0.5
oviedo_C1303_1415,Oviedo,raw,3,112,0.8095238095238096,1.0,-0.7142857142857143,0.0,0.33333333333333337,0.5
oviedo_C1303_1415,Oviedo,raw,4,112,0.9047619047619049,1.0,-0.23809523809523814,0.2,0.6190476190476191,0.5
oviedo_C174_1415,Oviedo,raw,0,96,0.7142857142857143,1.0,-0.04761904761904762,0.2,0.23809523809523814,0.5
oviedo_C174_1415,Oviedo,raw,1,96,0.4285714285714286,0.5,0.14285714285714288,0.2,0.14285714285714288,0.2
oviedo_C174_1415,Oviedo,raw,2,96,0.9047619047619049,1.0,0.23809523809523814,0.5,-0.14285714285714288,0.2
oviedo_C174_1415,Oviedo,raw,3,96,0.33333333333333337,0.5,0.33333333333333337,0.5,0.04761904761904762,0.2
oviedo_C174_1415,Oviedo,raw,4,96,0.5238095238095238,0.5,-0.04761904761904762,0.2,0.14285714285714288,0.2
oviedo_C190_1415,Oviedo,raw,0,112,0.6190476190476191,1.0,0.23809523809523814,0.5,-0.23809523809523814,0.2
oviedo_C190_1415,Oviedo,raw,1,112,0.6190476190476191,1.0,-0.4285714285714286,0.0,0.4285714285714286,0.5
oviedo_C190_1415,Oviedo,raw,2,112,0.7142857142857143,0.5,0.23809523809523814,0.5,-0.04761904761904762,0.2
oviedo_C190_1415,Oviedo,raw,3,112,0.7142857142857143,1.0,-0.33333333333333337,0.2,0.23809523809523814,0.2
oviedo_C190_1415,Oviedo,raw,4,112,0.9047619047619049,1.0,-0.23809523809523814,0.2,0.23809523809523814,0.5
oviedo_C1978_1415,Oviedo,raw,0,164,0.4285714285714286,0.5,0.14285714285714288,0.2,-0.14285714285714288,0.5
oviedo_C1978_1415,Oviedo,raw,1,164,0.8095238095238096,1.0,0.4285714285714286,0.5,0.33333333333333337,0.5
oviedo_C1978_1415,Oviedo,raw,2,164,0.9047619047619049,0.5,0.33333333333333337,0.5,-0.04761904761904762,0.5
oviedo_C1978_1415,Oviedo,raw,3,164,0.5238095238095238,1.0,0.04761904761904762,0.2,0.6190476190476191,1.0
oviedo_C1978_1415,Oviedo,raw,4,164,0.7142857142857143,1.0,0.4285714285714286,0.2,0.23809523809523814,0.2
oviedo_C2011_1415,Oviedo,raw,0,120,0.33333333333333337,0.2,-0.33333333333333337,0.2,0.4285714285714286,0.5
oviedo_C2011_1415,Oviedo,raw,1,120,0.4285714285714286,0.2,0.14285714285714288,0.5,0.33333333333333337,0.5
oviedo_C2011_1415,Oviedo,raw,2,120,0.7142857142857143,0.5,0.33333333333333337,0.5,0.14285714285714288,0.2
oviedo_C2011_1415,Oviedo,raw,3,120,0.5238095238095238,0.5,0.04761904761904762,0.5,0.7142857142857143,1.0
oviedo_C2011_1415,Oviedo,raw,4,120,0.4285714285714286,0.5,-0.04761904761904762,0.5,-0.04761904761904762,0.2
oviedo_C2024_1415,Oviedo,raw,0,327,0.6190476190476191,0.5,-0.14285714285714288,0.2,0.6190476190476191,1.0
oviedo_C2024_1415,Oviedo,raw,1,327,0.6190476190476191,0.5,-0.04761904761904762,0.2,0.33333333333333337,0.2
oviedo_C2024_1415,Oviedo,raw,2,327,0.8095238095238096,0.5,0.23809523809523814,0.5,0.14285714285714288,0.2
oviedo_C2024_1415,Oviedo,raw,3,327,0.33333333333333337,0.2,0.14285714285714288,0.2,-0.6190476190476191,0.0
oviedo_C2024_1415,Oviedo,raw,4,327,0.8095238095238096,1.0,0.04761904761904762,0.2,0.04761904761904762,0.5
oviedo_C2150_1415,Oviedo,raw,0,106,0.6190476190476191,0.5,0.14285714285714288,0.5,0.14285714285714288,0.5
oviedo_C2150_1415,Oviedo,raw,1,106,0.7142857142857143,1.0,0.6190476190476191,0.2,0.33333333333333337,0.2
oviedo_C2150_1415,Oviedo,raw,2,106,0.23809523809523814,0.5,0.23809523809523814,0.5,0.5238095238095238,0.5
oviedo_C2150_1415,Oviedo,raw,3,106,0.7142857142857143,1.0,0.23809523809523814,0.5,0.4285714285714286,0.5
oviedo_C2150_1415,Oviedo,raw,4,106,1.0,1.0,0.23809523809523814,0.5,0.14285714285714288,0.5
oviedo_C2271_1415,Oviedo,raw,0,596,0.8095238095238096,0.5,0.04761904761904762,0.5,0.9047619047619049,1.0
oviedo_C2271_1415,Oviedo,raw,1,596,0.8095238095238096,0.5,0.23809523809523814,0.5,0.7142857142857143,0.5
oviedo_C2271_1415,Oviedo,raw,2,596,0.7142857142857143,1.0,0.23809523809523814,0.5,0.7142857142857143,0.5
oviedo_C2271_1415,Oviedo,raw,3,596,0.7142857142857143,1.0,0.4285714285714286,0.5,0.7142857142857143,1.0
oviedo_C2271_1415,Oviedo,raw,4,596,1.0,1.0,-0.23809523809523814,0.2,0.7142857142857143,1.0
oviedo_C2335_1415,Oviedo,raw,0,428,0.6190476190476191,1.0,0.23809523809523814,0.2,0.23809523809523814,0.5
oviedo_C2335_1415,Oviedo,raw,1,428,0.8095238095238096,1.0,-0.23809523809523814,0.2,0.7142857142857143,0.5
oviedo_C2335_1415,Oviedo,raw,2,428,0.33333333333333337,0.5,-0.5238095238095238,0.0,0.4285714285714286,0.2
oviedo_C2335_1415,Oviedo,raw,3,428,0.8095238095238096,0.5,0.14285714285714288,0.5,0.14285714285714288,0.5
oviedo_C2335_1415,Oviedo,raw,4,428,-0.23809523809523814,0.2,0.5238095238095238,0.5,0.6190476190476191,1.0
oviedo_C2406_1415,Oviedo,raw,0,133,0.7142857142857143,0.5,0.4285714285714286,0.5,0.5238095238095238,0.5
oviedo_C2406_1415,Oviedo,raw,1,133,0.8095238095238096,1.0,0.23809523809523814,0.2,0.7142857142857143,0.5
oviedo_C2406_1415,Oviedo,raw,2,133,1.0,1.0,-0.14285714285714288,0.2,0.4285714285714286,0.5
oviedo_C2406_1415,Oviedo,raw,3,133,0.8095238095238096,0.5,0.6190476190476191,1.0,0.4285714285714286,0.5
oviedo_C2406_1415,Oviedo,raw,4,133,0.5238095238095238,0.5,0.23809523809523814,0.2,0.5238095238095238,1.0
oviedo_C2468_1415,Oviedo,raw,0,82,0.33333333333333337,0.5,-0.04761904761904762,0.2,0.23809523809523814,0.5
oviedo_C2468_1415,Oviedo,raw,1,82,0.8095238095238096,1.0,0.04761904761904762,0.2,0.4285714285714286,0.5
oviedo_C2468_1415,Oviedo,raw,2,82,0.5238095238095238,0.5,0.4285714285714286,0.5,0.7142857142857143,1.0
oviedo_C2468_1415,Oviedo,raw,3,82,0.9047619047619049,1.0,0.23809523809523814,0.5,0.5238095238095238,1.0
oviedo_C2468_1415,Oviedo,raw,4,82,0.5238095238095238,1.0,-0.5238095238095238,0.2,0.14285714285714288,0.2
oviedo_C2607_1415,Oviedo,raw,0,277,0.5238095238095238,0.5,0.04761904761904762,0.2,-0.23809523809523814,0.2
oviedo_C2607_1415,Oviedo,raw,1,277,0.9047619047619049,1.0,-0.4285714285714286,0.2,0.23809523809523814,0.2
oviedo_C2607_1415,Oviedo,raw,2,277,0.5238095238095238,1.0,-0.23809523809523814,0.2,0.04761904761904762,0.2
oviedo_C2607_1415,Oviedo,raw,3,277,0.33333333333333337,0.5,-0.04761904761904762,0.0,0.4285714285714286,0.2
oviedo_C2607_1415,Oviedo,raw,4,277,1.0,1.0,0.04761904761904762,0.2,0.6190476190476191,0.5
oviedo_C3022_1415,Oviedo,raw,0,238,0.6190476190476191,1.0,0.14285714285714288,0.2,0.5238095238095238,0.5
oviedo_C3022_1415,Oviedo,raw,1,238,0.6190476190476191,0.5,0.5238095238095238,0.2,0.5238095238095238,0.5
oviedo_C3022_1415,Oviedo,raw,2,238,0.7142857142857143,1.0,0.33333333333333337,0.5,0.33333333333333337,0.2
oviedo_C3022_1415,Oviedo,raw,3,238,0.8095238095238096,0.5,0.23809523809523814,0.2,0.6190476190476191,1.0
oviedo_C3022_1415,Oviedo,raw,4,238,0.14285714285714288,0.5,-0.33333333333333337,0.2,-0.04761904761904762,0.5
oviedo_C3029_1415,Oviedo,raw,0,231,-0.04761904761904762,0.2,-0.23809523809523814,0.2,0.33333333333333337,0.2
oviedo_C3029_1415,Oviedo,raw,1,231,1.0,1.0,0.7142857142857143,1.0,0.04761904761904762,0.2
oviedo_C3029_1415,Oviedo,raw,2,231,0.9047619047619049,1.0,0.14285714285714288,0.2,-0.04761904761904762,0.5
oviedo_C3029_1415,Oviedo,raw,3,231,0.8095238095238096,0.5,-0.14285714285714288,0.2,0.04761904761904762,0.2
oviedo_C3029_1415,Oviedo,raw,4,231,0.4285714285714286,0.5,-0.4285714285714286,0.2,-0.33333333333333337,0.2
oviedo_C4189_1415,Oviedo,raw,0,128,0.4285714285714286,0.5,-0.04761904761904762,0.2,-0.33333333333333337,0.2
oviedo_C4189_1415,Oviedo,raw,1,128,0.6190476190476191,1.0,0.33333333333333337,0.5,0.33333333333333337,0.2
oviedo_C4189_1415,Oviedo,raw,2,128,-0.04761904761904762,0.2,0.04761904761904762,0.2,0.4285714285714286,0.5
oviedo_C4189_1415,Oviedo,raw,3,128,0.14285714285714288,0.2,0.23809523809523814,0.5,0.7142857142857143,0.5
oviedo_C4189_1415,Oviedo,raw,4,128,1.0,1.0,0.6190476190476191,1.0,0.5238095238095238,1.0
oviedo_C4213_1415,Oviedo,raw,0,140,0.5238095238095238,0.5,0.14285714285714288,0.2,0.23809523809523814,0.2
oviedo_C4213_1415,Oviedo,raw,1,140,0.33333333333333337,0.5,-0.4285714285714286,0.2,0.04761904761904762,0.5
oviedo_C4213_1415,Oviedo,raw,2,140,0.6190476190476191,1.0,-0.23809523809523814,0.2,0.04761904761904762,0.5
oviedo_C4213_1415,Oviedo,raw,3,140,0.7142857142857143,0.5,-0.23809523809523814,0.2,-0.33333333333333337,0.2
oviedo_C4213_1415,Oviedo,raw,4,140,0.8095238095238096,1.0,-0.33333333333333337,0.2,0.14285714285714288,0.5
oviedo_C836_1415,Oviedo,raw,0,87,0.7142857142857143,0.5,-0.4285714285714286,0.2,-0.5238095238095238,0.0
oviedo_C836_1415,Oviedo,raw,1,87,0.5238095238095238,0.5,0.14285714285714288,0.2,0.5238095238095238,0.5
oviedo_C836_1415,Oviedo,raw,2,87,0.14285714285714288,0.5,-0.23809523809523814,0.2,-0.23809523809523814,0.0
oviedo_C836_1415,Oviedo,raw,3,87,-0.14285714285714288,0.2,0.5238095238095238,0.5,0.23809523809523814,0.2
oviedo_C836_1415,Oviedo,raw,4,87,0.6190476190476191,0.5,0.04761904761904762,0.2,0.23809523809523814,0.2
