metric,students,mean,sd,p10,median
self_tau_shap,11875,0.7916519298245616,0.1282169144486245,0.6190476190476191,0.8095238095238096
self_tau_occlusion,11875,0.7038516290726817,0.19172665801726657,0.44761904761904764,0.7333333333333334
self_jaccard_shap,11875,0.8251250526315789,0.16763247768337328,0.6,0.8
cross_tau,11875,0.34543398496240607,0.2972581468930068,-0.08571428571428572,0.39047619047619053
cross_jaccard_top3,11875,0.5031848421052632,0.20321948672234583,0.25999999999999995,0.5
self_taub_shap,11875,0.7916244788141064,0.12833364102591632,0.6190476190476191,0.8095238095238096
self_jaccard_occlusion,11875,0.7084732631578946,0.18280555977580748,0.48,0.7
self_taub_occlusion,11837,0.6792816008176465,0.1991454563678474,0.4027967389828187,0.7142857142857144
self_tau_lime,11875,0.5777796491228071,0.18184882177417744,0.3333333333333333,0.6
self_jaccard_lime,11875,0.6600429473684211,0.1740510201919261,0.44000000000000006,0.65
self_taub_lime,11875,0.5781552383886335,0.18172388710256276,0.3333333333333333,0.6
self_tau_kernelshap_prob,11875,0.7810702756892232,0.13142266095944222,0.6,0.8095238095238095
self_jaccard_kernelshap_prob,11875,0.8151242105263158,0.16863966721400098,0.6,0.8
self_taub_kernelshap_prob,11875,0.781043318839948,0.13153902220447258,0.6,0.8095238095238095
cross_tau_shap__occlusion,11875,0.34543398496240607,0.2972581468930068,-0.08571428571428572,0.39047619047619053
cross_jaccard_top3_shap__occlusion,11875,0.5031848421052632,0.20321948672234583,0.25999999999999995,0.5
cross_taub_shap__occlusion,11837,0.35684325618314733,0.2919134877832907,-0.05761323955420876,0.3963989198469928
cross_tau_shap__lime,11875,0.4011572932330828,0.23232577067814694,0.08571428571428572,0.40952380952380957
cross_jaccard_top3_shap__lime,11875,0.5118905263157895,0.18975748857588146,0.26,0.5
cross_taub_shap__lime,11875,0.40185058317601524,0.23281864378546926,0.08571428571428572,0.41904761904761906
cross_tau_shap__kernelshap_prob,11875,0.7910472180451129,0.1475394608256657,0.6,0.8285714285714286
cross_jaccard_top3_shap__kernelshap_prob,11875,0.8113583157894738,0.17794609596093297,0.5,0.9
cross_taub_shap__kernelshap_prob,11875,0.7910052731829575,0.1475234790072687,0.6,0.8285714285714286
cross_tau_occlusion__lime,11875,0.12713944862155388,0.2876898088832116,-0.2571428571428572,0.12380952380952384
cross_jaccard_top3_occlusion__lime,11875,0.37475031578947365,0.16229456629683936,0.2,0.38
cross_taub_occlusion__lime,11837,0.14077002795718047,0.2805600554132506,-0.23484149411040003,0.14285714285714288
cross_tau_occlusion__kernelshap_prob,11875,0.36099769423558903,0.26280943615163976,-0.009523809523809523,0.4095238095238095
cross_jaccard_top3_occlusion__kernelshap_prob,11875,0.5043082105263158,0.18724323656769673,0.26,0.5
cross_taub_occlusion__kernelshap_prob,11837,0.37148790559747497,0.2593267710108556,0.01126872339638022,0.3998620360031876
cross_tau_lime__kernelshap_prob,11875,0.3947813533834587,0.2414264495335953,0.06666666666666668,0.40952380952380957
cross_jaccard_top3_lime__kernelshap_prob,11875,0.5177768421052632,0.19724712046366932,0.26,0.5
cross_taub_lime__kernelshap_prob,11875,0.39548518780053665,0.24194841304050071,0.06666666666666668,0.40952380952380957
lime_seed_tau,11875,0.8480441102756894,0.14782867555656712,0.6190476190476191,0.9047619047619049
