run,students,cohorts,c_star,no_gate_coverage,no_gate_mean_cross_tau,no_gate_lift,no_gate_lift_ci_low,no_gate_lift_ci_high,no_gate_efficiency,global_coverage,global_mean_cross_tau,global_lift,global_lift_ci_low,global_lift_ci_high,global_efficiency,cohort_calibrated_coverage,cohort_calibrated_mean_cross_tau,cohort_calibrated_lift,cohort_calibrated_lift_ci_low,cohort_calibrated_lift_ci_high,cohort_calibrated_efficiency,oracle_coverage,oracle_mean_cross_tau,oracle_lift,oracle_lift_ci_low,oracle_lift_ci_high,oracle_efficiency,calibrated_minus_global_coverage,calibrated_minus_global_mean_cross_tau,calibrated_minus_global_lift,calibrated_minus_global_lift_ci_low,calibrated_minus_global_lift_ci_high,calibrated_minus_global_efficiency,spread_coverage_no_gate,spread_mean_cross_tau_no_gate,spread_coverage_global,spread_mean_cross_tau_global,spread_coverage_cohort_calibrated,spread_mean_cross_tau_cohort_calibrated,spread_coverage_oracle,spread_mean_cross_tau_oracle,spread_coverage_no_gate_no_zambia,spread_mean_cross_tau_no_gate_no_zambia,spread_coverage_global_no_zambia,spread_mean_cross_tau_global_no_zambia,spread_coverage_cohort_calibrated_no_zambia,spread_mean_cross_tau_cohort_calibrated_no_zambia,spread_coverage_oracle_no_zambia,spread_mean_cross_tau_oracle_no_zambia,spearman_within_cohort_mean
f33_background,11875,63,0.5555368421052631,1.0,0.3460178446115288,0.0,0.0,0.0,,0.5555368421052631,0.40985585078354525,0.06383800617201646,0.04414110064835905,0.0841540230895824,0.3693792348527696,0.5584,0.4188020193750853,0.07278417476355653,0.060881645541637296,0.08490403838289565,0.42114352242000097,0.5584,0.5188429526538408,0.17282510804231205,0.16313135257125325,0.18315542531767035,1.0,0.0028631578947369007,0.008946168591540071,0.008946168591540071,-0.01132384147542178,0.03273464328558771,0.05176428756723139,0.0,0.3446124209696967,0.4407160638453653,0.3284699105224639,0.017670962073509933,0.28655570522788154,0.017670962073509933,0.22738232046088747,0.0,0.3446124209696967,0.14709772431624513,0.2893192634562495,0.005220135952345495,0.28655570522788154,0.005220135952345495,0.22738232046088747,0.4010428655046494
