estimator,shap,occlusion,lime,kernelshap_prob
shap,0.8249367481383338,0.5242270629062171,0.6442593905956474,0.8648348916139815
occlusion,0.5242270629062171,0.7867360992675436,0.36334781795376925,0.5420974785810421
lime,0.6442593905956474,0.36334781795376925,0.6619218533159448,0.637011965557385
kernelshap_prob,0.8648348916139815,0.5420974785810421,0.637011965557385,0.8331834177560069
