metric,est_a,est_b,kind,tau_mean,tau_ci_low,tau_ci_high,jaccard_top3_mean,n_students
tau_strict,shap,shap,self,0.8246512280701757,0.8057594838361295,0.8415881150668094,0.8507326315789474,11875
tau_strict,occlusion,occlusion,self,0.7923528822055138,0.7636329189745489,0.8215565277521188,0.8066955789473685,11875
tau_strict,lime,lime,self,0.6613774436090227,0.6344758199206424,0.6866453296774613,0.7180193684210527,11875
tau_strict,kernelshap_prob,kernelshap_prob,self,0.8329070676691732,0.8144395522030347,0.8497802813704312,0.8594804210526316,11875
tau_strict,shap,occlusion,cross,0.5114393984962408,0.46440710827025183,0.5633571981942088,0.6558618947368421,11875
tau_strict,shap,lime,cross,0.6436435087719298,0.608104114978085,0.6741618029017538,0.6960791578947368,11875
tau_strict,shap,kernelshap_prob,cross,0.8648332832080202,0.8456210181597428,0.8821178090624765,0.8757978947368421,11875
tau_strict,occlusion,lime,cross,0.3534315789473685,0.3040045151086956,0.4002001138674011,0.5456134736842105,11875
tau_strict,occlusion,kernelshap_prob,cross,0.5283360401002506,0.4858717684828185,0.5728934936170248,0.6678501052631579,11875
tau_strict,lime,kernelshap_prob,cross,0.6364094235588973,0.6040397004530217,0.6648110130174607,0.6928724210526316,11875
tau_b,shap,shap,self,0.8249367481383338,0.8060063625429545,0.8418920567008815,,11875
tau_b,occlusion,occlusion,self,0.7867360992675436,0.7582672701598991,0.8153289927743145,,11837
tau_b,lime,lime,self,0.6619218533159448,0.635398368870706,0.6865890225242087,,11875
tau_b,kernelshap_prob,kernelshap_prob,self,0.8331834177560069,0.8147438034934181,0.8498196914925902,,11875
tau_b,shap,occlusion,cross,0.5242270629062171,0.4759225610089183,0.5749784145851328,,11837
tau_b,shap,lime,cross,0.6442593905956474,0.6090936773503767,0.6745021182652824,,11875
tau_b,shap,kernelshap_prob,cross,0.8648348916139815,0.8456149385295348,0.882117019360689,,11875
tau_b,occlusion,lime,cross,0.36334781795376925,0.31381979372745017,0.40907028262833556,,11837
tau_b,occlusion,kernelshap_prob,cross,0.5420974785810421,0.4995261262342211,0.5883789248202342,,11837
tau_b,lime,kernelshap_prob,cross,0.637011965557385,0.6044680761990614,0.6650861145857244,,11875
