institution,metric,est_a,est_b,kind,tau_mean,tau_ci_low,tau_ci_high,jaccard_top3_mean,n_students
OULAD,tau_strict,shap,shap,self,0.850132139544938,0.8222536815399951,0.8690829647105177,0.8671840679455264,6829
OULAD,tau_strict,occlusion,occlusion,self,0.7475918526731239,0.7045978037956767,0.7887690191886682,0.7773846829696881,6829
OULAD,tau_strict,lime,lime,self,0.6921057953127071,0.6649310748516823,0.7226190547320925,0.748090496412359,6829
OULAD,tau_strict,kernelshap_prob,kernelshap_prob,self,0.8576574691964941,0.8320959708511375,0.8768376811905197,0.8750929857958706,6829
OULAD,tau_strict,shap,occlusion,cross,0.4650991220913611,0.38724752104327675,0.5408047924327666,0.617457900131791,6829
OULAD,tau_strict,shap,lime,cross,0.7027355326374217,0.6725795129920973,0.7270228163698482,0.7548337970420267,6829
OULAD,tau_strict,shap,kernelshap_prob,cross,0.870493483672573,0.8485271822866914,0.8893306898893704,0.878875384390101,6829
OULAD,tau_strict,occlusion,lime,cross,0.3716321848698478,0.2961808449570709,0.4463127719168242,0.567488651339874,6829
OULAD,tau_strict,occlusion,kernelshap_prob,cross,0.4931057325551395,0.42673004040378437,0.5623541449233466,0.6338351149509445,6829
OULAD,tau_strict,lime,kernelshap_prob,cross,0.6934557803206215,0.6611329243680455,0.7167194272792025,0.7520281153902475,6829
OULAD,tau_b,shap,shap,self,0.850132139544938,0.8222536815399951,0.8690829647105177,,6829
OULAD,tau_b,occlusion,occlusion,self,0.7467218135553007,0.7049218837149528,0.7877422949024135,,6829
OULAD,tau_b,lime,lime,self,0.6921057953127071,0.6649310748516823,0.7226190547320925,,6829
OULAD,tau_b,kernelshap_prob,kernelshap_prob,self,0.8576574691964941,0.8320959708511375,0.8768376811905197,,6829
OULAD,tau_b,shap,occlusion,cross,0.4727635014402656,0.3960275943607442,0.5487227799767996,,6829
OULAD,tau_b,shap,lime,cross,0.7027355326374217,0.6725795129920973,0.7270228163698482,,6829
OULAD,tau_b,shap,kernelshap_prob,cross,0.870493483672573,0.8485271822866914,0.8893306898893704,,6829
OULAD,tau_b,occlusion,lime,cross,0.37695695180755034,0.3027497197046967,0.4525054661469897,,6829
OULAD,tau_b,occlusion,kernelshap_prob,cross,0.4984173160484388,0.43230382597230266,0.567607262429946,,6829
OULAD,tau_b,lime,kernelshap_prob,cross,0.6934557803206215,0.6611329243680455,0.7167194272792025,,6829
KU Leuven,tau_strict,shap,shap,self,0.7764296586214396,0.7350533062873437,0.8134696141351716,0.8308675799086758,1314
KU Leuven,tau_strict,occlusion,occlusion,self,0.8769732550554469,0.8380115680414828,0.9173392540306481,0.8426331811263318,1314
KU Leuven,tau_strict,lime,lime,self,0.5706168007537872,0.5044812030075189,0.6592191378921238,0.6420015220700152,1314
KU Leuven,tau_strict,kernelshap_prob,kernelshap_prob,self,0.8010582010582011,0.7774485281606263,0.8341542048608972,0.8501293759512939,1314
KU Leuven,tau_strict,shap,occlusion,cross,0.5954337899543379,0.5034496626288453,0.6982080388377241,0.7351445966514459,1314
KU Leuven,tau_strict,shap,lime,cross,0.5275059795607742,0.36259767064720627,0.6430195931147045,0.5582800608828006,1314
KU Leuven,tau_strict,shap,kernelshap_prob,cross,0.9099369428136551,0.8834891592104823,0.928639740847896,0.9131050228310502,1314
KU Leuven,tau_strict,occlusion,lime,cross,0.31153149235341016,0.16709686990060824,0.4603983722424503,0.4810197869101978,1314
KU Leuven,tau_strict,occlusion,kernelshap_prob,cross,0.6058853373921868,0.5122740506422283,0.7054756497602827,0.7435768645357687,1314
KU Leuven,tau_strict,lime,kernelshap_prob,cross,0.5155468580126116,0.36263231608432855,0.6341085271317829,0.5543987823439879,1314
KU Leuven,tau_b,shap,shap,self,0.7794709676053659,0.7352075236473893,0.8202575645484915,,1314
KU Leuven,tau_b,occlusion,occlusion,self,0.8601689013602799,0.8237641312643342,0.8974748955659343,,1314
KU Leuven,tau_b,lime,lime,self,0.5759454890904835,0.5067511682935264,0.6599366575167253,,1314
KU Leuven,tau_b,kernelshap_prob,kernelshap_prob,self,0.8040139534239288,0.7794583119101819,0.8364279183525674,,1314
KU Leuven,tau_b,shap,occlusion,cross,0.6377467709846227,0.5400638074069094,0.7412073255862919,,1314
KU Leuven,tau_b,shap,lime,cross,0.5311620781883954,0.37852473319326435,0.6429185506407731,,1314
KU Leuven,tau_b,shap,kernelshap_prob,cross,0.9099551024221427,0.8835059514170638,0.928577969718584,,1314
KU Leuven,tau_b,occlusion,lime,cross,0.3517742945530485,0.20988305863698023,0.49685975363469465,,1314
KU Leuven,tau_b,occlusion,kernelshap_prob,cross,0.6542503230239453,0.5563633940240429,0.754500882937652,,1314
KU Leuven,tau_b,lime,kernelshap_prob,cross,0.5190886025905854,0.37900562071415583,0.633713622708118,,1314
UKZN,tau_strict,shap,shap,self,0.7977616490627644,0.7624893437828354,0.8303911109516672,0.8387856257744732,2421
UKZN,tau_strict,occlusion,occlusion,self,0.8335516610609548,0.7921336525439949,0.8735312406606398,0.84,2421
UKZN,tau_strict,lime,lime,self,0.6318955173973763,0.5689012949073101,0.6942508720787409,0.6890375877736472,2421
UKZN,tau_strict,kernelshap_prob,kernelshap_prob,self,0.796691646505773,0.7611666925070212,0.8353652854245147,0.8409045848822799,2421
UKZN,tau_strict,shap,occlusion,cross,0.5891504887787417,0.5506387312714631,0.6257425800963139,0.7226022304832714,2421
UKZN,tau_strict,shap,lime,cross,0.5850829055290022,0.5137334178905835,0.6485847489937897,0.6437339942172656,2421
UKZN,tau_strict,shap,kernelshap_prob,cross,0.7949292893530813,0.7364117948860212,0.8369617340736022,0.8201734820322181,2421
UKZN,tau_strict,occlusion,lime,cross,0.36057119254145276,0.2752755265228589,0.43935117706359444,0.5519454770755886,2421
UKZN,tau_strict,occlusion,kernelshap_prob,cross,0.5751067052182295,0.5319214266146155,0.6112924929277587,0.7193143329202809,2421
UKZN,tau_strict,lime,kernelshap_prob,cross,0.5865541590448654,0.5355716527622514,0.6376004598028023,0.6433126807104502,2421
UKZN,tau_b,shap,shap,self,0.7977616490627644,0.7624893437828354,0.8303911109516672,,2421
UKZN,tau_b,occlusion,occlusion,self,0.827703985225972,0.7866265045032207,0.8656711621786488,,2421
UKZN,tau_b,lime,lime,self,0.6318955173973763,0.5689012949073101,0.6942508720787409,,2421
UKZN,tau_b,kernelshap_prob,kernelshap_prob,self,0.796691646505773,0.7611666925070212,0.8353652854245147,,2421
UKZN,tau_b,shap,occlusion,cross,0.6031738015473774,0.5571733842390991,0.6352429607794932,,2421
UKZN,tau_b,shap,lime,cross,0.5850829055290022,0.5137334178905835,0.6485847489937897,,2421
UKZN,tau_b,shap,kernelshap_prob,cross,0.7949292893530813,0.7364117948860212,0.8369617340736022,,2421
UKZN,tau_b,occlusion,lime,cross,0.3711532148076272,0.2956509624456704,0.4416585867664611,,2421
UKZN,tau_b,occlusion,kernelshap_prob,cross,0.5959577672091929,0.5388375600978225,0.6376005846940397,,2421
UKZN,tau_b,lime,kernelshap_prob,cross,0.5865541590448654,0.5355716527622514,0.6376004598028023,,2421
Zambia,tau_strict,shap,shap,self,0.6757142857142858,0.6753246753246753,0.6761904761904762,0.749,40
Zambia,tau_strict,occlusion,occlusion,self,0.5800000000000001,0.473015873015873,0.6675324675324675,0.6890000000000001,40
Zambia,tau_strict,lime,lime,self,0.46809523809523823,0.4580086580086581,0.4804232804232805,0.624,40
Zambia,tau_strict,kernelshap_prob,kernelshap_prob,self,0.6833333333333333,0.6825396825396826,0.683982683982684,0.753,40
Zambia,tau_strict,shap,occlusion,cross,0.3223809523809524,0.27705627705627706,0.3777777777777778,0.49849999999999994,40
Zambia,tau_strict,shap,lime,cross,0.5276190476190477,0.4493506493506494,0.6232804232804233,0.646,40
Zambia,tau_strict,shap,kernelshap_prob,cross,0.8776190476190477,0.8588744588744589,0.9005291005291005,0.8875,40
Zambia,tau_strict,occlusion,lime,cross,0.17952380952380956,0.09177489177489177,0.2867724867724868,0.4285,40
Zambia,tau_strict,occlusion,kernelshap_prob,cross,0.35238095238095235,0.3142857142857143,0.398941798941799,0.5210000000000001,40
Zambia,tau_strict,lime,kernelshap_prob,cross,0.530952380952381,0.4484848484848485,0.6317460317460317,0.643,40
Zambia,tau_b,shap,shap,self,0.6757142857142858,0.6753246753246753,0.6761904761904762,,40
Zambia,tau_b,occlusion,occlusion,self,0.5814405205899131,0.4879869405350591,0.6579025406347937,,40
Zambia,tau_b,lime,lime,self,0.46809523809523823,0.4580086580086581,0.4804232804232805,,40
Zambia,tau_b,kernelshap_prob,kernelshap_prob,self,0.6833333333333333,0.6825396825396826,0.683982683982684,,40
Zambia,tau_b,shap,occlusion,cross,0.33060533774536777,0.2855202395910593,0.3857093466006336,,40
Zambia,tau_b,shap,lime,cross,0.5276190476190477,0.4493506493506494,0.6232804232804233,,40
Zambia,tau_b,shap,kernelshap_prob,cross,0.8776190476190477,0.8588744588744589,0.9005291005291005,,40
Zambia,tau_b,occlusion,lime,cross,0.1898000437375526,0.10428002336373114,0.29432451308333435,,40
Zambia,tau_b,occlusion,kernelshap_prob,cross,0.3609335253303357,0.3235518040646706,0.40662229576614856,,40
Zambia,tau_b,lime,kernelshap_prob,cross,0.530952380952381,0.4484848484848485,0.6317460317460317,,40
Oviedo,tau_strict,shap,shap,self,0.7935034281218388,0.7720400766844285,0.8109744166418147,0.8088355625491739,1271
Oviedo,tau_strict,occlusion,occlusion,self,0.8735753624817354,0.8450176907808604,0.9006436260509708,0.8672934697088905,1271
Oviedo,tau_strict,lime,lime,self,0.652347233149751,0.6251937410121122,0.6893055705764307,0.6932022029897718,1271
Oviedo,tau_strict,kernelshap_prob,kernelshap_prob,self,0.8065415308530967,0.7883376910876605,0.8233759432802131,0.8239968528717545,1271
Oviedo,tau_strict,shap,occlusion,cross,0.5315124948484509,0.4612427675723746,0.5867708924240187,0.6580645161290324,1271
Oviedo,tau_strict,shap,lime,cross,0.5614102131804729,0.5003622728827077,0.6125308129281721,0.624138473642801,1271
Oviedo,tau_strict,shap,kernelshap_prob,cross,0.9205425049642202,0.8899074423149994,0.9419712201690055,0.9262785208497246,1271
Oviedo,tau_strict,occlusion,lime,cross,0.29083211569442885,0.21946867345998916,0.3603684476557752,0.48648308418568054,1271
Oviedo,tau_strict,occlusion,kernelshap_prob,cross,0.5539020643662659,0.48105429948732276,0.6111973339999023,0.6789142407553108,1271
Oviedo,tau_strict,lime,kernelshap_prob,cross,0.5531377617923645,0.49249512218948355,0.6046035998453131,0.614162077104642,1271
Oviedo,tau_b,shap,shap,self,0.7930268512567723,0.7717090451288978,0.810714752572808,,1271
Oviedo,tau_b,occlusion,occlusion,self,0.8563187646534329,0.8317708668591921,0.8789416853359873,,1233
Oviedo,tau_b,lime,lime,self,0.6519247066314825,0.6248181050588271,0.6883867021490919,,1271
Oviedo,tau_b,kernelshap_prob,kernelshap_prob,self,0.8060677296513543,0.7873772897507144,0.8230014113320417,,1271
Oviedo,tau_b,shap,occlusion,cross,0.5395511339460733,0.48919191190312344,0.5846057509729585,,1233
Oviedo,tau_b,shap,lime,cross,0.5633846294353523,0.5028237557033921,0.614740531259674,,1271
