group,students,cohorts,spearman_pooled,spearman_pooled_ci_low,spearman_pooled_ci_high,spearman_pooled_n_boot,spearman_within_cohort_mean,spearman_within_cohort_mean_ci_low,spearman_within_cohort_mean_ci_high,spearman_within_cohort_mean_n_boot
KU Leuven,1314,6,0.7216714003951725,0.5868249993820224,0.8309907122839582,1000,0.7842167716481869,0.7347520613349886,0.8383634312468301,1000
OULAD,6829,19,0.5180753079138513,0.45392733962753284,0.596109160641588,1000,0.5634059583598641,0.5071847061836754,0.6180900500790186,1000
Oviedo,1233,20,0.6967286191505845,0.6050413019731943,0.7719166676140431,1000,0.7489976955072054,0.6922780780779206,0.8042214988817721,1000
UKZN,2421,16,0.5753267120938658,0.5065159441678911,0.6683555516191055,1000,0.6994048906700309,0.6535187715191139,0.7390754793439864,1000
Zambia,40,2,0.6802768525214263,0.4733855818591026,0.8599807789004221,1000,0.6666831803797624,0.47338558185910257,0.8599807789004221,1000
ALL,11837,63,0.49526813460056107,0.4268551027182252,0.570413295839724,1000,0.6811716247674708,0.6543215650203847,0.7088381227730317,1000
