regime,level,group,students,students_shown,coverage,mean_cross_tau,mean_cross_jaccard_top3,no_gate_cross_tau,lift
global,0.0,KU Leuven,1314,1314,1.0,0.6377467709846227,0.7351445966514459,0.6377467709846227,0.0
global,0.0,OULAD,6829,6829,1.0,0.47276350144026563,0.6174579001317909,0.47276350144026563,0.0
global,0.0,Oviedo,1233,1233,1.0,0.5395511339460733,0.6598540145985402,0.5395511339460733,0.0
global,0.0,UKZN,2421,2421,1.0,0.6031738015473774,0.7226022304832714,0.6031738015473774,0.0
global,0.0,Zambia,40,40,1.0,0.33060533774536777,0.49850000000000005,0.33060533774536777,0.0
global,0.0,ALL,11837,11837,1.0,0.5242270629062172,0.656041226662161,0.5242270629062172,0.0
global,0.05,KU Leuven,1314,1314,1.0,0.6377467709846227,0.7351445966514459,0.6377467709846227,0.0
global,0.05,OULAD,6829,6829,1.0,0.47276350144026563,0.6174579001317909,0.47276350144026563,0.0
global,0.05,Oviedo,1233,1233,1.0,0.5395511339460733,0.6598540145985402,0.5395511339460733,0.0
global,0.05,UKZN,2421,2421,1.0,0.6031738015473774,0.7226022304832714,0.6031738015473774,0.0
global,0.05,Zambia,40,40,1.0,0.33060533774536777,0.49850000000000005,0.33060533774536777,0.0
global,0.05,ALL,11837,11837,1.0,0.5242270629062172,0.656041226662161,0.5242270629062172,0.0
global,0.1,KU Leuven,1314,1314,1.0,0.6377467709846227,0.7351445966514459,0.6377467709846227,0.0
global,0.1,OULAD,6829,6829,1.0,0.47276350144026563,0.6174579001317909,0.47276350144026563,0.0
global,0.1,Oviedo,1233,1233,1.0,0.5395511339460733,0.6598540145985402,0.5395511339460733,0.0
global,0.1,UKZN,2421,2420,0.9995869475423379,0.6033567795125558,0.7227851239669422,0.6031738015473774,0.00018297796517841025
global,0.1,Zambia,40,40,1.0,0.33060533774536777,0.49850000000000005,0.33060533774536777,0.0
global,0.1,ALL,11837,11836,0.9999155191349159,0.5242578047055659,0.656072997634336,0.5242270629062172,3.074179934869914e-05
global,0.15,KU Leuven,1314,1314,1.0,0.6377467709846227,0.7351445966514459,0.6377467709846227,0.0
