institution,metric,est_a,est_b,kind,tau_mean,tau_ci_low,tau_ci_high,jaccard_top3_mean,n_students
OULAD,tau_strict,shap,shap,self,0.805579845058539,0.7853249548955051,0.8257772577716651,0.8414716649582662,6829
OULAD,tau_strict,occlusion,occlusion,self,0.6478686832765029,0.6026359816928956,0.6869906916450482,0.6868428759701274,6829
OULAD,tau_strict,lime,lime,self,0.6089785159927202,0.5698471265416342,0.6451177828687573,0.6750915214526285,6829
OULAD,tau_strict,kernelshap_prob,kernelshap_prob,self,0.7953684915172688,0.7782155822010012,0.8135688922068318,0.8320691170010251,6829
OULAD,tau_strict,shap,occlusion,cross,0.22942074765182102,0.17807555728834165,0.276423326330131,0.4695065163274271,6829
OULAD,tau_strict,shap,lime,cross,0.4246469886827187,0.3758851181242566,0.46919632483021706,0.543403133694538,6829
OULAD,tau_strict,shap,kernelshap_prob,cross,0.7981688736411244,0.7770067921163769,0.8166560592305878,0.8122653389954605,6829
OULAD,tau_strict,occlusion,lime,cross,0.044202246720917104,-0.008020271469197223,0.0954570479859213,0.3523795577683409,6829
OULAD,tau_strict,occlusion,kernelshap_prob,cross,0.24850741585256156,0.1926768410751015,0.2984417762392291,0.4528217894274417,6829
OULAD,tau_strict,lime,kernelshap_prob,cross,0.42522993675431814,0.3798433998316034,0.4641471134260668,0.5559086249816957,6829
OULAD,tau_b,shap,shap,self,0.805579845058539,0.7853249548955051,0.8257772577716651,,6829
OULAD,tau_b,occlusion,occlusion,self,0.6387527495211662,0.5962169576650582,0.6763098106758525,,6829
OULAD,tau_b,lime,lime,self,0.6089785159927202,0.5698471265416342,0.6451177828687573,,6829
OULAD,tau_b,kernelshap_prob,kernelshap_prob,self,0.7953684915172688,0.7782155822010012,0.8135688922068318,,6829
OULAD,tau_b,shap,occlusion,cross,0.24835191989616723,0.19887911386460277,0.29141682202863833,,6829
OULAD,tau_b,shap,lime,cross,0.4246469886827187,0.3758851181242566,0.46919632483021706,,6829
OULAD,tau_b,shap,kernelshap_prob,cross,0.7981688736411244,0.7770067921163769,0.8166560592305878,,6829
OULAD,tau_b,occlusion,lime,cross,0.06283847275564307,0.009015992779356215,0.11296112898776116,,6829
OULAD,tau_b,occlusion,kernelshap_prob,cross,0.265847721827471,0.21399303075480322,0.3114579624959975,,6829
OULAD,tau_b,lime,kernelshap_prob,cross,0.42522993675431814,0.3798433998316034,0.4641471134260668,,6829
KU Leuven,tau_strict,shap,shap,self,0.8096252808581575,0.7934719051624015,0.825885690443005,0.8325875190258751,1314
KU Leuven,tau_strict,occlusion,occlusion,self,0.8382546930492136,0.7814263238559607,0.894384236453202,0.786179604261796,1314
KU Leuven,tau_strict,lime,lime,self,0.49474523447126195,0.35927108273477,0.6356977385548814,0.5965068493150685,1314
KU Leuven,tau_strict,kernelshap_prob,kernelshap_prob,self,0.8170616800753788,0.8036298292902067,0.8301332604987225,0.8362404870624048,1314
KU Leuven,tau_strict,shap,occlusion,cross,0.5766905849097631,0.5259677994560261,0.6466776135741653,0.6331811263318112,1314
KU Leuven,tau_strict,shap,lime,cross,0.3813872580995869,0.31131078579841837,0.4521839080459771,0.4597108066971081,1314
KU Leuven,tau_strict,shap,kernelshap_prob,cross,0.9061825034427777,0.8775801229582744,0.9302993429058167,0.8954642313546424,1314
KU Leuven,tau_strict,occlusion,lime,cross,0.23231137203739943,0.12497742532067475,0.33756613756613757,0.42021308980213096,1314
KU Leuven,tau_strict,occlusion,kernelshap_prob,cross,0.5804015365659202,0.5269943411039131,0.6507346783773138,0.6371841704718417,1314
KU Leuven,tau_strict,lime,kernelshap_prob,cross,0.38686671015438145,0.32459138463829623,0.4521813332344758,0.46252663622526635,1314
KU Leuven,tau_b,shap,shap,self,0.8096252808581575,0.7934719051624015,0.825885690443005,,1314
KU Leuven,tau_b,occlusion,occlusion,self,0.7873860516590665,0.7182193977263146,0.8522261841393104,,1314
KU Leuven,tau_b,lime,lime,self,0.4925765472936009,0.35868443622699137,0.6334972328008686,,1314
KU Leuven,tau_b,kernelshap_prob,kernelshap_prob,self,0.8170616800753788,0.8036298292902067,0.8301332604987225,,1314
KU Leuven,tau_b,shap,occlusion,cross,0.593485257695669,0.5675270421760089,0.6199604136266108,,1314
KU Leuven,tau_b,shap,lime,cross,0.385496001330362,0.31339391192718186,0.4614923366756986,,1314
KU Leuven,tau_b,shap,kernelshap_prob,cross,0.9061825034427777,0.8775801229582744,0.9302993429058167,,1314
KU Leuven,tau_b,occlusion,lime,cross,0.28304353462530607,0.22248296838024792,0.3482096734876958,,1314
KU Leuven,tau_b,occlusion,kernelshap_prob,cross,0.6002037872872772,0.5749988178976011,0.6262213293860259,,1314
KU Leuven,tau_b,lime,kernelshap_prob,cross,0.39096578799314247,0.3265623422513882,0.46139268517836085,,1314
UKZN,tau_strict,shap,shap,self,0.7673845911764129,0.7378176827795225,0.8042506457067911,0.8127385377942998,2421
UKZN,tau_strict,occlusion,occlusion,self,0.7431836509903424,0.7013094292589807,0.7897350130481274,0.7111441553077241,2421
UKZN,tau_strict,lime,lime,self,0.4901516492594559,0.4118305366071292,0.5621212208369757,0.589628252788104,2421
UKZN,tau_strict,kernelshap_prob,kernelshap_prob,self,0.7278967762239138,0.6933082269887797,0.7690328902998058,0.7746551011978522,2421
UKZN,tau_strict,shap,occlusion,cross,0.4745028618634567,0.42641841604895797,0.5283401541382551,0.5591491119372161,2421
UKZN,tau_strict,shap,lime,cross,0.3611061938199485,0.27460043733360134,0.44978508460709404,0.497819083023544,2421
UKZN,tau_strict,shap,kernelshap_prob,cross,0.6971105997128303,0.6241550640820394,0.7659068319223094,0.728930194134655,2421
UKZN,tau_strict,occlusion,lime,cross,0.21596349403040851,0.12570524483473894,0.3076204070709957,0.4149111937216026,2421
UKZN,tau_strict,occlusion,kernelshap_prob,cross,0.4373832143348872,0.38783173617609523,0.48398310508599707,0.5326476662536141,2421
UKZN,tau_strict,lime,kernelshap_prob,cross,0.367085619873724,0.29184693641857734,0.44081537277871535,0.49825691862866595,2421
UKZN,tau_b,shap,shap,self,0.7673845911764129,0.7378176827795225,0.8042506457067911,,2421
UKZN,tau_b,occlusion,occlusion,self,0.7109797315213228,0.6814394955593065,0.7532554421902489,,2412
UKZN,tau_b,lime,lime,self,0.4901516492594559,0.4118305366071292,0.5621212208369757,,2421
UKZN,tau_b,kernelshap_prob,kernelshap_prob,self,0.7278967762239138,0.6933082269887797,0.7690328902998058,,2421
UKZN,tau_b,shap,occlusion,cross,0.4688781503078116,0.42514737381941514,0.5078017332948525,,2421
UKZN,tau_b,shap,lime,cross,0.3611061938199485,0.27460043733360134,0.44978508460709404,,2421
UKZN,tau_b,shap,kernelshap_prob,cross,0.6971105997128303,0.6241550640820394,0.7659068319223094,,2421
UKZN,tau_b,occlusion,lime,cross,0.2235497109690213,0.150630995031777,0.3062476075730515,,2421
UKZN,tau_b,occlusion,kernelshap_prob,cross,0.4328975236666183,0.3840484828576624,0.4771654538903432,,2421
UKZN,tau_b,lime,kernelshap_prob,cross,0.367085619873724,0.29184693641857734,0.44081537277871535,,2421
Zambia,tau_strict,shap,shap,self,0.7190476190476192,0.6783068783068784,0.7523809523809525,0.7445,40
Zambia,tau_strict,occlusion,occlusion,self,0.582857142857143,0.4730158730158731,0.6727272727272727,0.58925,40
Zambia,tau_strict,lime,lime,self,0.4023809523809524,0.27830687830687834,0.503896103896104,0.55225,40
