regime,level,group,students,students_shown,coverage,mean_cross_tau,mean_cross_jaccard_top3,no_gate_cross_tau,lift
global,0.0,KU Leuven,1314,1314,1.0,0.3925056171631514,0.5242465753424658,0.3925056171631514,0.0
global,0.0,OULAD,6829,6829,1.0,0.601391823386259,0.7668736271782105,0.601391823386259,0.0
global,0.0,Oviedo,1271,1271,1.0,0.40862463002510213,0.5463886703383163,0.40862463002510213,0.0
global,0.0,UKZN,2421,2421,1.0,0.343167915658622,0.4973151590251962,0.343167915658622,0.0
global,0.0,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.0,ALL,11875,11875,1.0,0.5046977443609023,0.660917894736842,0.5046977443609023,0.0
global,0.05,KU Leuven,1314,1314,1.0,0.3925056171631514,0.5242465753424658,0.3925056171631514,0.0
global,0.05,OULAD,6829,6829,1.0,0.601391823386259,0.7668736271782105,0.601391823386259,0.0
global,0.05,Oviedo,1271,1271,1.0,0.40862463002510213,0.5463886703383163,0.40862463002510213,0.0
global,0.05,UKZN,2421,2420,0.9995869475423379,0.3432428177882723,0.4973388429752066,0.343167915658622,7.490212965033383e-05
global,0.05,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.05,ALL,11875,11874,0.9999157894736842,0.5047266135694635,0.6609364999157823,0.5046977443609023,2.886920856115527e-05
global,0.1,KU Leuven,1314,1314,1.0,0.3925056171631514,0.5242465753424658,0.3925056171631514,0.0
global,0.1,OULAD,6829,6829,1.0,0.601391823386259,0.7668736271782105,0.601391823386259,0.0
global,0.1,Oviedo,1271,1271,1.0,0.40862463002510213,0.5463886703383163,0.40862463002510213,0.0
global,0.1,UKZN,2421,2420,0.9995869475423379,0.3432428177882723,0.4973388429752066,0.343167915658622,7.490212965033383e-05
global,0.1,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.1,ALL,11875,11874,0.9999157894736842,0.5047266135694635,0.6609364999157823,0.5046977443609023,2.886920856115527e-05
global,0.15,KU Leuven,1314,1314,1.0,0.3925056171631514,0.5242465753424658,0.3925056171631514,0.0
global,0.15,OULAD,6829,6829,1.0,0.601391823386259,0.7668736271782105,0.601391823386259,0.0
global,0.15,Oviedo,1271,1271,1.0,0.40862463002510213,0.5463886703383163,0.40862463002510213,0.0
global,0.15,UKZN,2421,2419,0.9991738950846758,0.34330203350459654,0.4973212071103762,0.343167915658622,0.00013411784597455734
global,0.15,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.15,ALL,11875,11873,0.9998315789473684,0.5047522790805871,0.6609466857576013,0.5046977443609023,5.453471968475121e-05
global,0.2,KU Leuven,1314,1313,0.9992389649923896,0.3926957530917927,0.5243107387661843,0.3925056171631514,0.00019013592864131068
global,0.2,OULAD,6829,6829,1.0,0.601391823386259,0.7668736271782105,0.601391823386259,0.0
global,0.2,Oviedo,1271,1271,1.0,0.40862463002510213,0.5463886703383163,0.40862463002510213,0.0
global,0.2,UKZN,2421,2418,0.9987608426270136,0.34344794989956284,0.4974358974358974,0.343167915658622,0.00028003424094086293
global,0.2,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.2,ALL,11875,11871,0.9996631578947368,0.504826086782114,0.6610024429281443,0.5046977443609023,0.00012834242121173567
global,0.25,KU Leuven,1314,1311,0.997716894977169,0.3932803022047874,0.5247292143401983,0.3925056171631514,0.0007746850416359696
global,0.25,OULAD,6829,6829,1.0,0.601391823386259,0.7668736271782105,0.601391823386259,0.0
global,0.25,Oviedo,1271,1270,0.999213217938631,0.40893888263967004,0.5465039370078739,0.40862463002510213,0.0003142526145679114
global,0.25,UKZN,2421,2412,0.9962825278810409,0.344215430782595,0.4978689883913764,0.343167915658622,0.0010475151239729974
global,0.25,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.25,ALL,11875,11862,0.9989052631578947,0.5051890390281892,0.6612645422357106,0.5046977443609023,0.0004912946672869234
global,0.3,KU Leuven,1314,1311,0.997716894977169,0.3932803022047874,0.5247292143401983,0.3925056171631514,0.0007746850416359696
global,0.3,OULAD,6829,6828,0.9998535656757944,0.6014338717326416,0.7669302870533099,0.601391823386259,4.204834638266153e-05
global,0.3,Oviedo,1271,1267,0.996852871754524,0.4100950877588605,0.5470876085240726,0.40862463002510213,0.001470457733758368
global,0.3,UKZN,2421,2408,0.9946303180503924,0.3445578231292517,0.49801495016611297,0.343167915658622,0.0013899074706297254
global,0.3,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.3,ALL,11875,11854,0.9982315789473685,0.5054769537307078,0.6614644845621732,0.5046977443609023,0.000779209369805467
global,0.35,KU Leuven,1314,1310,0.9969558599695586,0.3937186477644493,0.5249618320610686,0.3925056171631514,0.0012130306012979042
global,0.35,OULAD,6829,6825,0.9994142627031776,0.6015768358625503,0.7670857142857143,0.601391823386259,0.0001850124762913241
global,0.35,Oviedo,1271,1263,0.993705743509048,0.41068506579195413,0.5475376088677751,0.40862463002510213,0.002060435766851998
global,0.35,UKZN,2421,2396,0.989673688558447,0.34536131647984736,0.4986560934891486,0.343167915658622,0.0021934008212253775
global,0.35,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.35,ALL,11875,11834,0.9965473684210526,0.5060141480962843,0.6619469325671793,0.5046977443609023,0.001316403735381999
global,0.4,KU Leuven,1314,1306,0.9939117199391172,0.395434988696857,0.5260030627871364,0.3925056171631514,0.0029293715337055937
global,0.4,OULAD,6829,6816,0.9980963537853272,0.6019729488039347,0.7674970657276996,0.601391823386259,0.000581125417675743
global,0.4,Oviedo,1271,1259,0.990558615263572,0.4116721509890692,0.5480857823669578,0.40862463002510213,0.003047520963967043
global,0.4,UKZN,2421,2371,0.9793473771168938,0.3476732742865177,0.49989034162800505,0.343167915658622,0.004505358627895695
global,0.4,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.4,ALL,11875,11792,0.9930105263157895,0.507341539057957,0.6629579375848033,0.5046977443609023,0.002643794697054669
global,0.45,KU Leuven,1314,1300,0.989345509893455,0.39630769230769236,0.5268307692307692,0.3925056171631514,0.0038020751445409506
global,0.45,OULAD,6829,6800,0.9957534045980377,0.6028067226890758,0.7682411764705882,0.601391823386259,0.0014148993028167967
global,0.45,Oviedo,1271,1247,0.981117230527144,0.4151754687440333,0.5501523656776263,0.40862463002510213,0.006550838718931196
global,0.45,UKZN,2421,2331,0.9628252788104089,0.3508202079630651,0.5022908622908623,0.343167915658622,0.007652292304443142
global,0.45,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.45,ALL,11875,11718,0.9867789473684211,0.5094921122570892,0.6647806792968084,0.5046977443609023,0.004794367896186924
global,0.5,KU Leuven,1314,1294,0.984779299847793,0.39755648781923897,0.5274961360123648,0.3925056171631514,0.005050870656087558
global,0.5,OULAD,6829,6775,0.9920925464928979,0.6038994904234757,0.7693520295202951,0.601391823386259,0.002507667037216721
global,0.5,Oviedo,1271,1225,0.963808025177026,0.42084353741496594,0.5539265306122448,0.40862463002510213,0.012218907389863809
global,0.5,UKZN,2421,2289,0.9454770755885997,0.35350433751482246,0.5038881607688946,0.343167915658622,0.010336421856200484
global,0.5,Zambia,40,40,1.0,0.5114285714285715,0.6025,0.5114285714285715,0.0
global,0.5,ALL,11875,11623,0.9787789473684211,0.5120037036581818,0.6668674180504173,0.5046977443609023,0.007305959297279507
global,0.55,KU Leuven,1314,1279,0.9733637747336378,0.3995904538515954,0.5291946833463643,0.3925056171631514,0.007084836688444007
global,0.55,OULAD,6829,6727,0.9850636989310294,0.605634720069089,0.7712680243793667,0.601391823386259,0.004242896682830066
global,0.55,Oviedo,1271,1197,0.9417781274586939,0.4254525201893623,0.556390977443609,0.40862463002510213,0.016827890164260173
global,0.55,UKZN,2421,2173,0.8975629904997935,0.36196173821576494,0.5099677864703176,0.343167915658622,0.01879382255714296
global,0.55,Zambia,40,37,0.925,0.517117117117117,0.5962162162162162,0.5114285714285715,0.005688545688545599
global,0.55,ALL,11875,11413,0.9610947368421052,0.5169651984161754,0.6712853763252431,0.5046977443609023,0.012267454055273075
global,0.6,KU Leuven,1314,1255,0.9550989345509894,0.40512236767216847,0.5332430278884462,0.3925056171631514,0.01261675050901706
global,0.6,OULAD,6829,6662,0.9755454678576658,0.6080742233849409,0.7738486940858601,0.601391823386259,0.0066823999986819205
global,0.6,Oviedo,1271,1168,0.9189614476789929,0.42920743639921727,0.5589897260273973,0.40862463002510213,0.020582806374115137
global,0.6,UKZN,2421,2062,0.8517141676992979,0.36757655535541084,0.512725509214355,0.343167915658622,0.02440863969678886
global,0.6,Zambia,40,37,0.925,0.517117117117117,0.5962162162162162,0.5114285714285715,0.005688545688545599
global,0.6,ALL,11875,11184,0.9418105263157894,0.5219786770215955,0.6756795422031474,0.5046977443609023,0.017280932660693193
global,0.65,KU Leuven,1314,1199,0.9124809741248098,0.4129552404781763,0.5384153461217681,0.3925056171631514,0.020449623315024867
global,0.65,OULAD,6829,6438,0.9427441792356128,0.6149055459400288,0.7812457284871078,0.601391823386259,0.013513722553769814
global,0.65,Oviedo,1271,1114,0.8764752163650669,0.43790715568094385,0.5647755834829443,0.40862463002510213,0.029282525655841718
global,0.65,UKZN,2421,1822,0.7525815778603883,0.38727719408290207,0.5251920965971459,0.343167915658622,0.044109278424280085
global,0.65,Zambia,40,35,0.875,0.5254421768707483,0.6017142857142856,0.5114285714285715,0.01401360544217689
global,0.65,ALL,11875,10608,0.8933052631578947,0.5341000502765209,0.6864950980392156,0.5046977443609023,0.029402305915618543
global,0.7,KU Leuven,1314,1115,0.8485540334855404,0.42184070040572286,0.5462242152466368,0.3925056171631514,0.029335083242571447
global,0.7,OULAD,6829,6094,0.8923707717088886,0.6249894509822308,0.7917820807351493,0.601391823386259,0.023597627595971837
