cohort_id,institution,n_students,seed,pair,tau,jaccard_top3
oviedo_C2011_1415,Oviedo,120,2,drop_column vs permutation,0.33333333333333337,0.5
oviedo_C2011_1415,Oviedo,120,2,drop_column vs shap,-0.33333333333333337,0.2
oviedo_C2011_1415,Oviedo,120,2,permutation vs shap,0.33333333333333337,0.5
oviedo_C2024_1415,Oviedo,327,0,drop_column vs permutation,0.4285714285714286,0.5
oviedo_C2024_1415,Oviedo,327,0,drop_column vs shap,-0.23809523809523814,0.2
oviedo_C2024_1415,Oviedo,327,0,permutation vs shap,-0.6190476190476191,0.0
oviedo_C2024_1415,Oviedo,327,1,drop_column vs permutation,-0.04761904761904762,0.5
oviedo_C2024_1415,Oviedo,327,1,drop_column vs shap,0.6190476190476191,0.5
oviedo_C2024_1415,Oviedo,327,1,permutation vs shap,0.33333333333333337,0.5
oviedo_C2024_1415,Oviedo,327,2,drop_column vs permutation,0.33333333333333337,0.2
oviedo_C2024_1415,Oviedo,327,2,drop_column vs shap,0.04761904761904762,0.5
oviedo_C2024_1415,Oviedo,327,2,permutation vs shap,-0.6190476190476191,0.0
oviedo_C2150_1415,Oviedo,106,0,drop_column vs permutation,0.14285714285714288,0.2
oviedo_C2150_1415,Oviedo,106,0,drop_column vs shap,0.14285714285714288,0.2
oviedo_C2150_1415,Oviedo,106,0,permutation vs shap,0.6190476190476191,1.0
oviedo_C2150_1415,Oviedo,106,1,drop_column vs permutation,0.5238095238095238,0.2
oviedo_C2150_1415,Oviedo,106,1,drop_column vs shap,0.23809523809523814,0.2
oviedo_C2150_1415,Oviedo,106,1,permutation vs shap,0.5238095238095238,1.0
oviedo_C2150_1415,Oviedo,106,2,drop_column vs permutation,0.4285714285714286,0.5
oviedo_C2150_1415,Oviedo,106,2,drop_column vs shap,0.8095238095238096,1.0
oviedo_C2150_1415,Oviedo,106,2,permutation vs shap,0.6190476190476191,0.5
oviedo_C2271_1415,Oviedo,596,0,drop_column vs permutation,0.5238095238095238,1.0
oviedo_C2271_1415,Oviedo,596,0,drop_column vs shap,0.33333333333333337,0.5
oviedo_C2271_1415,Oviedo,596,0,permutation vs shap,0.04761904761904762,0.5
oviedo_C2271_1415,Oviedo,596,1,drop_column vs permutation,0.23809523809523814,0.5
oviedo_C2271_1415,Oviedo,596,1,drop_column vs shap,-0.14285714285714288,0.5
oviedo_C2271_1415,Oviedo,596,1,permutation vs shap,0.6190476190476191,1.0
oviedo_C2271_1415,Oviedo,596,2,drop_column vs permutation,-0.04761904761904762,0.2
oviedo_C2271_1415,Oviedo,596,2,drop_column vs shap,-0.8095238095238096,0.0
oviedo_C2271_1415,Oviedo,596,2,permutation vs shap,0.04761904761904762,0.2
oviedo_C2335_1415,Oviedo,428,0,drop_column vs permutation,0.33333333333333337,0.5
oviedo_C2335_1415,Oviedo,428,0,drop_column vs shap,0.14285714285714288,0.2
oviedo_C2335_1415,Oviedo,428,0,permutation vs shap,0.23809523809523814,0.5
oviedo_C2335_1415,Oviedo,428,1,drop_column vs permutation,-0.04761904761904762,0.2
oviedo_C2335_1415,Oviedo,428,1,drop_column vs shap,-0.04761904761904762,0.5
oviedo_C2335_1415,Oviedo,428,1,permutation vs shap,0.04761904761904762,0.2
oviedo_C2335_1415,Oviedo,428,2,drop_column vs permutation,0.23809523809523814,0.5
oviedo_C2335_1415,Oviedo,428,2,drop_column vs shap,0.4285714285714286,0.5
oviedo_C2335_1415,Oviedo,428,2,permutation vs shap,0.23809523809523814,0.5
oviedo_C2406_1415,Oviedo,133,0,drop_column vs permutation,0.14285714285714288,0.2
oviedo_C2406_1415,Oviedo,133,0,drop_column vs shap,-0.33333333333333337,0.2
oviedo_C2406_1415,Oviedo,133,0,permutation vs shap,0.33333333333333337,0.5
oviedo_C2406_1415,Oviedo,133,1,drop_column vs permutation,0.6190476190476191,0.5
oviedo_C2406_1415,Oviedo,133,1,drop_column vs shap,0.4285714285714286,0.5
oviedo_C2406_1415,Oviedo,133,1,permutation vs shap,0.4285714285714286,0.5
oviedo_C2406_1415,Oviedo,133,2,drop_column vs permutation,0.14285714285714288,0.2
oviedo_C2406_1415,Oviedo,133,2,drop_column vs shap,0.5238095238095238,0.5
oviedo_C2406_1415,Oviedo,133,2,permutation vs shap,0.4285714285714286,0.5
oviedo_C2468_1415,Oviedo,82,0,drop_column vs permutation,0.14285714285714288,0.2
oviedo_C2468_1415,Oviedo,82,0,drop_column vs shap,-0.33333333333333337,0.0
oviedo_C2468_1415,Oviedo,82,0,permutation vs shap,-0.4285714285714286,0.2
oviedo_C2468_1415,Oviedo,82,1,drop_column vs permutation,0.8095238095238096,1.0
oviedo_C2468_1415,Oviedo,82,1,drop_column vs shap,-0.14285714285714288,0.2
oviedo_C2468_1415,Oviedo,82,1,permutation vs shap,0.04761904761904762,0.2
oviedo_C2468_1415,Oviedo,82,2,drop_column vs permutation,0.4285714285714286,0.5
oviedo_C2468_1415,Oviedo,82,2,drop_column vs shap,0.6190476190476191,1.0
oviedo_C2468_1415,Oviedo,82,2,permutation vs shap,0.6190476190476191,0.5
oviedo_C2607_1415,Oviedo,277,0,drop_column vs permutation,0.23809523809523814,0.5
oviedo_C2607_1415,Oviedo,277,0,drop_column vs shap,-0.33333333333333337,0.2
oviedo_C2607_1415,Oviedo,277,0,permutation vs shap,0.23809523809523814,0.5
oviedo_C2607_1415,Oviedo,277,1,drop_column vs permutation,0.33333333333333337,0.2
oviedo_C2607_1415,Oviedo,277,1,drop_column vs shap,0.23809523809523814,0.5
oviedo_C2607_1415,Oviedo,277,1,permutation vs shap,0.5238095238095238,0.5
oviedo_C2607_1415,Oviedo,277,2,drop_column vs permutation,0.23809523809523814,0.2
oviedo_C2607_1415,Oviedo,277,2,drop_column vs shap,-0.14285714285714288,0.0
oviedo_C2607_1415,Oviedo,277,2,permutation vs shap,0.4285714285714286,0.5
oviedo_C3022_1415,Oviedo,238,0,drop_column vs permutation,0.5238095238095238,0.5
oviedo_C3022_1415,Oviedo,238,0,drop_column vs shap,0.04761904761904762,0.2
oviedo_C3022_1415,Oviedo,238,0,permutation vs shap,-0.04761904761904762,0.2
oviedo_C3022_1415,Oviedo,238,1,drop_column vs permutation,0.14285714285714288,0.2
oviedo_C3022_1415,Oviedo,238,1,drop_column vs shap,-0.14285714285714288,0.5
oviedo_C3022_1415,Oviedo,238,1,permutation vs shap,0.33333333333333337,0.5
oviedo_C3022_1415,Oviedo,238,2,drop_column vs permutation,0.5238095238095238,0.5
oviedo_C3022_1415,Oviedo,238,2,drop_column vs shap,0.33333333333333337,0.5
oviedo_C3022_1415,Oviedo,238,2,permutation vs shap,0.23809523809523814,0.5
oviedo_C3029_1415,Oviedo,231,0,drop_column vs permutation,-0.23809523809523814,0.2
oviedo_C3029_1415,Oviedo,231,0,drop_column vs shap,0.23809523809523814,0.5
oviedo_C3029_1415,Oviedo,231,0,permutation vs shap,0.33333333333333337,0.5
oviedo_C3029_1415,Oviedo,231,1,drop_column vs permutation,0.23809523809523814,0.5
oviedo_C3029_1415,Oviedo,231,1,drop_column vs shap,-0.7142857142857143,0.0
oviedo_C3029_1415,Oviedo,231,1,permutation vs shap,-0.33333333333333337,0.2
oviedo_C3029_1415,Oviedo,231,2,drop_column vs permutation,0.33333333333333337,0.5
oviedo_C3029_1415,Oviedo,231,2,drop_column vs shap,-0.33333333333333337,0.2
oviedo_C3029_1415,Oviedo,231,2,permutation vs shap,0.14285714285714288,0.5
oviedo_C4189_1415,Oviedo,128,0,drop_column vs permutation,0.6190476190476191,0.5
oviedo_C4189_1415,Oviedo,128,0,drop_column vs shap,0.33333333333333337,0.5
oviedo_C4189_1415,Oviedo,128,0,permutation vs shap,0.5238095238095238,1.0
oviedo_C4189_1415,Oviedo,128,1,drop_column vs permutation,0.04761904761904762,0.5
oviedo_C4189_1415,Oviedo,128,1,drop_column vs shap,-0.14285714285714288,0.2
oviedo_C4189_1415,Oviedo,128,1,permutation vs shap,-0.33333333333333337,0.2
oviedo_C4189_1415,Oviedo,128,2,drop_column vs permutation,-0.04761904761904762,0.5
oviedo_C4189_1415,Oviedo,128,2,drop_column vs shap,-0.23809523809523814,0.2
oviedo_C4189_1415,Oviedo,128,2,permutation vs shap,0.6190476190476191,0.5
oviedo_C4213_1415,Oviedo,140,0,drop_column vs permutation,-0.23809523809523814,0.2
oviedo_C4213_1415,Oviedo,140,0,drop_column vs shap,0.04761904761904762,0.2
oviedo_C4213_1415,Oviedo,140,0,permutation vs shap,0.5238095238095238,1.0
oviedo_C4213_1415,Oviedo,140,1,drop_column vs permutation,0.33333333333333337,0.2
oviedo_C4213_1415,Oviedo,140,1,drop_column vs shap,-0.14285714285714288,0.2
oviedo_C4213_1415,Oviedo,140,1,permutation vs shap,0.14285714285714288,0.5
oviedo_C4213_1415,Oviedo,140,2,drop_column vs permutation,0.7142857142857143,1.0
oviedo_C4213_1415,Oviedo,140,2,drop_column vs shap,-0.04761904761904762,0.5
oviedo_C4213_1415,Oviedo,140,2,permutation vs shap,0.23809523809523814,0.5
oviedo_C836_1415,Oviedo,87,0,drop_column vs permutation,0.33333333333333337,0.2
oviedo_C836_1415,Oviedo,87,0,drop_column vs shap,0.33333333333333337,0.5
oviedo_C836_1415,Oviedo,87,0,permutation vs shap,-0.14285714285714288,0.2
oviedo_C836_1415,Oviedo,87,1,drop_column vs permutation,0.04761904761904762,0.5
oviedo_C836_1415,Oviedo,87,1,drop_column vs shap,0.33333333333333337,0.5
oviedo_C836_1415,Oviedo,87,1,permutation vs shap,0.14285714285714288,0.5
oviedo_C836_1415,Oviedo,87,2,drop_column vs permutation,0.7142857142857143,0.5
oviedo_C836_1415,Oviedo,87,2,drop_column vs shap,0.5238095238095238,0.5
oviedo_C836_1415,Oviedo,87,2,permutation vs shap,0.8095238095238096,1.0
