group,students,cohorts,spearman_pooled,spearman_pooled_ci_low,spearman_pooled_ci_high,spearman_pooled_n_boot,spearman_within_cohort_mean,spearman_within_cohort_mean_ci_low,spearman_within_cohort_mean_ci_high,spearman_within_cohort_mean_n_boot
KU Leuven,1314,6,0.2501575225566624,0.12755764736147535,0.40034557058972925,1000,0.3369430961816837,0.1800206366377759,0.4630608672503153,1000
OULAD,6829,19,0.3313989327245417,0.22651034851980548,0.4382650831007751,1000,0.3833292889006355,0.2972506194335814,0.47047032235296665,1000
Oviedo,1271,20,0.5400763470332426,0.4212296813503731,0.6231286965334694,1000,0.36557435842991876,0.24005622910212532,0.4764796377535099,1000
UKZN,2421,16,0.45284840244530705,0.3135787036644392,0.5503851330224364,1000,0.4008864495887554,0.32379166215465954,0.471235909812574,1000
Zambia,40,2,-0.2781176778538622,-0.2781176778538622,-0.06191497390753582,1000,-0.111547738298247,-0.16118050268895817,-0.06191497390753583,1000
ALL,11875,63,0.46563586101191573,0.39675918942355054,0.5350779230990869,1000,0.3620236500257799,0.31301351306948466,0.41447444507749953,1000
