group,students,cohorts,spearman_pooled,spearman_pooled_ci_low,spearman_pooled_ci_high,spearman_pooled_n_boot,spearman_within_cohort_mean,spearman_within_cohort_mean_ci_low,spearman_within_cohort_mean_ci_high,spearman_within_cohort_mean_n_boot
KU Leuven,1314,6,0.2707415127170101,0.12046132938734834,0.49617325237461013,1000,0.3745874933154713,0.1971299498456832,0.4906905292642498,1000
OULAD,6829,19,0.30844180848077185,0.19616648931093475,0.41424429479978464,1000,0.3612654206017334,0.27394403664208067,0.44306528311095955,1000
Oviedo,1271,20,0.49478936852392685,0.34321331568844754,0.6029688255436509,1000,0.3797841764118553,0.2533993422402748,0.5057674943408051,1000
UKZN,2421,16,0.5604207118628408,0.43548417807592826,0.6588591494570843,1000,0.48349358946886223,0.38260447645984264,0.5782078528066935,1000
Zambia,40,2,0.6330417859231846,0.08441989664926534,0.6330417859231846,1000,0.19661358172366902,0.08441989664926536,0.3088072667980727,1000
ALL,11875,63,0.46890914650272064,0.40138219989152596,0.5366131477420134,1000,0.39422819165892065,0.34018965245298655,0.44737178115174564,1000
