target,target_institution,pool,n_source_cohorts,representation,model,n_target,auc,f1_pass,f1_fail,f1_fail_baseline,recall_at_flag20,precision_at_flag20,lift_at_flag20,brier,calibration_in_large
oulad_CCC_2014B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1936,0.7016761868201267,0.5857819905213271,0.5039727582292849,0.7933935805546899,0.27808326787117044,0.9147286821705426,1.39113490077154,0.33677081413625026,-0.3658115371760888
oulad_CCC_2014J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,2498,0.8449634444891032,0.7595736281089617,0.7527405602923264,0.7450389349409695,0.3351314902225219,0.994,1.6743169251517196,0.16042582737659497,-0.08253915544267154
oulad_CCC_2014J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,2498,0.6422309989403718,0.6140231449965963,0.4489795918367347,0.7450389349409695,0.2744436952124073,0.814,1.3711207012811868,0.31990329963618214,-0.29520258064799654
oulad_DDD_2013B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1303,0.8248868778280543,0.7103235747303543,0.7125382262996942,0.7566793893129771,0.3291298865069357,1.0,1.6431273644388398,0.17778822221352297,-0.10002600367346859
oulad_DDD_2013B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1303,0.5627191355735233,0.5926892950391645,0.41899441340782123,0.7566793893129771,0.2686002522068096,0.8160919540229885,1.340943021553536,0.34025714960068315,-0.29877998741191125
oulad_DDD_2013J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1938,0.8502133547105,0.7649867374005305,0.7774987443495731,0.7279291106005907,0.34445446348061315,0.9845360824742269,1.7204967789315164,0.15581108738062852,-0.04105963120635381
oulad_DDD_2013J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1938,0.5967285973627334,0.6251113089937667,0.4834355828220859,0.7279291106005907,0.2939585211902615,0.8402061855670103,1.4682773558420794,0.30047384462844884,-0.2281097276857374
oulad_DDD_2014B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1228,0.8345560259887225,0.7409326424870466,0.7688751926040062,0.7577137076378352,0.3257676902536716,0.991869918699187,1.6261899334614172,0.1645744682016873,-0.0631104080055731
oulad_DDD_2014B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1228,0.6396726602763323,0.6208333333333333,0.4625984251968504,0.7577137076378352,0.2910547396528705,0.8861788617886179,1.4529073995679875,0.3110293302554673,-0.2920885755025108
oulad_DDD_2014J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1803,0.8398787579054641,0.7464167585446527,0.7433035714285714,0.718550106609808,0.35212660731948564,0.9861495844875346,1.7586821966676807,0.15881800044269936,-0.030096505947332486
oulad_DDD_2014J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1803,0.61379934358421,0.6507266760431317,0.4942294636795655,0.718550106609808,0.3056379821958457,0.8559556786703602,1.5264966257593071,0.289872312790633,-0.21702295232128188
oulad_EEE_2013J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1052,0.8715820258203694,0.8605166051660517,0.7476635514018691,0.5926421404682275,0.47404063205417607,1.0,2.3747178329571104,0.13061205066584206,0.012454448272703533
oulad_EEE_2013J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1052,0.5604847527864574,0.6259168704156479,0.4766248574686431,0.5926421404682275,0.28216704288939054,0.5952380952380952,1.4135225196173276,0.26938486736248796,-0.03159424729529636
oulad_EEE_2014B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,694,0.8851208139041966,0.8288288288288288,0.7823240589198036,0.6537342386032978,0.4094955489614243,0.9928057553956835,2.0445317336635145,0.13849233294538887,0.03779525638740994
oulad_EEE_2014B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,694,0.6248202545113002,0.7121729237770194,0.5029469548133595,0.6537342386032978,0.33827893175074186,0.8201438848920863,1.6889609973742075,0.2698438046939345,-0.16483577056386506
oulad_EEE_2014J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1188,0.8843303281351527,0.866225165562914,0.766743648960739,0.5957446808510638,0.47023809523809523,0.9957983193277311,2.347238895558223,0.1263719869509708,0.030333442278626777
oulad_EEE_2014J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1188,0.5600067878028404,0.5954310980103169,0.46123650637880276,0.5957446808510638,0.29563492063492064,0.6260504201680672,1.4756902761104442,0.2706909511754986,-0.02297821685036422
oulad_FFF_2013B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1614,0.8171586046626008,0.753607103218646,0.6886395511921458,0.6802943581357318,0.375,0.9659442724458205,1.873839009287926,0.17629050216478379,-0.05454247343392821
oulad_FFF_2013B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1614,0.4570612212276215,0.5579399141630901,0.39589442815249265,0.6802943581357318,0.20673076923076922,0.5325077399380805,1.0330138128125745,0.34013508322805636,-0.1487549710852099
oulad_FFF_2013J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,2283,0.8474140184185847,0.7812995245641838,0.7296767874632712,0.6845289541918754,0.382996632996633,0.9956236323851203,1.9133070309219107,0.15995619056350635,-0.04761599854133758
oulad_FFF_2013J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,2283,0.4452769706194364,0.5048380311316786,0.4623115577889447,0.6845289541918754,0.1531986531986532,0.3982494529540481,0.7653228123687642,0.33661750021899106,-0.09577694261490571
oulad_FFF_2014B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1500,0.8398236710260916,0.7413228552717748,0.7318397827562797,0.7212276214833758,0.34988179669030733,0.9866666666666667,1.749408983451537,0.16756146824103252,-0.06142193350786973
oulad_FFF_2014B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1500,0.5117308651614723,0.5594237695078031,0.4497751124437781,0.7212276214833758,0.2458628841607565,0.6933333333333334,1.2293144208037827,0.33102482876446965,-0.20028113885296023
oulad_FFF_2014J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,2365,0.8900023385671328,0.8189102564102564,0.7976723366159355,0.6908386382507611,0.37740384615384615,0.9957716701902748,1.8870192307692306,0.13260703425860856,-0.02801040526730475
oulad_FFF_2014J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,2365,0.45150665415604985,0.4743150684931507,0.48705096073517123,0.6908386382507611,0.15064102564102563,0.3974630021141649,0.7532051282051282,0.3302100078312654,-0.08733038095594042
ku_Accountancy_1819,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,756,0.6448754969658925,0.802065404475043,0.34285714285714286,0.4587155963302752,0.32,0.4768211920529801,1.6021192052980133,0.20569490948676172,0.09209494531065676
ku_Accountancy_1819,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,756,0.5048713119899562,0.7944760357432982,0.099644128113879,0.4587155963302752,0.18222222222222223,0.271523178807947,0.912317880794702,0.21972096411432096,0.05989172446780189
ku_Globaleconom_1819,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,743,0.5535774751564225,0.6190476190476191,0.44370860927152317,0.6086142322097378,0.24,0.5234899328859061,1.1967785234899329,0.2530354162046969,0.024798267111910355
ku_Globaleconom_1819,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,743,0.5906256900993744,0.7221735319894829,0.08115942028985507,0.6086142322097378,0.23692307692307693,0.5167785234899329,1.181435209086216,0.2499062340470249,-0.10116000964946537
ku_Accountancy_1920,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,711,0.6328661508633966,0.7939609236234458,0.21621621621621623,0.48723404255319147,0.28820960698689957,0.4647887323943662,1.4430776800541236,0.20924083842800367,0.02689123696448925
ku_Accountancy_1920,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,711,0.4854726485350341,0.7591911764705882,0.2155688622754491,0.48723404255319147,0.20087336244541484,0.323943661971831,1.005781413371056,0.23365148340392172,0.07693594395724834
ku_Globaleconom_1920,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,681,0.6133763601202264,0.7665024630541872,0.3170028818443804,0.3938679245283019,0.2754491017964072,0.3382352941176471,1.3792708700246568,0.21279188963609444,0.17519019348879464
ku_Globaleconom_1920,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,681,0.6407593373564154,0.8244972577696527,0.2835820895522388,0.3938679245283019,0.2934131736526946,0.3602941176470588,1.469223318069743,0.1984286450464335,0.14304260685300826
ku_Accountancy_2021,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,725,0.6179877716898291,0.8147527242246437,0.14007782101167315,0.4607218683651805,0.2304147465437788,0.3448275862068966,1.152073732718894,0.21524645556340766,-0.07833543195300255
ku_Accountancy_2021,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,725,0.6076145723720019,0.8250610252237591,0.027149321266968326,0.4607218683651805,0.29493087557603687,0.4413793103448276,1.4746543778801842,0.20468879677751786,-0.015961264848540158
ku_Globaleconom_2021,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,335,0.6467399058353546,0.6846473029045643,0.19148936170212766,0.6546184738955823,0.27607361963190186,0.6716417910447762,1.3803680981595094,0.28913163840061135,-0.23360343662082372
ku_Globaleconom_2021,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,335,0.6111606505920959,0.6844262295081968,0.15384615384615385,0.6546184738955823,0.2883435582822086,0.7014925373134329,1.441717791411043,0.26632740868040455,-0.15549907889846948
ukzn_ISTN101_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,1056,0.6452183885121661,0.9045643153526971,0.0,0.2967741935483871,0.32065217391304346,0.2796208530805687,1.6047805481145683,0.1462957188392051,-0.08477335155615777
ukzn_ISTN101_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,1056,0.569443059433586,0.8781284004352558,0.18248175182481752,0.2967741935483871,0.266304347826087,0.23222748815165878,1.3327838450443024,0.20043064072693798,0.24216108031573597
ukzn_ISTN101_2020,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,978,0.6777091891654401,0.9146067415730337,0.13636363636363635,0.09542356377799414,0.3469387755102041,0.08673469387755102,1.7311536859641816,0.10545605442496814,0.16893978087264036
ukzn_ISTN101_2020,UKZN,P_out_other_institutions,47,raw,gradient_boosting,978,0.6906043364600953,0.30881017257039056,0.10994152046783626,0.09542356377799414,0.3673469387755102,0.09183673469387756,1.8329862557267806,0.3904118125645301,0.576973634045729
ukzn_ISTN101_2021,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,741,0.7152104696352484,0.9504249291784702,0.0,0.15671641791044774,0.5079365079365079,0.21621621621621623,2.543114543114543,0.07965014399234746,-0.017938436244827674
ukzn_ISTN101_2021,UKZN,P_out_other_institutions,47,raw,gradient_boosting,741,0.6386196563187714,0.9105935386927122,0.2119205298013245,0.15671641791044774,0.31746031746031744,0.13513513513513514,1.5894465894465897,0.19144978708275256,0.33824434331416897
ukzn_ISTN102_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,257,0.6096716464363523,0.8475336322869955,0.0,0.4184615384615385,0.22058823529411764,0.29411764705882354,1.1115916955017302,0.1928678839099854,-0.05926097154973764
ukzn_ISTN102_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,257,0.6055088702147526,0.7580645161290323,0.36619718309859156,0.4184615384615385,0.27941176470588236,0.37254901960784315,1.4080161476355249,0.23391319986429923,0.20746613987153983
ukzn_ISTN103_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,1113,0.6269311193111932,0.8442367601246106,0.0,0.4246284501061571,0.25333333333333335,0.34080717488789236,1.2643946188340807,0.19716977797177332,-0.09016636404296072
ukzn_ISTN103_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,1113,0.5898749487494875,0.7664670658682635,0.29856115107913667,0.4246284501061571,0.24666666666666667,0.33183856502242154,1.231121076233184,0.2299651785640379,0.1914813699506241
ukzn_ISTN103_2020,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,1082,0.6662290364641876,0.9437652811735942,0.03361344537815126,0.19214703425229743,0.33043478260869563,0.17592592592592593,1.6552334943639293,0.11764602907905723,0.1439472278342372
ukzn_ISTN103_2020,UKZN,P_out_other_institutions,47,raw,gradient_boosting,1082,0.6448451058855267,0.8334274421230943,0.24936386768447838,0.19214703425229743,0.3739130434782609,0.19907407407407407,1.8730273752012883,0.21308245272568413,0.3454633943295316
ukzn_ISTN211_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,280,0.7827182899778181,0.9648798521256932,0.0,0.12709030100334448,0.5789473684210527,0.19642857142857142,2.8947368421052633,0.062035017501211535,0.04620861704235728
ukzn_ISTN211_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,280,0.5405323653962493,0.7004830917874396,0.1506849315068493,0.12709030100334448,0.15789473684210525,0.05357142857142857,0.7894736842105263,0.2579887683398239,0.4324755463770934
ukzn_ISTN211_2021,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,327,0.7405123339658444,0.8566308243727598,0.16666666666666666,0.09883720930232558,0.47058823529411764,0.12307692307692308,2.367420814479638,0.11546969356115282,0.20400780753996323
ukzn_ISTN211_2021,UKZN,P_out_other_institutions,47,raw,gradient_boosting,327,0.6862428842504744,0.8171641791044776,0.1694915254237288,0.09883720930232558,0.47058823529411764,0.12307692307692308,2.367420814479638,0.2830575679282068,0.4554383548545339
ukzn_ISTN212_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,238,0.6572750702905342,0.8997668997668997,0.0851063829787234,0.3120567375886525,0.3181818181818182,0.2916666666666667,1.5776515151515151,0.14476420841896043,0.05079589847902352
ukzn_ISTN212_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,238,0.6363050609184631,0.7823691460055097,0.3008849557522124,0.3120567375886525,0.3409090909090909,0.3125,1.690340909090909,0.22915982548469171,0.29346570631191826
ukzn_ISTN212_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,264,0.7372908622908624,0.9135802469135802,0.0,0.2745098039215686,0.3333333333333333,0.2641509433962264,1.6603773584905661,0.12339662679587675,0.026190636920836924
ukzn_ISTN212_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,264,0.6853818103818105,0.8948545861297539,0.41975308641975306,0.2745098039215686,0.4523809523809524,0.3584905660377358,2.2533692722371965,0.2067187335710885,0.28984590340406535
ukzn_ISTN2IP_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,99,0.7267567567567569,0.8488372093023255,0.0,0.40322580645161293,0.28,0.35,1.386,0.1723764009034116,-0.036583597192498596
ukzn_ISTN2IP_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,99,0.6083783783783784,0.7692307692307693,0.4,0.40322580645161293,0.32,0.4,1.584,0.2348076442416172,0.22732272008276555
ukzn_ISTN2IP_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,116,0.6450892857142857,0.8669950738916257,0.06896551724137931,0.3888888888888889,0.39285714285714285,0.4782608695652174,1.9813664596273293,0.17987414994005352,-0.07736404595428142
ukzn_ISTN2IP_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,116,0.6684253246753247,0.813953488372093,0.4666666666666667,0.3888888888888889,0.35714285714285715,0.43478260869565216,1.8012422360248446,0.22456290521301894,0.24482227173151758
ukzn_ISTN3ND_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,144,0.5364992942125428,0.7532467532467533,0.0,0.5671641791044776,0.15789473684210525,0.3103448275862069,0.7840290381125228,0.2679565422954501,-0.16649276041627814
ukzn_ISTN3ND_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,144,0.5293405928614641,0.5384615384615384,0.45454545454545453,0.5671641791044776,0.21052631578947367,0.41379310344827586,1.045372050816697,0.25342081704707253,0.1171107585327153
ukzn_ISTN3ND_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,223,0.3154520060944642,0.5416666666666666,0.16455696202531644,0.32958801498127344,0.045454545454545456,0.044444444444444446,0.2252525252525253,0.39382944573801687,0.32216037581070023
ukzn_ISTN3ND_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,223,0.5727526663280853,0.8826530612244898,0.14814814814814814,0.32958801498127344,0.22727272727272727,0.2222222222222222,1.1262626262626263,0.20501645454917242,0.22046778193310254
ukzn_ISTN3SA_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,141,0.6022522522522522,0.8809523809523809,0.0,0.3508771929824561,0.3333333333333333,0.35714285714285715,1.6785714285714286,0.16574556652961178,-0.04811436372868999
ukzn_ISTN3SA_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,141,0.7022522522522523,0.864406779661017,0.30434782608695654,0.3508771929824561,0.4666666666666667,0.5,2.35,0.20700202335301357,0.22121944399812352
ukzn_ISTN3SA_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,195,0.5392941176470588,0.9226519337016574,0.0,0.22727272727272727,0.28,0.1794871794871795,1.4000000000000001,0.1226413094330109,0.02010469880225077
ukzn_ISTN3SA_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,195,0.5868235294117647,0.7763157894736842,0.20930232558139536,0.22727272727272727,0.32,0.20512820512820512,1.6,0.2355350381308223,0.3443939428134006
zambia_ICT1110_2020,Zambia,P_in_leave_one_cohort_out,1,raw,gradient_boosting,65,0.454719387755102,0.23529411764705882,0.5063291139240507,0.8596491228070176,0.24489795918367346,0.9230769230769231,1.2244897959183674,0.4272096947389157,-0.2928545983157368
zambia_ICT1110_2020,Zambia,P_out_other_institutions,61,raw,gradient_boosting,65,0.48788265306122447,0.34782608695652173,0.26229508196721313,0.8596491228070176,0.1836734693877551,0.6923076923076923,0.9183673469387755,0.3812114268265295,-0.3703365167029195
zambia_ICT1110_2021,Zambia,P_in_leave_one_cohort_out,1,raw,gradient_boosting,52,0.6343749999999999,0.3870967741935484,0.7397260273972602,0.761904761904762,0.25,0.8,1.3,0.28972508402228087,0.15471475070206575
zambia_ICT1110_2021,Zambia,P_out_other_institutions,61,raw,gradient_boosting,52,0.5046875,0.5428571428571428,0.058823529411764705,0.761904761904762,0.21875,0.7,1.1375,0.36053167789804014,-0.316648801137001
oviedo_C1112_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,199,0.6635632885632886,0.6617100371747212,0.29457364341085274,0.7035830618892508,0.2777777777777778,0.75,1.3819444444444444,0.2633034598609393,-0.1839566992399857
oviedo_C1112_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,199,0.6986161986161986,0.6546762589928058,0.2,0.7035830618892508,0.3148148148148148,0.85,1.5662037037037035,0.3057729315048626,-0.2933624810768825
oviedo_C1127_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,106,0.5625717566016074,0.7852760736196319,0.2857142857142857,0.5379310344827586,0.2564102564102564,0.47619047619047616,1.2942612942612943,0.2271655323546137,0.03271257648256193
oviedo_C1127_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,106,0.5455415231534635,0.7951807228915663,0.2608695652173913,0.5379310344827586,0.28205128205128205,0.5238095238095238,1.423687423687424,0.23220338402666987,-0.0716872037256503
oviedo_C1200_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,107,0.5686773255813954,0.5396825396825397,0.3409090909090909,0.7485380116959064,0.203125,0.6190476190476191,1.0349702380952381,0.30180285462394885,-0.21981429820030934
oviedo_C1200_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,107,0.6444404069767442,0.576,0.4044943820224719,0.7485380116959064,0.21875,0.6666666666666666,1.1145833333333333,0.3027708575714147,-0.2515303924278867
oviedo_C1303_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,112,0.5646258503401361,0.5354330708661418,0.3917525773195876,0.7692307692307693,0.21428571428571427,0.6818181818181818,1.0909090909090908,0.2715038135307809,-0.19755610373214993
oviedo_C1303_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,112,0.6181972789115646,0.5562913907284768,0.0821917808219178,0.7692307692307693,0.21428571428571427,0.6818181818181818,1.0909090909090908,0.2990939578736724,-0.27248109450292535
oviedo_C174_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,96,0.8335511982570806,0.7476635514018691,0.6823529411764706,0.6382978723404256,0.3333333333333333,0.7894736842105263,1.6842105263157896,0.18525665455489793,-0.016403293011097164
oviedo_C174_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,96,0.9503267973856209,0.816,0.6567164179104478,0.6382978723404256,0.4222222222222222,1.0,2.1333333333333333,0.13243622986439138,-0.07693766021451048
oviedo_C190_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,112,0.4654451944712311,0.5935483870967742,0.08695652173913043,0.7052023121387282,0.14754098360655737,0.4090909090909091,0.7511177347242922,0.29345417419337305,-0.17152933068278853
oviedo_C190_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,112,0.5154291224686596,0.6211180124223602,0.031746031746031744,0.7052023121387282,0.18032786885245902,0.5,0.918032786885246,0.35927702141982987,-0.3085661231384126
oviedo_C1978_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,164,0.630526897568165,0.8145161290322581,0.425,0.43809523809523815,0.3695652173913043,0.5151515151515151,1.8366271409749668,0.21358282745515073,0.15466418203370957
oviedo_C1978_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,164,0.6563190862196021,0.8352490421455939,0.3582089552238806,0.43809523809523815,0.32608695652173914,0.45454545454545453,1.6205533596837942,0.20604921962642164,0.10106302709849013
oviedo_C2011_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,120,0.6395253682487725,0.7701149425287356,0.3939393939393939,0.3561643835616438,0.4230769230769231,0.4583333333333333,2.1153846153846154,0.2209064156757435,0.2410635948571881
oviedo_C2011_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,120,0.70949263502455,0.8359788359788359,0.39215686274509803,0.3561643835616438,0.38461538461538464,0.4166666666666667,1.9230769230769231,0.20547431066624106,0.2103670023181336
oviedo_C2024_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,327,0.5453146853146853,0.7310924369747899,0.2808988764044944,0.27440633245382584,0.2692307692307692,0.2153846153846154,1.3544378698224853,0.2423568237067114,0.3262854838010043
oviedo_C2024_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,327,0.55493006993007,0.9093959731543624,0.06896551724137931,0.27440633245382584,0.3076923076923077,0.24615384615384617,1.5479289940828402,0.15412726681179226,0.11778734849456171
oviedo_C2150_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,106,0.6035647279549718,0.7607361963190185,0.20408163265306123,0.5578231292517007,0.21951219512195122,0.42857142857142855,1.1080139372822297,0.2314344031926885,-0.04536933708961155
oviedo_C2150_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,106,0.5786116322701689,0.7692307692307693,0.09302325581395349,0.5578231292517007,0.17073170731707318,0.3333333333333333,0.8617886178861788,0.26983213672387163,-0.17856890898776961
oviedo_C2271_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,596,0.5636056749765089,0.6883963494132985,0.4376470588235294,0.5860023724792408,0.242914979757085,0.5042016806722689,1.216616201136325,0.24088564346223354,0.03226357907069444
oviedo_C2271_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,596,0.5729208960245002,0.737417943107221,0.1366906474820144,0.5860023724792408,0.26720647773279355,0.5546218487394958,1.3382778212499575,0.24567666030358423,-0.07322860110539925
oviedo_C2335_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,428,0.4653298350824588,0.35777126099706746,0.574757281553398,0.807799442896936,0.19655172413793104,0.6627906976744186,0.978187650360866,0.25549781932989385,-0.14898273821196895
oviedo_C2335_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,428,0.4702148925537232,0.28688524590163933,0.7156862745098039,0.807799442896936,0.17586206896551723,0.5930232558139535,0.8752205292702486,0.29004379647569767,0.11721261866869837
