target,target_institution,pool,n_source_cohorts,representation,model,n_target,auc,f1_pass,f1_fail,f1_fail_baseline,recall_at_flag20,precision_at_flag20,lift_at_flag20,brier,calibration_in_large
oulad_CCC_2014B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1936,0.8923268866432307,0.7242707760044028,0.7562043795620438,0.7933935805546899,0.3040062843676355,1.0,1.5208169677926158,0.20230543666049153,-0.268298362511384
oulad_CCC_2014J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,2498,0.9073184099598404,0.8106666666666666,0.8448652585579024,0.7450389349409695,0.33648010788941335,0.998,1.6810546190155093,0.11618048497685546,-0.01277646791800957
oulad_CCC_2014J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,2498,0.8247484628748144,0.7380303620085636,0.722702925422332,0.7450389349409695,0.3263654753877276,0.968,1.630521915037087,0.20918477713374356,-0.2013337137244396
oulad_DDD_2013B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1303,0.890433449546275,0.7697063369397218,0.7728658536585366,0.7566793893129771,0.3291298865069357,1.0,1.6431273644388398,0.1479475669765475,-0.11209206126672444
oulad_DDD_2013B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1303,0.809016393442623,0.728051391862955,0.6838174273858921,0.7566793893129771,0.3291298865069357,1.0,1.6431273644388398,0.23124225822499497,-0.2555083575625804
oulad_DDD_2013J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1938,0.9076532504641812,0.8190572731880386,0.8124014713610089,0.7279291106005907,0.34986474301172227,1.0,1.7475202885482417,0.12361896067638782,-0.059700062435931955
oulad_DDD_2013J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1938,0.7789573410227321,0.748159057437408,0.7210440456769984,0.7279291106005907,0.3381424706943192,0.9664948453608248,1.6889693510453367,0.20913080652054467,-0.16619505504117144
oulad_DDD_2014B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1228,0.9104080318643368,0.8126094570928196,0.837138508371385,0.7577137076378352,0.32710280373831774,0.9959349593495935,1.6328546463034723,0.11642205113128133,-0.04542815062802963
oulad_DDD_2014B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1228,0.852096462646089,0.7634322373696872,0.7559966914805625,0.7577137076378352,0.32710280373831774,0.9959349593495935,1.6328546463034723,0.2011080212351338,-0.22367984703063937
oulad_DDD_2014J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1803,0.889239202110122,0.7970770095559303,0.8024083196496989,0.718550106609808,0.35410484668644904,0.9916897506925207,1.7685624337276113,0.13145749232562934,-0.01756159919090028
oulad_DDD_2014J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1803,0.7773088201500664,0.7400516795865633,0.698982645122681,0.718550106609808,0.34223541048466866,0.9584487534626038,1.7092810113680266,0.2115627738775443,-0.16171302648580194
oulad_EEE_2013J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1052,0.9290495835603644,0.9006309148264984,0.8492822966507177,0.5926421404682275,0.47404063205417607,1.0,2.3747178329571104,0.09225893297649886,0.04290307742114002
oulad_EEE_2013J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1052,0.8426147293976358,0.8502633559066968,0.743225806451613,0.5926421404682275,0.4604966139954853,0.9714285714285714,2.306868752015479,0.1623379135573448,-0.04343523958439499
oulad_EEE_2014B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,694,0.9307657781213377,0.8857142857142857,0.8576051779935275,0.6537342386032978,0.4124629080118694,1.0,2.059347181008902,0.09831983720111802,0.03668340105481677
oulad_EEE_2014B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,694,0.8907105869053853,0.8523409363745498,0.7783783783783784,0.6537342386032978,0.4094955489614243,0.9928057553956835,2.0445317336635145,0.15312791571419537,-0.1380698772621834
oulad_EEE_2014J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1188,0.929987004548408,0.9080779944289693,0.8595744680851064,0.5957446808510638,0.4722222222222222,1.0,2.357142857142857,0.09212583640914523,0.05636699564243569
oulad_EEE_2014J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1188,0.8448624454655157,0.8727514990006662,0.7817142857142857,0.5957446808510638,0.4603174603174603,0.9747899159663865,2.2977190876350537,0.15876957157131866,-0.051370334063907175
oulad_FFF_2013B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1614,0.8983368274149124,0.832026875699888,0.7919556171983356,0.6802943581357318,0.38822115384615385,1.0,1.9399038461538463,0.13041966286628345,-0.04549706757338695
oulad_FFF_2013B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1614,0.8255444004524886,0.7930327868852459,0.6833855799373041,0.6802943581357318,0.38461538461538464,0.9907120743034056,1.9218861633722317,0.20262478600603057,-0.19941054846199252
oulad_FFF_2013J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,2283,0.9309110895868886,0.8709278350515464,0.8538066324147594,0.6845289541918754,0.3846801346801347,1.0,1.9217171717171717,0.09625939919871197,-0.02245712505465719
oulad_FFF_2013J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,2283,0.8304625401657366,0.8023809523809524,0.7565982404692082,0.6845289541918754,0.38215488215488214,0.9934354485776805,1.90910196052428,0.18350129400038398,-0.13269819199465732
oulad_FFF_2014B,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,1500,0.9174149261500424,0.8368600682593856,0.844299674267101,0.7212276214833758,0.3534278959810875,0.9966666666666667,1.7671394799054376,0.11162972193474546,-0.018189768749795943
oulad_FFF_2014B,OULAD,P_out_other_institutions,44,raw,gradient_boosting,1500,0.8809788463067791,0.7913846153846154,0.7534545454545455,0.7212276214833758,0.34988179669030733,0.9866666666666667,1.749408983451537,0.18380042458276177,-0.2032639845043822
oulad_FFF_2014J,OULAD,P_in_leave_one_cohort_out,18,raw,gradient_boosting,2365,0.9471078524206322,0.8867469879518072,0.8741071428571429,0.6908386382507611,0.3782051282051282,0.9978858350951374,1.891025641025641,0.08555419307614656,-0.03237146143251274
oulad_FFF_2014J,OULAD,P_out_other_institutions,44,raw,gradient_boosting,2365,0.8548524550650781,0.8174889691135179,0.7966025927581583,0.6908386382507611,0.3766025641025641,0.9936575052854123,1.8830128205128205,0.17277860383324795,-0.11828756117161626
ku_Accountancy_1819,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,756,0.6383929692404269,0.8122270742358079,0.4141689373297003,0.4587155963302752,0.3511111111111111,0.5231788079470199,1.7578807947019868,0.20904164342601514,0.11141951103700226
ku_Accountancy_1819,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,756,0.675032433563507,0.8134453781512605,0.3105590062111801,0.4587155963302752,0.3333333333333333,0.4966887417218543,1.6688741721854303,0.20314624395300707,0.05830561513662136
ku_Globaleconom_1819,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,743,0.5996172248803828,0.4970414201183432,0.5802469135802469,0.6086142322097378,0.2553846153846154,0.5570469798657718,1.2734950955085182,0.2676199318900135,0.14984072067355358
ku_Globaleconom_1819,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,743,0.6324990798675009,0.7095516569200779,0.3521739130434783,0.6086142322097378,0.27076923076923076,0.5906040268456376,1.3502116675271039,0.24041315832703855,-0.046004107692001917
ku_Accountancy_1920,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,711,0.6931091340665713,0.8132854578096947,0.3246753246753247,0.48723404255319147,0.34497816593886466,0.5563380281690141,1.727320253398118,0.19798032049958803,0.042409829119097076
ku_Accountancy_1920,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,711,0.7115684284911848,0.8003679852805887,0.3522388059701492,0.48723404255319147,0.34497816593886466,0.5563380281690141,1.727320253398118,0.19572209259715062,0.044848203326293745
ku_Globaleconom_1920,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,681,0.6716081455765512,0.8216318785578748,0.38961038961038963,0.3938679245283019,0.3473053892215569,0.4264705882352941,1.7390806622050017,0.18788380706049818,0.11460410714560001
ku_Globaleconom_1920,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,681,0.7021424077914211,0.8428701180744778,0.3371647509578544,0.3938679245283019,0.38323353293413176,0.47058823529411764,1.9189855582951745,0.17140927763881167,-0.0025656901227110174
ku_Accountancy_2021,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,725,0.6693049457527487,0.8222591362126246,0.13008130081300814,0.4607218683651805,0.3225806451612903,0.4827586206896552,1.6129032258064515,0.21760662921539997,-0.13952239214897552
ku_Accountancy_2021,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,725,0.6129032258064516,0.8253706754530478,0.1016949152542373,0.4607218683651805,0.35023041474654376,0.5241379310344828,1.7511520737327189,0.2121090352057574,-0.10374637279107068
ku_Globaleconom_2021,KU Leuven,P_in_leave_one_cohort_out,5,raw,gradient_boosting,335,0.6560315308888571,0.6811279826464208,0.2966507177033493,0.6546184738955823,0.294478527607362,0.7164179104477612,1.4723926380368098,0.2680779021716506,-0.18434485846582405
ku_Globaleconom_2021,KU Leuven,P_out_other_institutions,57,raw,gradient_boosting,335,0.6592773576829791,0.6779661016949152,0.23232323232323232,0.6546184738955823,0.2822085889570552,0.6865671641791045,1.4110429447852761,0.27841342813029657,-0.2030240813410632
ukzn_ISTN101_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,1056,0.6515600069804548,0.9040667361835245,0.05154639175257732,0.2967741935483871,0.358695652173913,0.3127962085308057,1.7951782402637544,0.13964036397120402,-0.061325539940429066
ukzn_ISTN101_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,1056,0.5818427153968887,0.8711111111111111,0.2564102564102564,0.2967741935483871,0.29347826086956524,0.2559241706161137,1.4687821965794352,0.21292266728110162,0.2658136087521478
ukzn_ISTN101_2020,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,978,0.6684277586169021,0.9588014981273408,0.11494252873563218,0.09542356377799414,0.4489795918367347,0.11224489795918367,2.2403165347771763,0.08157095750696161,0.13076970084412715
ukzn_ISTN101_2020,UKZN,P_out_other_institutions,47,raw,gradient_boosting,978,0.7266096966235364,0.9418221734357849,0.208955223880597,0.09542356377799414,0.4897959183673469,0.12244897959183673,2.443981674302374,0.1671860701582129,0.3321899249169641
ukzn_ISTN101_2021,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,741,0.7897644800299668,0.9576271186440678,0.09090909090909091,0.15671641791044774,0.6190476190476191,0.2635135135135135,3.099420849420849,0.06576825835812214,-0.03722859016803885
ukzn_ISTN101_2021,UKZN,P_out_other_institutions,47,raw,gradient_boosting,741,0.7312941892587911,0.9495677233429395,0.2553191489361702,0.15671641791044774,0.5238095238095238,0.22297297297297297,2.6225868725868726,0.11314660456790138,0.2079408943253457
ukzn_ISTN102_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,257,0.6849906629318394,0.84688995215311,0.3333333333333333,0.4184615384615385,0.36764705882352944,0.49019607843137253,1.8526528258362167,0.1801823294450048,0.02703445700528423
ukzn_ISTN102_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,257,0.6609477124183005,0.7578347578347578,0.4785276073619632,0.4184615384615385,0.3382352941176471,0.45098039215686275,1.7044405997693195,0.222267304143506,0.20314068578818012
ukzn_ISTN103_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,1113,0.6967937679376794,0.8454258675078864,0.09259259259259259,0.4246284501061571,0.35,0.47085201793721976,1.7468609865470854,0.1805800831056908,-0.04258741304779978
ukzn_ISTN103_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,1113,0.6691225912259122,0.7651612903225806,0.46153846153846156,0.4246284501061571,0.3333333333333333,0.4484304932735426,1.6636771300448432,0.22208321320012445,0.19637758838996322
ukzn_ISTN103_2020,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,1082,0.7496695292477855,0.9330669330669331,0.1728395061728395,0.19214703425229743,0.40869565217391307,0.2175925925925926,2.0472624798711756,0.09827176982617392,0.05972558352515227
ukzn_ISTN103_2020,UKZN,P_out_other_institutions,47,raw,gradient_boosting,1082,0.7268737916460593,0.9436619718309859,0.36363636363636365,0.19214703425229743,0.4782608695652174,0.25462962962962965,2.3957326892109503,0.12314475431799733,0.19750353360348816
ukzn_ISTN211_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,280,0.7383545069570477,0.9608938547486033,0.08695652173913043,0.12709030100334448,0.47368421052631576,0.16071428571428573,2.368421052631579,0.06502613763652328,0.06732767826127213
ukzn_ISTN211_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,280,0.5442629562411776,0.9398058252427185,0.3111111111111111,0.12709030100334448,0.42105263157894735,0.14285714285714285,2.1052631578947367,0.19273970207114588,0.36725104094245264
ukzn_ISTN211_2021,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,327,0.9258064516129032,0.9747634069400631,0.2,0.09883720930232558,0.8235294117647058,0.2153846153846154,4.142986425339367,0.040781837068540217,0.0075595770914214586
ukzn_ISTN211_2021,UKZN,P_out_other_institutions,47,raw,gradient_boosting,327,0.8064516129032258,0.9747634069400631,0.2,0.09883720930232558,0.7058823529411765,0.18461538461538463,3.5511312217194573,0.07955566580715151,0.1945334299137142
ukzn_ISTN212_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,238,0.764526710402999,0.88,0.3684210526315789,0.3120567375886525,0.4318181818181818,0.3958333333333333,2.141098484848485,0.14886368372125786,0.11886405836156239
ukzn_ISTN212_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,238,0.776300374882849,0.8319559228650137,0.46017699115044247,0.3120567375886525,0.4772727272727273,0.4375,2.3664772727272725,0.21082485857950792,0.28537969370309024
ukzn_ISTN212_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,264,0.8126876876876878,0.9246861924686193,0.28,0.2745098039215686,0.5238095238095238,0.41509433962264153,2.6091644204851754,0.10915275214600335,0.024017138870483373
ukzn_ISTN212_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,264,0.7168597168597168,0.9015317286652079,0.36619718309859156,0.2745098039215686,0.40476190476190477,0.32075471698113206,2.0161725067385445,0.1879252105042232,0.2639815643484692
ukzn_ISTN2IP_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,99,0.6821621621621621,0.8402366863905325,0.06896551724137931,0.40322580645161293,0.28,0.35,1.386,0.1785151527584185,0.03930520765536155
ukzn_ISTN2IP_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,99,0.6575675675675675,0.8111888111888111,0.509090909090909,0.40322580645161293,0.36,0.45,1.782,0.21902061089220265,0.1847991858527921
ukzn_ISTN2IP_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,116,0.7702922077922078,0.8627450980392157,0.0,0.3888888888888889,0.5,0.6086956521739131,2.5217391304347827,0.16589285621085512,-0.11235164894240532
ukzn_ISTN2IP_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,116,0.6026785714285714,0.6447368421052632,0.325,0.3888888888888889,0.35714285714285715,0.43478260869565216,1.8012422360248446,0.2289119220774109,0.2458158072298399
ukzn_ISTN3ND_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,144,0.5973986690865094,0.7510917030567685,0.03389830508474576,0.5671641791044776,0.22807017543859648,0.4482758620689655,1.1324863883847551,0.25113071052547453,-0.13105799547167957
ukzn_ISTN3ND_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,144,0.5221818915103851,0.6022727272727273,0.375,0.5671641791044776,0.17543859649122806,0.3448275862068966,0.8711433756805809,0.2517079521301391,0.10053437891252642
ukzn_ISTN3ND_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,223,0.6110335195530726,0.7115384615384616,0.3283582089552239,0.32958801498127344,0.29545454545454547,0.28888888888888886,1.4641414141414142,0.23315674285297264,0.23656689211232604
ukzn_ISTN3ND_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,223,0.5358049771457593,0.8652849740932642,0.13333333333333333,0.32958801498127344,0.29545454545454547,0.28888888888888886,1.4641414141414142,0.18249306884792213,0.13959646514213533
ukzn_ISTN3SA_2018,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,141,0.684084084084084,0.888,0.125,0.3508771929824561,0.36666666666666664,0.39285714285714285,1.8464285714285713,0.1613776027201807,-0.08282956104203301
ukzn_ISTN3SA_2018,UKZN,P_out_other_institutions,47,raw,gradient_boosting,141,0.6121621621621621,0.8706896551724138,0.4,0.3508771929824561,0.36666666666666664,0.39285714285714285,1.8464285714285713,0.1998553898897284,0.19894710337951757
ukzn_ISTN3SA_2019,UKZN,P_in_leave_one_cohort_out,15,raw,gradient_boosting,195,0.5890588235294117,0.9333333333333333,0.2,0.22727272727272727,0.36,0.23076923076923078,1.8000000000000003,0.11012941280112992,0.008144736320808338
ukzn_ISTN3SA_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,195,0.48858823529411766,0.6950354609929078,0.2037037037037037,0.22727272727272727,0.24,0.15384615384615385,1.2000000000000002,0.2312660448864894,0.32739690052292175
zambia_ICT1110_2020,Zambia,P_in_leave_one_cohort_out,1,raw,gradient_boosting,65,0.39668367346938777,0.23809523809523808,0.6363636363636364,0.8596491228070176,0.16326530612244897,0.6153846153846154,0.8163265306122449,0.4216739347817491,-0.1824310738233904
zambia_ICT1110_2020,Zambia,P_out_other_institutions,61,raw,gradient_boosting,65,0.5497448979591837,0.4,0.18181818181818182,0.8596491228070176,0.22448979591836735,0.8461538461538461,1.1224489795918366,0.4549890880631282,-0.5080016333143456
zambia_ICT1110_2021,Zambia,P_in_leave_one_cohort_out,1,raw,gradient_boosting,52,0.31484375,0.0,0.7469879518072289,0.761904761904762,0.125,0.4,0.65,0.3913644244957069,0.3307337738792345
zambia_ICT1110_2021,Zambia,P_out_other_institutions,61,raw,gradient_boosting,52,0.5765625,0.0,0.7619047619047619,0.761904761904762,0.21875,0.7,1.1375,0.23993556294920043,0.042181297036408494
oviedo_C1112_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,199,0.7475579975579976,0.7109375,0.4788732394366197,0.7035830618892508,0.35185185185185186,0.95,1.7504629629629629,0.2275542413963577,-0.1637677213355045
oviedo_C1112_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,199,0.8061151811151811,0.6946564885496184,0.4117647058823529,0.7035830618892508,0.37037037037037035,1.0,1.8425925925925926,0.2727743912522697,-0.2774960519412487
oviedo_C1127_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,106,0.6347110600841945,0.810126582278481,0.4444444444444444,0.5379310344827586,0.358974358974359,0.6666666666666666,1.811965811965812,0.2040489078668713,0.027215671281011045
oviedo_C1127_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,106,0.6743207041714504,0.825,0.46153846153846156,0.5379310344827586,0.358974358974359,0.6666666666666666,1.811965811965812,0.2100984578229537,-0.12793665737612536
oviedo_C1200_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,107,0.6213662790697674,0.624,0.47191011235955055,0.7485380116959064,0.296875,0.9047619047619048,1.5126488095238098,0.2621217912498048,-0.19274776452782166
oviedo_C1200_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,107,0.674781976744186,0.5873015873015873,0.4090909090909091,0.7485380116959064,0.25,0.7619047619047619,1.2738095238095237,0.31179374791312925,-0.24444125256239763
oviedo_C1303_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,112,0.5534013605442177,0.4782608695652174,0.6363636363636364,0.7692307692307693,0.2,0.6363636363636364,1.018181818181818,0.2542996012489945,-0.1160126846138011
oviedo_C1303_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,112,0.6425170068027211,0.5333333333333333,0.29213483146067415,0.7692307692307693,0.22857142857142856,0.7272727272727273,1.1636363636363636,0.28111261253421943,-0.24696261546762027
oviedo_C174_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,96,0.6888888888888889,0.6597938144329897,0.6526315789473685,0.6382978723404256,0.28888888888888886,0.6842105263157895,1.4596491228070176,0.22754836253373523,0.06645953933311477
oviedo_C174_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,96,0.44270152505446625,0.42016806722689076,0.0547945205479452,0.6382978723404256,0.044444444444444446,0.10526315789473684,0.2245614035087719,0.3329180805012457,-0.07073920636323355
oviedo_C190_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,112,0.5218579234972678,0.589041095890411,0.23076923076923078,0.7052023121387282,0.22950819672131148,0.6363636363636364,1.1684053651266766,0.29354049878932587,-0.16480426852210162
oviedo_C190_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,112,0.5239472838315654,0.6056338028169014,0.3170731707317073,0.7052023121387282,0.21311475409836064,0.5909090909090909,1.0849478390462,0.3412465922471934,-0.22830896717681015
oviedo_C1978_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,164,0.7752394988946205,0.8434782608695652,0.6326530612244898,0.43809523809523815,0.5434782608695652,0.7575757575757576,2.7009222661396572,0.18811245305750934,0.17731876655774026
oviedo_C1978_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,164,0.8062822402358143,0.9068825910931174,0.7160493827160493,0.43809523809523815,0.5869565217391305,0.8181818181818182,2.91699604743083,0.1395288921744615,0.09567434450446444
oviedo_C2011_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,120,0.7663666121112929,0.8571428571428571,0.5517241379310345,0.3561643835616438,0.5769230769230769,0.625,2.8846153846153846,0.18503713395339555,0.2171917211886652
oviedo_C2011_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,120,0.7966448445171849,0.8958333333333334,0.5833333333333334,0.3561643835616438,0.5769230769230769,0.625,2.8846153846153846,0.13353535375690276,0.1370697747866173
oviedo_C2024_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,327,0.5824125874125874,0.7576374745417516,0.26993865030674846,0.27440633245382584,0.28846153846153844,0.23076923076923078,1.4511834319526629,0.23184080641411386,0.30364520389939764
oviedo_C2024_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,327,0.5570979020979022,0.8972602739726028,0.14285714285714285,0.27440633245382584,0.2692307692307692,0.2153846153846154,1.3544378698224853,0.1591601055957429,0.11106030262564684
oviedo_C2150_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,106,0.6078799249530957,0.7153284671532847,0.48,0.5578231292517007,0.24390243902439024,0.47619047619047616,1.2311265969802554,0.236360433741807,0.03560875118554824
oviedo_C2150_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,106,0.7272045028142589,0.7891156462585034,0.5230769230769231,0.5578231292517007,0.34146341463414637,0.6666666666666666,1.7235772357723576,0.21608393177990579,-0.07865856661675608
oviedo_C2271_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,596,0.671374546129485,0.7747318235995232,0.46458923512747874,0.5860023724792408,0.3522267206477733,0.7310924369747899,1.7640934916476712,0.21982781318301303,-0.05007338111715792
oviedo_C2271_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,596,0.6805621614096957,0.7649667405764967,0.2689655172413793,0.5860023724792408,0.3441295546558704,0.7142857142857143,1.7235396182764604,0.23030917564803513,-0.12186484069590503
oviedo_C2335_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,428,0.4907421289355322,0.27755102040816326,0.7103109656301145,0.807799442896936,0.19655172413793104,0.6627906976744186,0.978187650360866,0.2497127980286943,-0.05213168962876824
oviedo_C2335_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,428,0.578248375812094,0.4918793503480278,0.48470588235294115,0.807799442896936,0.23793103448275862,0.8023255813953488,1.1841218925421009,0.2693191429496831,-0.19791002667146784
oviedo_C2406_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,133,0.6087951807228915,0.5277777777777778,0.4426229508196721,0.7685185185185186,0.24096385542168675,0.7407407407407407,1.186970102632753,0.2976413974658081,-0.24203616802850647
