source,target,source_institution,target_institution,distance,representation,model,n_target,auc,f1_pass,f1_fail,f1_fail_baseline,recall_at_flag20,precision_at_flag20,lift_at_flag20,brier,calibration_in_large,explanation_tau,explanation_jaccard_top3
oulad_AAA_2013J,ukzn_ISTN103_2020,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1082,0.4396474978643047,0.02047082906857728,0.1937657961246841,0.19214703425229743,0.14782608695652175,0.0787037037037037,0.740499194847021,0.7684733054008666,0.8144630198981588,-0.14285714285714288,0.2
oulad_AAA_2013J,ukzn_ISTN211_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,280,0.7897761645493043,0.8271334792122538,0.23300970873786409,0.12709030100334448,0.631578947368421,0.21428571428571427,3.1578947368421053,0.18314398595694154,0.31849210165892045,0.23809523809523814,0.2
oulad_AAA_2013J,ukzn_ISTN211_2021,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,327,0.6078747628083492,0.13253012048192772,0.10559006211180125,0.09883720930232558,0.23529411764705882,0.06153846153846154,1.183710407239819,0.7256351112123387,0.8110822353584523,-0.23809523809523814,0.2
oulad_AAA_2013J,ukzn_ISTN212_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,238,0.7227038425492034,0.39669421487603307,0.37606837606837606,0.3120567375886525,0.3181818181818182,0.2916666666666667,1.5776515151515151,0.45194746177933526,0.5412071193752763,0.14285714285714288,0.5
oulad_AAA_2013J,ukzn_ISTN212_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,264,0.7458172458172458,0.622356495468278,0.36548223350253806,0.2745098039215686,0.5,0.39622641509433965,2.4905660377358494,0.30996249962420075,0.40028237228033303,0.33333333333333337,0.5
oulad_AAA_2013J,ukzn_ISTN2IP_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,99,0.6656756756756758,0.23809523809523808,0.43859649122807015,0.40322580645161293,0.24,0.3,1.188,0.49952395832211804,0.5661245617596584,0.23809523809523814,0.5
oulad_AAA_2013J,ukzn_ISTN2IP_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,116,0.7690746753246753,0.7770700636942676,0.5333333333333333,0.3888888888888889,0.5714285714285714,0.6956521739130435,2.881987577639751,0.19653157422267314,0.21161649994436413,0.7142857142857143,1.0
oulad_AAA_2013J,ukzn_ISTN3ND_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,144,0.6169590643274854,0.26666666666666666,0.5792349726775956,0.5671641791044776,0.2807017543859649,0.5517241379310345,1.3938294010889292,0.37687591769226353,0.36312060718955924,0.5238095238095238,0.5
oulad_AAA_2013J,ukzn_ISTN3ND_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,223,0.5693245302183849,0.011111111111111112,0.3308270676691729,0.32958801498127344,0.29545454545454547,0.28888888888888886,1.4641414141414142,0.5692475811336879,0.637496309156201,-0.04761904761904762,0.2
oulad_AAA_2013J,ukzn_ISTN3SA_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,141,0.6276276276276276,0.717948717948718,0.367816091954023,0.3508771929824561,0.3333333333333333,0.35714285714285715,1.6785714285714286,0.24501392051685777,0.225286672972092,-0.33333333333333337,0.2
oulad_AAA_2013J,ukzn_ISTN3SA_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,195,0.6022352941176471,0.8026315789473685,0.3023255813953488,0.22727272727272727,0.4,0.2564102564102564,2.0,0.20079798661565046,0.22525097964556245,-0.04761904761904762,0.5
oulad_AAA_2013J,zambia_ICT1110_2020,OULAD,Zambia,D3_other_institution,raw,gradient_boosting,65,0.6409438775510204,0.42424242424242425,0.40625,0.8596491228070176,0.22448979591836735,0.8461538461538461,1.1224489795918366,0.42643244980644596,-0.44078914153134424,0.14285714285714288,0.2
oulad_AAA_2013J,zambia_ICT1110_2021,OULAD,Zambia,D3_other_institution,raw,gradient_boosting,52,0.6937500000000001,0.5853658536585366,0.7301587301587301,0.761904761904762,0.25,0.8,1.3,0.2366556077040594,-0.04003647761555096,0.04761904761904762,0.5
oulad_AAA_2013J,oviedo_C1112_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,199,0.7095034595034595,0.5945945945945946,0.647887323943662,0.7035830618892508,0.35185185185185186,0.95,1.7504629629629629,0.22386217049207044,-0.0013968214289445946,0.14285714285714288,0.2
oulad_AAA_2013J,oviedo_C1127_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,106,0.5889781859931115,0.6614173228346457,0.49411764705882355,0.5379310344827586,0.3333333333333333,0.6190476190476191,1.6825396825396828,0.2897580268248418,0.13244208070822155,0.04761904761904762,0.2
oulad_AAA_2013J,oviedo_C1200_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,107,0.5116279069767442,0.6212121212121212,0.3902439024390244,0.7485380116959064,0.25,0.7619047619047619,1.2738095238095237,0.37198119566055354,-0.30550743824666166,0.14285714285714288,0.2
oulad_AAA_2013J,oviedo_C1303_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,112,0.6489795918367347,0.35294117647058826,0.717948717948718,0.7692307692307693,0.2571428571428571,0.8181818181818182,1.309090909090909,0.2367170686777244,0.018757985780374686,0.4285714285714286,1.0
oulad_AAA_2013J,oviedo_C174_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,96,0.4531590413943355,0.5263157894736842,0.5360824742268041,0.6382978723404256,0.06666666666666667,0.15789473684210525,0.3368421052631579,0.3476251937906419,0.06253784061596435,0.6190476190476191,0.5
oulad_AAA_2013J,oviedo_C190_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,112,0.4950176792028287,0.549618320610687,0.3655913978494624,0.7052023121387282,0.2459016393442623,0.6818181818181818,1.2518628912071534,0.34102051638287556,-0.1322677694209473,0.23809523809523814,0.5
oulad_AAA_2013J,oviedo_C1978_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,164,0.7641857037582903,0.6382978723404256,0.5142857142857142,0.43809523809523815,0.5,0.696969696969697,2.484848484848485,0.28031391455087545,0.31516039369419724,0.8095238095238096,1.0
oulad_AAA_2013J,oviedo_C2011_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,120,0.7508183306055646,0.6301369863013698,0.425531914893617,0.3561643835616438,0.5384615384615384,0.5833333333333334,2.6923076923076925,0.3020273259063355,0.34873258761765535,0.23809523809523814,0.5
oulad_AAA_2013J,oviedo_C2024_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,327,0.5515734265734266,0.3693181818181818,0.26490066225165565,0.27440633245382584,0.28846153846153844,0.23076923076923078,1.4511834319526629,0.3668707363994874,0.44205204884247973,-0.14285714285714288,0.2
oulad_AAA_2013J,oviedo_C2150_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,106,0.7504690431519699,0.7401574803149606,0.611764705882353,0.5578231292517007,0.36585365853658536,0.7142857142857143,1.8466898954703832,0.2099743910807235,0.10676983222753511,0.04761904761904762,0.5
oulad_AAA_2013J,oviedo_C2271_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,596,0.604097305198195,0.37627811860940696,0.566145092460882,0.5860023724792408,0.2874493927125506,0.5966386554621849,1.4396625046779845,0.33281738418162304,0.270397231340833,0.6190476190476191,1.0
oulad_AAA_2013J,oviedo_C2335_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,428,0.5822838580709645,0.2843601895734597,0.765891472868217,0.807799442896936,0.23793103448275862,0.8023255813953488,1.1841218925421009,0.25722742599522475,0.11601484934523654,0.6190476190476191,0.5
oulad_AAA_2013J,oviedo_C2406_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,133,0.5912048192771084,0.5040650406504065,0.5734265734265734,0.7685185185185186,0.25301204819277107,0.7777777777777778,1.2463186077643909,0.30068662309053173,-0.11437164799028221,-0.04761904761904762,0.2
oulad_AAA_2013J,oviedo_C2468_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,82,0.6957168352171327,0.4444444444444444,0.6534653465346535,0.6666666666666666,0.34146341463414637,0.875,1.75,0.279341452457502,0.17866067342462044,0.33333333333333337,0.5
oulad_AAA_2013J,oviedo_C2607_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,277,0.6969513832930432,0.4122137404580153,0.817966903073286,0.8482328482328483,0.23039215686274508,0.8545454545454545,1.160338680926916,0.18646093548773723,-0.00828421194084894,0.23809523809523814,0.5
oulad_AAA_2013J,oviedo_C3022_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,238,0.5926038062283737,0.05649717514124294,0.4414715719063545,0.4444444444444445,0.3382352941176471,0.4791666666666667,1.6770833333333335,0.5900611776325639,0.6182380427808685,0.33333333333333337,0.5
oulad_AAA_2013J,oviedo_C3029_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,231,0.5092529711375212,0.09580838323353294,0.488135593220339,0.49511400651465803,0.21052631578947367,0.34782608695652173,1.05720823798627,0.5953426756040772,0.5882697357903037,-0.23809523809523814,0.2
oulad_AAA_2013J,oviedo_C4189_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,128,0.5281862745098039,0.0,0.6382978723404256,0.6382978723404256,0.18333333333333332,0.4230769230769231,0.9025641025641026,0.4811718876257387,0.4797580142799851,0.04761904761904762,0.5
oulad_AAA_2013J,oviedo_C4213_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,140,0.6433354258213014,0.7023809523809523,0.5535714285714286,0.592964824120603,0.3050847457627119,0.6428571428571429,1.5254237288135595,0.23799317515330923,0.04296506447071469,0.04761904761904762,0.5
oulad_AAA_2013J,oviedo_C836_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,87,0.6239429175475687,0.5813953488372093,0.5909090909090909,0.6717557251908397,0.22727272727272727,0.5882352941176471,1.1631016042780749,0.2755996663754926,0.015628772907689048,-0.14285714285714288,0.2
oulad_AAA_2014J,oulad_AAA_2013J,OULAD,OULAD,D1_same_module,raw,gradient_boosting,383,0.7765159301130524,0.8795986622073578,0.5714285714285714,0.430327868852459,0.4857142857142857,0.6623376623376623,2.4159554730983306,0.14445608832385384,-0.009147779485679963,0.04761904761904762,0.2
oulad_AAA_2014J,oulad_AAA_2014J,OULAD,OULAD,D0_within_cohort,raw,gradient_boosting,365,0.8101002258610954,0.8810408921933085,0.6666666666666666,0.469601677148847,0.5535714285714286,0.8493150684931506,2.7678571428571423,0.14260522376231524,-0.011370489302033604,1.0,1.0
oulad_AAA_2014J,oulad_BBB_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1767,0.8580808224345426,0.7758007117437722,0.7954545454545454,0.7059685097034054,0.36410788381742737,0.9943342776203966,1.8226023532730713,0.1463736514930816,0.032333514109437744,0.5238095238095238,0.5
oulad_AAA_2014J,oulad_BBB_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2237,0.8895878707321762,0.8159851301115242,0.8294573643410853,0.684891240446796,0.38197424892703863,0.9955257270693513,1.9115803016773725,0.1341772252119757,0.0666677653513219,0.9047619047619049,1.0
oulad_AAA_2014J,oulad_BBB_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1613,0.8626875032990644,0.7609289617486339,0.8013620885357549,0.7090836334533814,0.36455981941309257,1.0,1.8205417607223477,0.15281900658642208,0.06738305713738901,0.4285714285714286,1.0
oulad_AAA_2014J,oulad_BBB_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2292,0.8697711074561404,0.8178407669862443,0.8,0.6643356643356644,0.393859649122807,0.980349344978166,1.9710181567455756,0.14516090759776412,0.03739908717538054,0.7142857142857143,0.5
oulad_AAA_2014J,oulad_CCC_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1936,0.8736112246578491,0.7492103600758054,0.8265618173875054,0.7933935805546899,0.3040062843676355,1.0,1.5208169677926158,0.14139209196060762,-0.060473511223999465,0.23809523809523814,0.5
oulad_AAA_2014J,oulad_CCC_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2498,0.8800002657374715,0.78427869584636,0.8248095756256801,0.7450389349409695,0.3351314902225219,0.994,1.6743169251517196,0.13814213502508507,-0.018115533293448394,0.5238095238095238,1.0
oulad_AAA_2014J,oulad_DDD_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1303,0.825644734564696,0.734375,0.7435897435897436,0.7566793893129771,0.3291298865069357,1.0,1.6431273644388398,0.185660119119279,-0.1273614084947638,0.33333333333333337,0.5
oulad_AAA_2014J,oulad_DDD_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1938,0.8531925979022386,0.780564263322884,0.7859327217125383,0.7279291106005907,0.34715960324616774,0.9922680412371134,1.7340085337398792,0.1545616949565203,-0.05361139236257206,0.33333333333333337,0.5
oulad_AAA_2014J,oulad_DDD_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1228,0.8572836154538689,0.7785588752196837,0.8088012139605463,0.7577137076378352,0.3257676902536716,0.991869918699187,1.6261899334614172,0.1497495515468324,-0.06577981913068065,0.04761904761904762,0.5
oulad_AAA_2014J,oulad_DDD_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1803,0.8539418667386025,0.7816593886462883,0.7745208568207441,0.718550106609808,0.35311572700296734,0.9889196675900277,1.763622315197646,0.15358925337621104,-0.05505322125212564,0.4285714285714286,0.5
oulad_AAA_2014J,oulad_EEE_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1052,0.8998543295266266,0.876839659178931,0.8044280442804428,0.5926421404682275,0.47404063205417607,1.0,2.3747178329571104,0.10966017598706147,0.008497602271178573,0.33333333333333337,0.5
oulad_AAA_2014J,oulad_EEE_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,694,0.8974598741573782,0.8494208494208494,0.8085106382978723,0.6537342386032978,0.4124629080118694,1.0,2.059347181008902,0.12202323199795931,-0.009600078175698745,0.4285714285714286,0.5
oulad_AAA_2014J,oulad_EEE_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1188,0.8905205722639933,0.8794520547945206,0.8078602620087336,0.5957446808510638,0.46825396825396826,0.9915966386554622,2.3373349339735894,0.11142119326856555,0.007428040220781362,0.23809523809523814,0.5
oulad_AAA_2014J,oulad_FFF_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1614,0.8414399099940979,0.8077348066298342,0.7545839210155149,0.6802943581357318,0.3858173076923077,0.9938080495356038,1.92789205763277,0.162361661101142,-0.08494826650158427,-0.33333333333333337,0.2
oulad_AAA_2014J,oulad_FFF_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2283,0.9113009855018988,0.8536385936222404,0.8311320754716981,0.6845289541918754,0.3846801346801347,1.0,1.9217171717171717,0.11636004297536096,-0.0566568554071018,0.33333333333333337,0.5
oulad_AAA_2014J,oulad_FFF_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1500,0.8834947332653753,0.8091091761553918,0.8108825481088254,0.7212276214833758,0.34988179669030733,0.9866666666666667,1.749408983451537,0.140722952914119,-0.06080583931343486,0.5238095238095238,0.5
oulad_AAA_2014J,oulad_FFF_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2365,0.9132538650919357,0.8404701931150294,0.838160136286201,0.6908386382507611,0.37580128205128205,0.9915433403805497,1.8790064102564104,0.1181320711679029,-0.016190731592234164,-0.33333333333333337,0.2
oulad_AAA_2014J,ku_Accountancy_1819,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,756,0.434149403640929,0.2015748031496063,0.4218928164196123,0.4587155963302752,0.13777777777777778,0.2052980132450331,0.6898013245033112,0.49531291417111106,0.47367864168234836,-0.14285714285714288,0.2
oulad_AAA_2014J,ku_Globaleconom_1819,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,743,0.6317666543982333,0.6149870801033591,0.5814606741573034,0.6086142322097378,0.28307692307692306,0.6174496644295302,1.411584925141972,0.2910874053875079,0.15735186481221286,0.23809523809523814,0.2
oulad_AAA_2014J,ku_Accountancy_1920,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,711,0.4542254797151606,0.2938388625592417,0.43346007604562736,0.48723404255319147,0.1615720524017467,0.2605633802816901,0.8089980933636753,0.4313810229383328,0.38821889116684616,-0.4285714285714286,0.0
oulad_AAA_2014J,ku_Globaleconom_1920,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,681,0.376226146927934,0.22570532915360503,0.31767955801104975,0.3938679245283019,0.18562874251497005,0.22794117647058823,0.9295086297992251,0.6328062208624021,0.5595362501215281,-0.23809523809523814,0.2
oulad_AAA_2014J,ku_Accountancy_2021,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,725,0.3949118255379367,0.026119402985074626,0.4288840262582057,0.4607218683651805,0.18433179723502305,0.27586206896551724,0.9216589861751151,0.6378654380251472,0.6025263566176683,0.33333333333333337,0.5
oulad_AAA_2014J,ku_Globaleconom_2021,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,335,0.4922064488514767,0.5692307692307692,0.4,0.6546184738955823,0.2085889570552147,0.5074626865671642,1.0429447852760738,0.34275202317205566,-0.0199997150356383,-0.14285714285714288,0.2
oulad_AAA_2014J,ukzn_ISTN101_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1056,0.6118711358197049,0.81725584182145,0.3115124153498871,0.2967741935483871,0.33695652173913043,0.2938388625592417,1.6863795590356478,0.20081049776894275,0.17188749376839157,0.9047619047619049,1.0
oulad_AAA_2014J,ukzn_ISTN101_2020,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,978,0.6479866435271633,0.8295662797800856,0.12539184952978055,0.09542356377799414,0.3673469387755102,0.09183673469387756,1.8329862557267806,0.21409384336494966,0.33828362812562474,-0.04761904761904762,0.2
oulad_AAA_2014J,ukzn_ISTN101_2021,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,741,0.7150817062321486,0.8539325842696629,0.2288135593220339,0.15671641791044774,0.38095238095238093,0.16216216216216217,1.9073359073359075,0.1779121371607765,0.2800368772127,0.33333333333333337,0.5
oulad_AAA_2014J,ukzn_ISTN102_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,257,0.6441020852785558,0.35537190082644626,0.4264705882352941,0.4184615384615385,0.3235294117647059,0.43137254901960786,1.630334486735871,0.4238056748489491,0.4593068128431402,-0.14285714285714288,0.2
oulad_AAA_2014J,ukzn_ISTN103_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1113,0.6729561295612956,0.5806974858069749,0.47935548841893255,0.4246284501061571,0.31333333333333335,0.42152466367713004,1.5638565022421527,0.32087443020452405,0.34020742466039794,0.4285714285714286,0.5
