source,target,source_institution,target_institution,distance,representation,model,n_target,auc,f1_pass,f1_fail,f1_fail_baseline,recall_at_flag20,precision_at_flag20,lift_at_flag20,brier,calibration_in_large,explanation_tau,explanation_jaccard_top3
oulad_AAA_2013J,oulad_AAA_2013J,OULAD,OULAD,D0_within_cohort,raw,gradient_boosting,383,0.7094552929085304,0.8383838383838383,0.4418604651162791,0.430327868852459,0.4,0.5454545454545454,1.9896103896103896,0.1855412918718596,-0.013604192738860321,1.0,1.0
oulad_AAA_2013J,oulad_AAA_2014J,OULAD,OULAD,D1_same_module,raw,gradient_boosting,365,0.7555406549971767,0.8186915887850468,0.5025641025641026,0.469601677148847,0.42857142857142855,0.6575342465753424,2.142857142857143,0.1790473101279547,-0.0009590493077650808,0.23809523809523814,0.5
oulad_AAA_2013J,oulad_BBB_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1767,0.8334157955385149,0.7327433628318584,0.7536704730831973,0.7059685097034054,0.36099585062240663,0.9858356940509915,1.8070245553818483,0.17509145595623382,-0.028434457580626682,-0.04761904761904762,0.2
oulad_AAA_2013J,oulad_BBB_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2237,0.8366136057907887,0.7133004926108374,0.7618657937806874,0.684891240446796,0.37682403433476397,0.9821029082774049,1.8858061852502617,0.17859727072374543,0.04654467096872994,0.14285714285714288,0.5
oulad_AAA_2013J,oulad_BBB_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1613,0.8264117667150012,0.6641622839969947,0.7641160949868074,0.7090836334533814,0.3611738148984199,0.9907120743034056,1.8036327041212112,0.18946218147978341,0.07182032496611379,0.33333333333333337,0.5
oulad_AAA_2013J,oulad_BBB_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2292,0.8229707297758285,0.7245349867139061,0.7325881341358556,0.6643356643356644,0.3973684210526316,0.9890829694323144,1.9885773385428636,0.18353488763302925,0.0319786030554674,0.33333333333333337,0.5
oulad_AAA_2013J,oulad_CCC_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1936,0.8533268404346451,0.7119289340101523,0.8022648083623694,0.7933935805546899,0.30243519245875883,0.9948320413436692,1.5129574485792172,0.17050813295446923,-0.124455180466719,-0.14285714285714288,0.2
oulad_AAA_2013J,oulad_CCC_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2498,0.8111476869213982,0.7005395683453237,0.7597402597402597,0.7450389349409695,0.3196223870532704,0.948,1.596833445718139,0.1879694136266796,-0.0709792842450574,0.14285714285714288,0.2
oulad_AAA_2013J,oulad_DDD_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1303,0.8061605222164527,0.6891701828410689,0.6266891891891891,0.7566793893129771,0.3266078184110971,0.9923371647509579,1.6305363501519523,0.2559479276265345,-0.2614565978162132,-0.23809523809523814,0.2
oulad_AAA_2013J,oulad_DDD_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1938,0.8212834784159868,0.7441860465116279,0.6953080836630865,0.7279291106005907,0.3417493237150586,0.9768041237113402,1.7069850241231537,0.2077512545996383,-0.18389050935059165,0.04761904761904762,0.2
oulad_AAA_2013J,oulad_DDD_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1228,0.8395160143935826,0.7177482408131353,0.6932880203908242,0.7577137076378352,0.32309746328437916,0.983739837398374,1.6128605077773073,0.21350270128768856,-0.21413895631047014,0.4285714285714286,0.5
oulad_AAA_2013J,oulad_DDD_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1803,0.8123669933758954,0.7458847736625515,0.7027677496991577,0.718550106609808,0.34817012858555885,0.9750692520775623,1.738921722547819,0.19948635151803185,-0.1455344960149894,-0.33333333333333337,0.2
oulad_AAA_2013J,oulad_EEE_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1052,0.8365580995377836,0.8333333333333334,0.6978609625668449,0.5926421404682275,0.46952595936794583,0.9904761904761905,2.352101472643233,0.1544410871016207,-0.06518146447157808,0.4285714285714286,1.0
oulad_AAA_2013J,oulad_EEE_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,694,0.857695600495391,0.8101571946795647,0.7201426024955436,0.6537342386032978,0.4065281899109792,0.9856115107913669,2.029716286318126,0.1608181824767228,-0.10776073176827528,0.23809523809523814,0.5
oulad_AAA_2013J,oulad_EEE_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1188,0.8452467975494292,0.8403693931398417,0.7186046511627907,0.5957446808510638,0.4583333333333333,0.9705882352941176,2.28781512605042,0.14571389346983404,-0.04748848431837216,0.04761904761904762,0.2
