distance,representation,model,n_pairs,auc_mean,auc_ci_low,auc_ci_high,f1_fail_mean,recall_flag20_mean,brier_mean,tau_mean,jaccard_top3_mean
D0_within_cohort,percentile,gradient_boosting,63,0.6920618902961855,0.6591338743842589,0.7271981310763738,0.5100839501883191,0.3285235826189875,0.19662944432141097,1.0,1.0
D0_within_cohort,raw,gradient_boosting,63,0.691204135527486,0.6559256748190114,0.7256457086420912,0.5073103889031066,0.3274872019823367,0.1971145296617433,1.0,1.0
D0_within_cohort,zscore,gradient_boosting,63,0.6907648521633376,0.6578819678146876,0.7269993776871146,0.5059843594134994,0.327729059518304,0.19738113479824235,1.0,1.0
D1_same_module,percentile,gradient_boosting,78,0.747184498662687,0.7138932091503608,0.7781939978279373,0.5514952841234507,0.33482005249132596,0.17416046072629468,0.20512820512820512,0.42948717948717957
D1_same_module,raw,gradient_boosting,78,0.7530832853025083,0.7249363865480548,0.7804453756379091,0.5655344904607126,0.33977306884990366,0.19212005853152272,0.23321123321123322,0.4346153846153848
D1_same_module,zscore,gradient_boosting,78,0.7442206122834824,0.7152572862079976,0.7751790787279383,0.5411701146777829,0.32991463379504643,0.1785464330096533,0.1965811965811966,0.4410256410256411
D2_other_module,percentile,gradient_boosting,916,0.662032084460207,0.6525029731575734,0.6706398941416694,0.4528377512090149,0.29700837711344874,0.25197004692380465,0.09690164275317115,0.3653930131004367
D2_other_module,raw,gradient_boosting,916,0.6504403829902197,0.6403978685208409,0.6598404797046052,0.4881400937407618,0.30040229478417,0.283288187572835,0.08785610313994593,0.37194323144104807
D2_other_module,zscore,gradient_boosting,916,0.6597756874553301,0.650647085124794,0.6688648039948792,0.4545857755744197,0.2965449941238746,0.24996014374038303,0.12039925140361821,0.37194323144104807
D3_other_institution,percentile,gradient_boosting,2912,0.6132954592470469,0.6091684818795349,0.6172984752863324,0.34886587224460713,0.2715646925199188,0.32310397559369375,0.01609105180533752,0.3139766483516484
D3_other_institution,raw,gradient_boosting,2912,0.5959539915646139,0.5914960662671951,0.6004195302799079,0.41760526455265573,0.2722293943337998,0.3618148258269777,0.03345761381475667,0.332967032967033
D3_other_institution,zscore,gradient_boosting,2912,0.6108660534441911,0.6069944344834328,0.615178137276973,0.3504715434147877,0.2691166363431503,0.32785393160055315,0.02371140763997907,0.3173076923076923
D0_within_cohort,percentile,logistic_regression,63,0.7147880806984591,0.6807403954123292,0.7480707199924331,0.4805815122460654,0.3486728002332434,0.16800362701867944,,
D0_within_cohort,raw,logistic_regression,63,0.7168462507547946,0.6848037672361107,0.7499048062016239,0.47732706594600893,0.34526743147009503,0.16728401227240713,,
D0_within_cohort,zscore,logistic_regression,63,0.7168462507547946,0.6838082354690855,0.7510681530349497,0.47732706594600893,0.34526743147009503,0.16728401227240716,,
D1_same_module,percentile,logistic_regression,78,0.7772565727422713,0.752144154453144,0.8016158637713646,0.552314721513012,0.35779461013041614,0.16071282281213353,,
D1_same_module,raw,logistic_regression,78,0.7745953040814372,0.7479111835689879,0.8019218794462061,0.5500003114435494,0.35499371800632956,0.17747883748156404,,
D1_same_module,zscore,logistic_regression,78,0.7828995773973119,0.7604054774283937,0.8052288064464468,0.5423238058504503,0.35910057312309596,0.15678225643542623,,
D2_other_module,percentile,logistic_regression,916,0.6856465021083729,0.6767984601030644,0.6948696873659286,0.4357780038219006,0.321033500229496,0.22617265080334004,,
D2_other_module,raw,logistic_regression,916,0.6699422023249822,0.659174583012644,0.6812895240573583,0.46950783063322077,0.3107800607023904,0.2604204572439048,,
D2_other_module,zscore,logistic_regression,916,0.6887236321447125,0.6788625965785696,0.6987812421247093,0.4400782621426265,0.323411895959313,0.21935528652585284,,
D3_other_institution,percentile,logistic_regression,2912,0.6503745872392592,0.6450133119014618,0.6555549308425506,0.3451590442701074,0.3034646016704445,0.2938750108053707,,
D3_other_institution,raw,logistic_regression,2912,0.5985051300810174,0.5931880913159123,0.604429893762764,0.37390182194808463,0.2741003764637886,0.3491961227984641,,
D3_other_institution,zscore,logistic_regression,2912,0.6566956932886127,0.6516538533099402,0.6616864008472764,0.3290020256615714,0.30685429370557066,0.29132128742696267,,
D0_within_cohort,percentile,random_forest,63,0.6923020500253049,0.6555451623026891,0.724506418191713,0.495256519532759,0.33135539423514077,0.17485520859982787,,
D0_within_cohort,raw,random_forest,63,0.6923160690856471,0.658329975780982,0.7276016592051375,0.49435405464732,0.3298361569404599,0.17499636635469246,,
D0_within_cohort,zscore,random_forest,63,0.6923345719573183,0.6586771120023321,0.7289405548495558,0.49206411932104416,0.32801590421006455,0.17502071912541703,,
D1_same_module,percentile,random_forest,78,0.7558769774451987,0.7288705861405197,0.7833715992534722,0.5498654516157332,0.3511715249387139,0.16538675648990553,,
D1_same_module,raw,random_forest,78,0.7591356882672307,0.7318675139189099,0.7845415796820282,0.5555113574640582,0.34733149346170966,0.17291134000810457,,
D1_same_module,zscore,random_forest,78,0.7564133527698773,0.7287343279104964,0.7832524367516182,0.5463178301397895,0.3466254419011584,0.1654455762790775,,
D2_other_module,percentile,random_forest,916,0.6745988216524521,0.665323428464722,0.6834500693283425,0.4356115610703086,0.3120887441776241,0.22230494831558567,,
D2_other_module,raw,random_forest,916,0.6685789940998854,0.6585002681744909,0.67852952048562,0.4717798371314954,0.3201260338040782,0.23806902147171172,,
D2_other_module,zscore,random_forest,916,0.6765504639485671,0.667675552169037,0.6862294668225368,0.4396410611752145,0.31234053030600245,0.21837148117558858,,
D3_other_institution,percentile,random_forest,2912,0.6369156665994405,0.6328516074379313,0.6409244647522938,0.3400959526915665,0.2923655382559606,0.28736744124710345,,
D3_other_institution,raw,random_forest,2912,0.629573848984752,0.6249979178699328,0.6344604713114579,0.3853528869881718,0.29972075221010236,0.30386171124875366,,
D3_other_institution,zscore,random_forest,2912,0.6383822489585823,0.6342508222739645,0.6426460760629482,0.3389512894645335,0.29257435269507304,0.28998814093352704,,
