covariate,spearman_vs_self_tau_shap,spearman_vs_cross_tau
margin,0.10321126308451764,0.1506697801073191
p_risk,-0.06218682308459786,-0.10316299184956186
active_weeks,-0.09538925197984523,-0.45506680563381313
weeks_since_active,0.07513652496002364,0.13667059777508292
cum_clicks,-0.05321908085322697,-0.36383188677022893
