source,target,d_prevalence,d_scale,d_length,d_shape
oulad_BBB_2013J,oulad_DDD_2014J,0.03994534515191117,0.2389905405281122,1,0.17201344361635248
oulad_BBB_2013J,oulad_EEE_2013J,0.09968410639588937,0.5899061015528483,0,0.2747150110105657
oulad_BBB_2013J,oulad_EEE_2014B,0.03519598989486489,0.5035607712865054,4,0.2425842519415504
oulad_BBB_2013J,oulad_EEE_2014J,0.09654434375042337,0.5460777401248761,0,0.25390122137998755
oulad_BBB_2013J,oulad_FFF_2013B,0.005297300830517937,0.8105205435269653,4,0.3886458555650068
oulad_BBB_2013J,oulad_FFF_2013J,0.000418831067749037,0.6834680929241123,0,0.2965597529945666
oulad_BBB_2013J,oulad_FFF_2014B,0.043213232007152436,0.629714009589035,4,0.2907530919386082
oulad_BBB_2013J,oulad_FFF_2014J,0.006908792260852226,0.6513283699007922,0,0.2691348530460298
oulad_BBB_2013J,ku_Accountancy_1819,0.22291442756731566,0.07525095241919245,26,0.47335678414833154
oulad_BBB_2013J,ku_Globaleconom_1819,0.08337088643160934,0.3951290313382092,24,0.4589984199764892
oulad_BBB_2013J,ku_Accountancy_1920,0.20305627153894684,0.0028292900188642534,26,0.5042964891375091
oulad_BBB_2013J,ku_Globaleconom_1920,0.2755591615317609,0.23736091579460392,24,0.47306916244231995
oulad_BBB_2013J,ku_Accountancy_2021,0.22203158127085582,0.5833312908056811,26,0.608968615965242
oulad_BBB_2013J,ku_Globaleconom_2021,0.03421960381374306,0.2703611758975292,24,0.4851887188999126
oulad_BBB_2013J,ukzn_ISTN101_2019,0.34654434375042337,0.016599261819461704,6,0.40982301300249446
oulad_BBB_2013J,ukzn_ISTN101_2020,0.47068451850409504,0.09123288011636592,4,0.2831390795469549
oulad_BBB_2013J,ukzn_ISTN101_2021,0.4357665250778678,0.5183429914474562,15,0.4538187737491316
oulad_BBB_2013J,ukzn_ISTN102_2018,0.25619532830413166,0.5154228629007456,20,0.46944199616187704
oulad_BBB_2013J,ukzn_ISTN103_2019,0.2512449890171063,0.5154228629007456,20,0.4596941314459844
oulad_BBB_2013J,ukzn_ISTN103_2020,0.4145021099521821,0.49291552190289434,25,0.42231410919340445
oulad_BBB_2013J,ukzn_ISTN211_2019,0.4529296251357047,0.009984220906600923,2,0.4225002964976782
oulad_BBB_2013J,ukzn_ISTN211_2021,0.4687990004087497,0.16633142176652496,20,0.4260015588342763
oulad_BBB_2013J,ukzn_ISTN212_2018,0.3359128184130156,0.40936947045281946,21,0.4479036138371308
oulad_BBB_2013J,ukzn_ISTN212_2019,0.3616958589019385,0.36144591813563665,20,0.46071191511513376
oulad_BBB_2013J,ukzn_ISTN2IP_2018,0.2682615154675951,0.4240927272735258,19,0.40391655232960544
oulad_BBB_2013J,ukzn_ISTN2IP_2019,0.27940745764801994,0.14219774204980565,6,0.4480622579061067
oulad_BBB_2013J,ukzn_ISTN3ND_2018,0.1249534346595142,0.5154228629007456,21,0.47276282365129035
oulad_BBB_2013J,ukzn_ISTN3ND_2019,0.3234773509524888,0.008543773543293673,20,0.4339589519573122
oulad_BBB_2013J,ukzn_ISTN3SA_2018,0.3080208105460391,0.07693101053721407,3,0.38966963914889996
oulad_BBB_2013J,ukzn_ISTN3SA_2019,0.39258163978771937,0.005677132891690489,4,0.37698906666273674
oulad_BBB_2013J,zambia_ICT1110_2020,0.23305938585330627,0.19188552623891317,4,0.34148167433817855
oulad_BBB_2013J,zambia_ICT1110_2021,0.0945978473917678,0.04139268515822508,3,0.4142162040016309
oulad_BBB_2013J,oviedo_C1112_1415,0.021926799846348433,0.1581369431512534,15,0.39662711026234054
oulad_BBB_2013J,oviedo_C1127_1415,0.15286223969096074,0.13830269816628146,13,0.41914108108303505
oulad_BBB_2013J,oviedo_C1200_1415,0.07734407312864777,0.1449177390791423,4,0.4433871894757008
oulad_BBB_2013J,oviedo_C1303_1415,0.10421323200715243,0.4316458651639717,15,0.4899932033609152
oulad_BBB_2013J,oviedo_C174_1415,0.052036767992847566,0.28596624922810526,3,0.3371184302956766
oulad_BBB_2013J,oviedo_C190_1415,0.023856089150009585,0.011136366117959567,5,0.42441932070101174
oulad_BBB_2013J,oviedo_C1978_1415,0.24029896311479876,0.3813407468525759,3,0.3684688459375813
oulad_BBB_2013J,oviedo_C2011_1415,0.3041201013261809,0.41300375510791354,3,0.35147093258403045
oulad_BBB_2013J,oviedo_C2024_1415,0.36176536126501885,0.24303804868629444,13,0.45679605459864897
oulad_BBB_2013J,oviedo_C2150_1415,0.13399431516265886,0.1675474855123876,2,0.42985105918954314
oulad_BBB_2013J,oviedo_C2271_1415,0.10635723779150524,0.3813407468525759,16,0.4675330909471192
oulad_BBB_2013J,oviedo_C2335_1415,0.15678332546509638,1.7103994661168007,5,0.5629322183713287
oulad_BBB_2013J,oviedo_C2406_1415,0.1032733823830923,0.08432088570003593,2,0.3879073121849262
oulad_BBB_2013J,oviedo_C2468_1415,0.020786767992847566,0.31536444808817027,17,0.46669023813936966
oulad_BBB_2013J,oviedo_C2607_1415,0.2156753258699683,1.8864907251724818,3,0.5762642583600901
oulad_BBB_2013J,oviedo_C3022_1415,0.23507248227856187,1.5854607295085006,6,0.5303353348491833
oulad_BBB_2013J,oviedo_C3029_1415,0.1917824389885186,0.35501180813022676,6,0.3908525006296256
oulad_BBB_2013J,oviedo_C4189_1415,0.052036767992847566,2.187520720836463,4,0.7291104556485087
oulad_BBB_2013J,oviedo_C4213_1415,0.09935819656427619,0.26656154989462694,2,0.4178236158119931
oulad_BBB_2013J,oviedo_C836_1415,0.015039641556065964,0.4316458651639717,4,0.35158731382121694
oulad_BBB_2014B,oulad_AAA_2013J,0.2751356067461017,0.6996643202023732,5,0.39388704189870954
oulad_BBB_2014B,oulad_AAA_2014J,0.24243772770894023,0.6612446089593336,5,0.3375941318276285
oulad_BBB_2014B,oulad_BBB_2013B,0.0037296007853563906,0.2957869402516093,1,0.16865384066930922
oulad_BBB_2014B,oulad_BBB_2013J,0.028500274784585777,0.09061070782840666,5,0.10190938961952083
oulad_BBB_2014B,oulad_BBB_2014J,0.05190484382455374,0.20951501454263097,4,0.15294684039226905
oulad_BBB_2014B,oulad_CCC_2014B,0.10825427953661626,0.3830969299490942,1,0.1756808154084545
oulad_BBB_2014B,oulad_CCC_2014J,0.044387897174528235,0.4496326504700746,5,0.19828116500817342
oulad_BBB_2014B,oulad_DDD_2013B,0.05930850595625814,0.5601458398490475,1,0.3586941915378509
oulad_BBB_2014B,oulad_DDD_2013J,0.022952379307189963,0.45878888171084503,4,0.29508026658309106
oulad_BBB_2014B,oulad_DDD_2014B,0.06064781064276209,0.4345689040341987,1,0.237551412341039
oulad_BBB_2014B,oulad_DDD_2014J,0.011445070367325394,0.32960124835651883,4,0.22611002740833888
