institution,metric,est_a,est_b,kind,tau_mean,tau_ci_low,tau_ci_high,jaccard_top3_mean,n_students
OULAD,tau_strict,shap,shap,self,0.8343618601343014,0.8187694869784444,0.8464702831116632,0.85685898374579,6829
OULAD,tau_strict,occlusion,occlusion,self,0.6278615707521842,0.5892489949669906,0.6639124346561457,0.6700820032215551,6829
OULAD,tau_strict,lime,lime,self,0.6546158190908521,0.6130809885352985,0.6927213817968652,0.7004202665104701,6829
OULAD,tau_strict,kernelshap_prob,kernelshap_prob,self,0.8238325349176133,0.8105052500802506,0.8346069540404567,0.8576057987992386,6829
OULAD,tau_strict,shap,occlusion,cross,0.23454176516118236,0.20007262724543928,0.27328147909598205,0.4737238248645483,6829
OULAD,tau_strict,shap,lime,cross,0.5029489083669784,0.4647781548290337,0.5359566693861613,0.587930882998975,6829
OULAD,tau_strict,shap,kernelshap_prob,cross,0.7878487403161589,0.771994803805736,0.8060639213603946,0.8034089910675062,6829
OULAD,tau_strict,occlusion,lime,cross,0.08551903994867827,0.04401704365218242,0.1257653951958045,0.3734661004539464,6829
OULAD,tau_strict,occlusion,kernelshap_prob,cross,0.23839926364454114,0.20014415980106243,0.28007608857002403,0.4666012593351882,6829
OULAD,tau_strict,lime,kernelshap_prob,cross,0.49187289500658954,0.46369291671885143,0.5185775179278767,0.572695855908625,6829
OULAD,tau_b,shap,shap,self,0.8343618601343014,0.8187694869784444,0.8464702831116632,,6829
OULAD,tau_b,occlusion,occlusion,self,0.6250607719340747,0.5894915153473533,0.657694199906331,,6829
OULAD,tau_b,lime,lime,self,0.6546158190908521,0.6130809885352985,0.6927213817968652,,6829
OULAD,tau_b,kernelshap_prob,kernelshap_prob,self,0.8238325349176133,0.8105052500802506,0.8346069540404567,,6829
OULAD,tau_b,shap,occlusion,cross,0.2616687036412756,0.22548994563540123,0.3026783446826794,,6829
OULAD,tau_b,shap,lime,cross,0.5029489083669784,0.4647781548290337,0.5359566693861613,,6829
OULAD,tau_b,shap,kernelshap_prob,cross,0.7878487403161589,0.771994803805736,0.8060639213603946,,6829
OULAD,tau_b,occlusion,lime,cross,0.10863867441174424,0.0667968087521796,0.1491115857351609,,6829
OULAD,tau_b,occlusion,kernelshap_prob,cross,0.2621161694054586,0.22274377093783343,0.3058114741419407,,6829
OULAD,tau_b,lime,kernelshap_prob,cross,0.49187289500658954,0.46369291671885143,0.5185775179278767,,6829
KU Leuven,tau_strict,shap,shap,self,0.809277379140393,0.7791533575650771,0.8309329181263786,0.8267884322678843,1314
KU Leuven,tau_strict,occlusion,occlusion,self,0.7854461114735087,0.7516233766233767,0.8132196162046909,0.7290563165905631,1314
KU Leuven,tau_strict,lime,lime,self,0.5333333333333334,0.4885436201383476,0.5629849173417638,0.6198401826484018,1314
KU Leuven,tau_strict,kernelshap_prob,kernelshap_prob,self,0.8132637529897804,0.7894501047763567,0.8336449052551094,0.8380289193302892,1314
KU Leuven,tau_strict,shap,occlusion,cross,0.5587736464448794,0.5002236075986591,0.6019510080208108,0.6118569254185693,1314
KU Leuven,tau_strict,shap,lime,cross,0.43239834746684064,0.3902125556104795,0.4634220032840723,0.5211263318112633,1314
KU Leuven,tau_strict,shap,kernelshap_prob,cross,0.8868014785823007,0.8663291189571023,0.901201420852916,0.8835616438356164,1314
KU Leuven,tau_strict,occlusion,lime,cross,0.286221642386026,0.18696526570542324,0.35681768913938866,0.4569406392694064,1314
KU Leuven,tau_strict,occlusion,kernelshap_prob,cross,0.5629049793433355,0.49553668503569204,0.6094786729857821,0.6169710806697108,1314
KU Leuven,tau_strict,lime,kernelshap_prob,cross,0.43438428643908095,0.397029407374235,0.46105764031577817,0.5271385083713851,1314
KU Leuven,tau_b,shap,shap,self,0.809277379140393,0.7791533575650771,0.8309329181263786,,1314
KU Leuven,tau_b,occlusion,occlusion,self,0.7370852822433407,0.6974541791585942,0.7743502095512376,,1314
KU Leuven,tau_b,lime,lime,self,0.5333333333333334,0.4885436201383476,0.5629849173417638,,1314
KU Leuven,tau_b,kernelshap_prob,kernelshap_prob,self,0.8132637529897804,0.7894501047763567,0.8336449052551094,,1314
KU Leuven,tau_b,shap,occlusion,cross,0.5910561104596812,0.546622269145815,0.6185935281612466,,1314
KU Leuven,tau_b,shap,lime,cross,0.43239834746684064,0.3902125556104795,0.4634220032840723,,1314
KU Leuven,tau_b,shap,kernelshap_prob,cross,0.8868014785823007,0.8663291189571023,0.901201420852916,,1314
KU Leuven,tau_b,occlusion,lime,cross,0.3140744570525908,0.22122916098091197,0.38088078561348576,,1314
KU Leuven,tau_b,occlusion,kernelshap_prob,cross,0.5968332582084886,0.5432699760359627,0.6314698488340456,,1314
KU Leuven,tau_b,lime,kernelshap_prob,cross,0.43438428643908095,0.397029407374235,0.46105764031577817,,1314
UKZN,tau_strict,shap,shap,self,0.7322161247811806,0.7130978341248992,0.7558888041097719,0.7962577447335811,2421
UKZN,tau_strict,occlusion,occlusion,self,0.8008851124092761,0.7652041204778278,0.8325226540604399,0.7841057414291616,2421
UKZN,tau_strict,lime,lime,self,0.5230070218917803,0.48849780990282865,0.5767676454977646,0.621396117306898,2421
UKZN,tau_strict,kernelshap_prob,kernelshap_prob,self,0.6935308117464252,0.6726843211349922,0.7154469102448141,0.7621189591078068,2421
UKZN,tau_strict,shap,occlusion,cross,0.48433744418874536,0.42580669354037615,0.5198044104784578,0.5864353572903759,2421
UKZN,tau_strict,shap,lime,cross,0.33408862925591554,0.25900749395469813,0.40176254669786104,0.47463031805039235,2421
UKZN,tau_strict,shap,kernelshap_prob,cross,0.712570563128184,0.6429697663050604,0.769863118087954,0.7441057414291615,2421
UKZN,tau_strict,occlusion,lime,cross,0.203202140005114,0.09461899522987043,0.2910262811549895,0.4005287071458075,2421
UKZN,tau_strict,occlusion,kernelshap_prob,cross,0.4326862178163293,0.3662168194669557,0.48013058390028496,0.544973151590252,2421
UKZN,tau_strict,lime,kernelshap_prob,cross,0.3598237642847309,0.28860142952365087,0.42378058544860914,0.4952085914911194,2421
UKZN,tau_b,shap,shap,self,0.7322161247811806,0.7130978341248992,0.7558888041097719,,2421
UKZN,tau_b,occlusion,occlusion,self,0.76196155291004,0.7297013950424988,0.7867698413623381,,2373
UKZN,tau_b,lime,lime,self,0.5230070218917803,0.48849780990282865,0.5767676454977646,,2421
UKZN,tau_b,kernelshap_prob,kernelshap_prob,self,0.6935308117464252,0.6726843211349922,0.7154469102448141,,2421
UKZN,tau_b,shap,occlusion,cross,0.47145071005554734,0.405205824735544,0.5141637515339237,,2373
UKZN,tau_b,shap,lime,cross,0.33408862925591554,0.25900749395469813,0.40176254669786104,,2421
UKZN,tau_b,shap,kernelshap_prob,cross,0.712570563128184,0.6429697663050604,0.769863118087954,,2421
UKZN,tau_b,occlusion,lime,cross,0.18777366592022074,0.10548130401133676,0.2547030547999561,,2373
UKZN,tau_b,occlusion,kernelshap_prob,cross,0.41293598478545235,0.3256868715902833,0.4744202352005848,,2373
UKZN,tau_b,lime,kernelshap_prob,cross,0.3598237642847309,0.28860142952365087,0.42378058544860914,,2421
Zambia,tau_strict,shap,shap,self,0.8252380952380953,0.8181818181818182,0.833862433862434,0.81425,40
Zambia,tau_strict,occlusion,occlusion,self,0.6604761904761904,0.6519480519480519,0.670899470899471,0.595,40
Zambia,tau_strict,lime,lime,self,0.6238095238095239,0.6000000000000001,0.6432900432900434,0.6094999999999999,40
Zambia,tau_strict,kernelshap_prob,kernelshap_prob,self,0.8066666666666666,0.7922077922077922,0.8243386243386244,0.8867499999999999,40
Zambia,tau_strict,shap,occlusion,cross,0.5342857142857144,0.4943722943722944,0.5830687830687831,0.5640000000000001,40
Zambia,tau_strict,shap,lime,cross,0.551904761904762,0.49523809523809526,0.6211640211640213,0.602,40
Zambia,tau_strict,shap,kernelshap_prob,cross,0.862857142857143,0.819047619047619,0.9164021164021166,0.82,40
Zambia,tau_strict,occlusion,lime,cross,0.3147619047619048,0.22510822510822512,0.42433862433862435,0.4625,40
Zambia,tau_strict,occlusion,kernelshap_prob,cross,0.523809523809524,0.4727272727272727,0.5862433862433863,0.5795,40
Zambia,tau_strict,lime,kernelshap_prob,cross,0.590952380952381,0.5705627705627706,0.6158730158730159,0.5780000000000001,40
Zambia,tau_b,shap,shap,self,0.8252380952380953,0.8181818181818182,0.833862433862434,,40
Zambia,tau_b,occlusion,occlusion,self,0.6006465141332678,0.5815961306401364,0.6162331915367387,,40
Zambia,tau_b,lime,lime,self,0.6238095238095239,0.6000000000000001,0.6432900432900434,,40
Zambia,tau_b,kernelshap_prob,kernelshap_prob,self,0.8066666666666666,0.7922077922077922,0.8243386243386244,,40
Zambia,tau_b,shap,occlusion,cross,0.531840960967261,0.46399734516964597,0.6147609358310127,,40
Zambia,tau_b,shap,lime,cross,0.551904761904762,0.49523809523809526,0.6211640211640213,,40
Zambia,tau_b,shap,kernelshap_prob,cross,0.862857142857143,0.819047619047619,0.9164021164021166,,40
Zambia,tau_b,occlusion,lime,cross,0.33859794406524524,0.2514213499843386,0.4451471146085755,,40
Zambia,tau_b,occlusion,kernelshap_prob,cross,0.5334279107464215,0.4644156579630431,0.6177762197038841,,40
Zambia,tau_b,lime,kernelshap_prob,cross,0.590952380952381,0.5705627705627706,0.6158730158730159,,40
Oviedo,tau_strict,shap,shap,self,0.7971301187666255,0.7691769457708331,0.8250508274894541,0.8171754523996851,1271
Oviedo,tau_strict,occlusion,occlusion,self,0.7838522348357124,0.7336171074490402,0.8236478211092458,0.7726121164437451,1271
Oviedo,tau_strict,lime,lime,self,0.5986512307519389,0.537626926283624,0.6558539562588483,0.6772619984264359,1271
Oviedo,tau_strict,kernelshap_prob,kernelshap_prob,self,0.7914652879247687,0.7625715600480446,0.8190812082480717,0.8187883556254918,1271
Oviedo,tau_strict,shap,occlusion,cross,0.4583642426286015,0.4123509585865949,0.49721282389319976,0.5416679779701024,1271
Oviedo,tau_strict,shap,lime,cross,0.4221572814806489,0.3365279153296359,0.49710208909402614,0.5620141620771046,1271
Oviedo,tau_strict,shap,kernelshap_prob,cross,0.8349705893372298,0.8053486354860454,0.861508511629047,0.8520849724626278,1271
Oviedo,tau_strict,occlusion,lime,cross,0.22874377130868084,0.13141838922064003,0.31180662460980446,0.4255546813532651,1271
Oviedo,tau_strict,occlusion,kernelshap_prob,cross,0.448053651043423,0.3904962807068471,0.4915469132690009,0.5334539732494099,1271
Oviedo,tau_strict,lime,kernelshap_prob,cross,0.427042823423626,0.3382974055601622,0.5051730781371663,0.5608969315499607,1271
Oviedo,tau_b,shap,shap,self,0.796847884254014,0.7691769457708331,0.8250316243791425,,1271
Oviedo,tau_b,occlusion,occlusion,self,0.7507310699038986,0.6928613864823411,0.7943841959356764,,1259
Oviedo,tau_b,lime,lime,self,0.5986512307519389,0.537626926283624,0.6558539562588483,,1271
Oviedo,tau_b,kernelshap_prob,kernelshap_prob,self,0.7911821144820053,0.7622923909075447,0.8188403277531218,,1271
Oviedo,tau_b,shap,occlusion,cross,0.4528217244084326,0.416853588284326,0.4855501753946686,,1265
Oviedo,tau_b,shap,lime,cross,0.4223138198642471,0.336533021382202,0.4974211406492473,,1271
Oviedo,tau_b,shap,kernelshap_prob,cross,0.8349563523285003,0.805291594909379,0.8614976665931426,,1271
Oviedo,tau_b,occlusion,lime,cross,0.22168022371009535,0.1381073140722665,0.2947270293384997,,1265
Oviedo,tau_b,occlusion,kernelshap_prob,cross,0.4421443956309654,0.3976212431386181,0.4792387140418385,,1265
Oviedo,tau_b,lime,kernelshap_prob,cross,0.42719529083434854,0.3384365376861215,0.5054153863347186,,1271
