group,students,mean_lime_seed_tau,median_lime_seed_tau,p10_lime_seed_tau,mean_self_tau_lime
all,11875,0.8358937343358396,0.9047619047619049,0.6190476190476191,0.6082702756892231
OULAD,6829,0.8572195608364888,0.9047619047619049,0.7142857142857143,0.6546158190908521
KU Leuven,1314,0.8361962745524392,0.9047619047619049,0.6190476190476191,0.5333333333333334
UKZN,2421,0.7812002124269783,0.8095238095238096,0.5238095238095238,0.5230070218917803
Zambia,40,0.9357142857142857,0.9047619047619049,0.8095238095238096,0.6238095238095239
Oviedo,1271,0.8220373908808213,0.8095238095238096,0.6190476190476191,0.5986512307519389
