group,students,mean_lime_seed_tau,median_lime_seed_tau,p10_lime_seed_tau,mean_self_tau_lime
all,11875,0.857379448621554,0.9047619047619049,0.6190476190476191,0.6756675689223057
OULAD,6829,0.8388385666171579,0.9047619047619049,0.6190476190476191,0.722848635720213
KU Leuven,1314,0.9001956947162427,0.9047619047619049,0.7142857142857143,0.476436906573893
UKZN,2421,0.8711276332094176,0.9047619047619049,0.7142857142857143,0.6418795853740092
Zambia,40,0.9071428571428571,0.9047619047619049,0.8095238095238096,0.6838095238095239
Oviedo,1271,0.8849799557903414,0.9047619047619049,0.7142857142857143,0.6922408302424039
