feature_set,n_features,D0_within_cohort,D1_same_module,D2_other_module,drop_D0_to_D2,relative_drop_pct
A_engagement_plus_assessment,17,0.9020805030105224,0.8933610787298757,0.8812750270076103,0.02080547600291216,5.174455326019048
E_rich_engagement,11,0.8607765477074151,0.8560612685717519,0.8208497778268139,0.039926769880601176,11.066897262119502
S_shared7,7,0.8582686392046731,0.8542629358503254,0.8362028013097098,0.022065837894963303,6.159020210071316
