feature_set,n_features,source,target,distance,model,auc
E_rich_engagement,11,oulad_FFF_2013B,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.8460074333744229
E_rich_engagement,11,oulad_FFF_2013B,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8527317099171541
E_rich_engagement,11,oulad_FFF_2013B,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.7955567094429197
E_rich_engagement,11,oulad_FFF_2013B,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.83704442542157
E_rich_engagement,11,oulad_FFF_2013B,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.8395647920261113
E_rich_engagement,11,oulad_FFF_2013B,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8263857666676658
E_rich_engagement,11,oulad_FFF_2013B,oulad_FFF_2013B,D0_within_cohort,gradient_boosting,0.8352550782018494
E_rich_engagement,11,oulad_FFF_2013B,oulad_FFF_2013J,D1_same_module,gradient_boosting,0.8732423166213119
E_rich_engagement,11,oulad_FFF_2013B,oulad_FFF_2014B,D1_same_module,gradient_boosting,0.8612240729896401
E_rich_engagement,11,oulad_FFF_2013B,oulad_FFF_2014J,D1_same_module,gradient_boosting,0.8989265546449968
E_rich_engagement,11,oulad_FFF_2013J,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.846095812900792
E_rich_engagement,11,oulad_FFF_2013J,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8449686919479854
E_rich_engagement,11,oulad_FFF_2013J,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.8340143637385464
E_rich_engagement,11,oulad_FFF_2013J,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8514817860623782
E_rich_engagement,11,oulad_FFF_2013J,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.8135561160151322
E_rich_engagement,11,oulad_FFF_2013J,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.8446807075784158
E_rich_engagement,11,oulad_FFF_2013J,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.8426963160344622
E_rich_engagement,11,oulad_FFF_2013J,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8380585029323901
E_rich_engagement,11,oulad_FFF_2013J,oulad_FFF_2013B,D1_same_module,gradient_boosting,0.8426756467637222
E_rich_engagement,11,oulad_FFF_2013J,oulad_FFF_2013J,D0_within_cohort,gradient_boosting,0.880764263640976
E_rich_engagement,11,oulad_FFF_2013J,oulad_FFF_2014B,D1_same_module,gradient_boosting,0.8603465851172273
E_rich_engagement,11,oulad_FFF_2013J,oulad_FFF_2014J,D1_same_module,gradient_boosting,0.903199461125267
E_rich_engagement,11,oulad_FFF_2014B,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.8359787983857215
E_rich_engagement,11,oulad_FFF_2014B,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8422906924604445
E_rich_engagement,11,oulad_FFF_2014B,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.8331208994569351
E_rich_engagement,11,oulad_FFF_2014B,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8589466831140351
E_rich_engagement,11,oulad_FFF_2014B,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.8304094651732068
E_rich_engagement,11,oulad_FFF_2014B,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.8511362783498538
E_rich_engagement,11,oulad_FFF_2014B,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.8552405294742329
E_rich_engagement,11,oulad_FFF_2014B,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8513154542457213
E_rich_engagement,11,oulad_FFF_2014B,oulad_FFF_2013B,D1_same_module,gradient_boosting,0.8387563323824514
E_rich_engagement,11,oulad_FFF_2014B,oulad_FFF_2013J,D1_same_module,gradient_boosting,0.8775075719139646
E_rich_engagement,11,oulad_FFF_2014B,oulad_FFF_2014B,D0_within_cohort,gradient_boosting,0.8617265274253368
E_rich_engagement,11,oulad_FFF_2014B,oulad_FFF_2014J,D1_same_module,gradient_boosting,0.8998555253311297
E_rich_engagement,11,oulad_FFF_2014J,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.8443938188225689
E_rich_engagement,11,oulad_FFF_2014J,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8479533662161298
E_rich_engagement,11,oulad_FFF_2014J,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.852365700907592
E_rich_engagement,11,oulad_FFF_2014J,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8516230354532163
E_rich_engagement,11,oulad_FFF_2014J,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.8129305442227331
E_rich_engagement,11,oulad_FFF_2014J,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.8413604666719603
E_rich_engagement,11,oulad_FFF_2014J,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.8486290697966112
E_rich_engagement,11,oulad_FFF_2014J,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8360646524593113
E_rich_engagement,11,oulad_FFF_2014J,oulad_FFF_2013B,D1_same_module,gradient_boosting,0.8440620081644699
E_rich_engagement,11,oulad_FFF_2014J,oulad_FFF_2013J,D1_same_module,gradient_boosting,0.8782336300601141
E_rich_engagement,11,oulad_FFF_2014J,oulad_FFF_2014B,D1_same_module,gradient_boosting,0.8733435270132518
E_rich_engagement,11,oulad_FFF_2014J,oulad_FFF_2014J,D0_within_cohort,gradient_boosting,0.9011593123751809
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_BBB_2013B,D0_within_cohort,gradient_boosting,0.900022219581135
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_BBB_2013J,D1_same_module,gradient_boosting,0.8864698770098008
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_BBB_2014B,D1_same_module,gradient_boosting,0.8805793001946836
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_BBB_2014J,D1_same_module,gradient_boosting,0.8576803880360625
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.8915782706525232
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.8979078947225301
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.9120957379498342
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8949416269520127
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_FFF_2013B,D2_other_module,gradient_boosting,0.8327029128959277
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_FFF_2013J,D2_other_module,gradient_boosting,0.8693614224436144
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_FFF_2014B,D2_other_module,gradient_boosting,0.8672237042820685
A_engagement_plus_assessment,17,oulad_BBB_2013B,oulad_FFF_2014J,D2_other_module,gradient_boosting,0.8921626437573171
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_BBB_2013B,D1_same_module,gradient_boosting,0.8998129421309096
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_BBB_2013J,D0_within_cohort,gradient_boosting,0.8917121741080007
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_BBB_2014B,D1_same_module,gradient_boosting,0.8909205088477028
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_BBB_2014J,D1_same_module,gradient_boosting,0.8742770010964912
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.8440607768958782
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.8996210411361806
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.912424638557743
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8876974492701496
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_FFF_2013B,D2_other_module,gradient_boosting,0.7460660842514262
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_FFF_2013J,D2_other_module,gradient_boosting,0.8470823147763787
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_FFF_2014B,D2_other_module,gradient_boosting,0.8006611432826541
A_engagement_plus_assessment,17,oulad_BBB_2013J,oulad_FFF_2014J,D2_other_module,gradient_boosting,0.8699344196910223
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_BBB_2013B,D1_same_module,gradient_boosting,0.9014270913534825
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_BBB_2013J,D1_same_module,gradient_boosting,0.897498558708603
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_BBB_2014B,D0_within_cohort,gradient_boosting,0.8816404345760585
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_BBB_2014J,D1_same_module,gradient_boosting,0.8833337140594542
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.8941386642929555
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.9059770862588253
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.9066925699122838
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8969766907452368
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_FFF_2013B,D2_other_module,gradient_boosting,0.8499171564528822
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_FFF_2013J,D2_other_module,gradient_boosting,0.8833633135002998
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_FFF_2014B,D2_other_module,gradient_boosting,0.8781313032728219
A_engagement_plus_assessment,17,oulad_BBB_2014B,oulad_FFF_2014J,D2_other_module,gradient_boosting,0.9040667395496177
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_BBB_2013B,D1_same_module,gradient_boosting,0.8485393209075925
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_BBB_2013J,D1_same_module,gradient_boosting,0.8520910736019474
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_BBB_2014B,D1_same_module,gradient_boosting,0.8534842778231454
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_BBB_2014J,D0_within_cohort,gradient_boosting,0.8916777077241717
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.8342939445639542
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.8429773505728435
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.8670182372599794
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8539568534004734
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_FFF_2013B,D2_other_module,gradient_boosting,0.849180940143616
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_FFF_2013J,D2_other_module,gradient_boosting,0.8811551588948849
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_FFF_2014B,D2_other_module,gradient_boosting,0.8698868935302665
A_engagement_plus_assessment,17,oulad_BBB_2014J,oulad_FFF_2014J,D2_other_module,gradient_boosting,0.9063382342813855
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.890463278266666
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8665308116072
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.864752329527636
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8640331840886941
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_DDD_2013B,D0_within_cohort,gradient_boosting,0.9077244516974508
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_DDD_2013J,D1_same_module,gradient_boosting,0.9073263930055767
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_DDD_2014B,D1_same_module,gradient_boosting,0.9101543881751871
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_DDD_2014J,D1_same_module,gradient_boosting,0.8914135169698969
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_FFF_2013B,D2_other_module,gradient_boosting,0.864211126549282
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_FFF_2013J,D2_other_module,gradient_boosting,0.886817182479283
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_FFF_2014B,D2_other_module,gradient_boosting,0.8892865147013108
A_engagement_plus_assessment,17,oulad_DDD_2013B,oulad_FFF_2014J,D2_other_module,gradient_boosting,0.9140533537635149
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.89294231176656
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8848592338735507
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.8767112441431903
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8806785300925926
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_DDD_2013B,D1_same_module,gradient_boosting,0.9021944465049575
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_DDD_2013J,D0_within_cohort,gradient_boosting,0.9188316667772508
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_DDD_2014B,D1_same_module,gradient_boosting,0.9220937589716003
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_DDD_2014J,D1_same_module,gradient_boosting,0.9038143552238507
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_FFF_2013B,D2_other_module,gradient_boosting,0.8708432212768051
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_FFF_2013J,D2_other_module,gradient_boosting,0.8959153944313762
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_FFF_2014B,D2_other_module,gradient_boosting,0.8895657564650343
A_engagement_plus_assessment,17,oulad_DDD_2013J,oulad_FFF_2014J,D2_other_module,gradient_boosting,0.9142875691527212
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.8918985081876574
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8765597975786305
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.8732934133595811
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8581307870370372
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_DDD_2013B,D1_same_module,gradient_boosting,0.875083450782583
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_DDD_2013J,D1_same_module,gradient_boosting,0.8880358205318695
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_DDD_2014B,D0_within_cohort,gradient_boosting,0.9189301810904449
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_DDD_2014J,D1_same_module,gradient_boosting,0.8972270928873303
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_FFF_2013B,D2_other_module,gradient_boosting,0.841855664715719
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_FFF_2013J,D2_other_module,gradient_boosting,0.8753386221422752
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_FFF_2014B,D2_other_module,gradient_boosting,0.8755449281020236
A_engagement_plus_assessment,17,oulad_DDD_2014B,oulad_FFF_2014J,D2_other_module,gradient_boosting,0.9034408500332852
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.8951868770120347
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8854629748254434
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.8805257389128147
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8591142026072125
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_DDD_2013B,D1_same_module,gradient_boosting,0.8933560813985115
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_DDD_2013J,D1_same_module,gradient_boosting,0.8964541676229469
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_DDD_2014B,D1_same_module,gradient_boosting,0.919698080391113
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_DDD_2014J,D0_within_cohort,gradient_boosting,0.9057289012778628
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_FFF_2013B,D2_other_module,gradient_boosting,0.8648251524690143
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_FFF_2013J,D2_other_module,gradient_boosting,0.8895580615900252
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_FFF_2014B,D2_other_module,gradient_boosting,0.8890262505331801
A_engagement_plus_assessment,17,oulad_DDD_2014J,oulad_FFF_2014J,D2_other_module,gradient_boosting,0.913869711681932
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.8924120130423773
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8701848856575491
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.863348092442115
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8405381944444446
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.9055089879583612
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.9049769350668563
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.9127591137522263
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8692313840681795
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_FFF_2013B,D0_within_cohort,gradient_boosting,0.8820578398583514
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_FFF_2013J,D1_same_module,gradient_boosting,0.9051312208846455
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_FFF_2014B,D1_same_module,gradient_boosting,0.8973402447929092
A_engagement_plus_assessment,17,oulad_FFF_2013B,oulad_FFF_2014J,D1_same_module,gradient_boosting,0.9225410612216789
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.8936838256951369
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8873394561527128
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.8808370153480242
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8513698525828461
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.899004772148456
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.9031832979645645
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.9177595179097531
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8880952202539739
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_FFF_2013B,D1_same_module,gradient_boosting,0.8817688864843595
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_FFF_2013J,D0_within_cohort,gradient_boosting,0.9059214673369925
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_FFF_2014B,D1_same_module,gradient_boosting,0.8971983646734768
A_engagement_plus_assessment,17,oulad_FFF_2013J,oulad_FFF_2014J,D1_same_module,gradient_boosting,0.9225030415719763
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.8896126041865824
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8828574402664788
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.869451749823791
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8817346643518518
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.906364513018322
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.908458701206599
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.9163156999868998
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.8949653558333084
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_FFF_2013B,D1_same_module,gradient_boosting,0.8813093276608304
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_FFF_2013J,D1_same_module,gradient_boosting,0.9047088080193103
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_FFF_2014B,D0_within_cohort,gradient_boosting,0.8980803710210309
A_engagement_plus_assessment,17,oulad_FFF_2014B,oulad_FFF_2014J,D1_same_module,gradient_boosting,0.9228054053898951
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_BBB_2013B,D2_other_module,gradient_boosting,0.8945293324307705
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_BBB_2013J,D2_other_module,gradient_boosting,0.8912441547626674
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_BBB_2014B,D2_other_module,gradient_boosting,0.8781573987536522
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_BBB_2014J,D2_other_module,gradient_boosting,0.8784901163499026
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_DDD_2013B,D2_other_module,gradient_boosting,0.8978364611922953
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_DDD_2013J,D2_other_module,gradient_boosting,0.8997466718731816
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_DDD_2014B,D2_other_module,gradient_boosting,0.9246859417288464
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_DDD_2014J,D2_other_module,gradient_boosting,0.898543421354994
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_FFF_2013B,D1_same_module,gradient_boosting,0.8843026079578988
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_FFF_2013J,D1_same_module,gradient_boosting,0.9065302953430807
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_FFF_2014B,D1_same_module,gradient_boosting,0.9018939640401674
A_engagement_plus_assessment,17,oulad_FFF_2014J,oulad_FFF_2014J,D0_within_cohort,gradient_boosting,0.9226386210775199
