cohort_id,institution,rule,n_students,auc,recall_at_flag20,cutoff
oulad_DDD_2013B,OULAD,weeks_since_active,1303,0.7573807581039982,0.3291298865069357,f33
oulad_DDD_2013J,OULAD,cum_active_days,1938,0.838636291946254,0.34265103697024346,f33
oulad_DDD_2013J,OULAD,cum_clicks,1938,0.8191450366069476,0.33724075743913434,f33
oulad_DDD_2013J,OULAD,active_weeks,1938,0.8540828901813324,0.34445446348061315,f33
oulad_DDD_2013J,OULAD,weeks_since_active,1938,0.7891323430078065,0.34445446348061315,f33
oulad_DDD_2014B,OULAD,cum_active_days,1228,0.8328042121576159,0.32443257676902537,f33
oulad_DDD_2014B,OULAD,cum_clicks,1228,0.8134394920436713,0.32443257676902537,f33
oulad_DDD_2014B,OULAD,active_weeks,1228,0.8625669298800627,0.32443257676902537,f33
oulad_DDD_2014B,OULAD,weeks_since_active,1228,0.8316823266094528,0.32710280373831774,f33
oulad_DDD_2014J,OULAD,cum_active_days,1803,0.8359191569503143,0.34817012858555885,f33
oulad_DDD_2014J,OULAD,cum_clicks,1803,0.8208756706531187,0.34520276953511375,f33
oulad_DDD_2014J,OULAD,active_weeks,1803,0.8452183806412293,0.35113748763600394,f33
oulad_DDD_2014J,OULAD,weeks_since_active,1803,0.8083892835376516,0.35311572700296734,f33
oulad_EEE_2013J,OULAD,cum_active_days,1052,0.8658775256035317,0.46275395033860045,f33
oulad_EEE_2013J,OULAD,cum_clicks,1052,0.8303457913094404,0.4582392776523702,f33
oulad_EEE_2013J,OULAD,active_weeks,1052,0.8679773302642454,0.4717832957110609,f33
oulad_EEE_2013J,OULAD,weeks_since_active,1052,0.8352051803830429,0.47404063205417607,f33
oulad_EEE_2014B,OULAD,cum_active_days,694,0.8659244113075498,0.4094955489614243,f33
oulad_EEE_2014B,OULAD,cum_clicks,694,0.8492589914304001,0.4094955489614243,f33
oulad_EEE_2014B,OULAD,active_weeks,694,0.8695775045923414,0.4124629080118694,f33
oulad_EEE_2014B,OULAD,weeks_since_active,694,0.8437024661496646,0.4124629080118694,f33
oulad_EEE_2014J,OULAD,cum_active_days,1188,0.8740311426714936,0.4662698412698413,f33
oulad_EEE_2014J,OULAD,cum_clicks,1188,0.8606687436183051,0.4623015873015873,f33
oulad_EEE_2014J,OULAD,active_weeks,1188,0.8774671052631579,0.4642857142857143,f33
oulad_EEE_2014J,OULAD,weeks_since_active,1188,0.8391044161329249,0.47023809523809523,f33
oulad_FFF_2013B,OULAD,cum_active_days,1614,0.8159520706275821,0.3713942307692308,f33
oulad_FFF_2013B,OULAD,cum_clicks,1614,0.8053330341333858,0.3641826923076923,f33
oulad_FFF_2013B,OULAD,active_weeks,1614,0.8086606088923863,0.3762019230769231,f33
oulad_FFF_2013B,OULAD,weeks_since_active,1614,0.7622236499114696,0.38221153846153844,f33
oulad_FFF_2013J,OULAD,cum_active_days,2283,0.8396541518687637,0.37457912457912457,f33
oulad_FFF_2013J,OULAD,cum_clicks,2283,0.8337753486155313,0.3686868686868687,f33
oulad_FFF_2013J,OULAD,active_weeks,2283,0.8560229386713405,0.37626262626262624,f33
oulad_FFF_2013J,OULAD,weeks_since_active,2283,0.8305843826391772,0.3846801346801347,f33
oulad_FFF_2014B,OULAD,cum_active_days,1500,0.8402086451081182,0.3380614657210402,f33
oulad_FFF_2014B,OULAD,cum_clicks,1500,0.8267209968117639,0.3416075650118203,f33
oulad_FFF_2014B,OULAD,active_weeks,1500,0.8529118861199673,0.34397163120567376,f33
oulad_FFF_2014B,OULAD,weeks_since_active,1500,0.8043870778840523,0.34988179669030733,f33
oulad_FFF_2014J,OULAD,cum_active_days,2365,0.8765849889814752,0.3766025641025641,f33
oulad_FFF_2014J,OULAD,cum_clicks,2365,0.8681632778963799,0.375,f33
oulad_FFF_2014J,OULAD,active_weeks,2365,0.8919596331749422,0.37740384615384615,f33
oulad_FFF_2014J,OULAD,weeks_since_active,2365,0.8634215819617566,0.3782051282051282,f33
ku_Accountancy_1819,KU Leuven,cum_active_days,756,0.6438208830299226,0.29333333333333333,f33
ku_Accountancy_1819,KU Leuven,cum_clicks,756,0.6460724000836995,0.32,f33
ku_Accountancy_1819,KU Leuven,active_weeks,756,0.5831387319522913,0.26222222222222225,f33
ku_Accountancy_1819,KU Leuven,weeks_since_active,756,0.5344842017158401,0.25333333333333335,f33
ku_Globaleconom_1819,KU Leuven,cum_active_days,743,0.6108354803091646,0.26461538461538464,f33
ku_Globaleconom_1819,KU Leuven,cum_clicks,743,0.619735001840265,0.26461538461538464,f33
ku_Globaleconom_1819,KU Leuven,active_weeks,743,0.5873242546926757,0.2676923076923077,f33
ku_Globaleconom_1819,KU Leuven,weeks_since_active,743,0.5781854987118146,0.27692307692307694,f33
ku_Accountancy_1920,KU Leuven,cum_active_days,711,0.6573592563735527,0.29694323144104806,f33
ku_Accountancy_1920,KU Leuven,cum_clicks,711,0.6805386943050244,0.3406113537117904,f33
ku_Accountancy_1920,KU Leuven,active_weeks,711,0.5823896066245084,0.29694323144104806,f33
ku_Accountancy_1920,KU Leuven,weeks_since_active,711,0.564020909963942,0.2794759825327511,f33
ku_Globaleconom_1920,KU Leuven,cum_active_days,681,0.6692665253151284,0.33532934131736525,f33
ku_Globaleconom_1920,KU Leuven,cum_clicks,681,0.6456581001421282,0.32934131736526945,f33
ku_Globaleconom_1920,KU Leuven,active_weeks,681,0.6144073720263753,0.31137724550898205,f33
ku_Globaleconom_1920,KU Leuven,weeks_since_active,681,0.549395372678767,0.2634730538922156,f33
ku_Accountancy_2021,KU Leuven,cum_active_days,725,0.6840233680467361,0.3317972350230415,f33
ku_Accountancy_2021,KU Leuven,cum_clicks,725,0.6826082223593019,0.3317972350230415,f33
ku_Accountancy_2021,KU Leuven,active_weeks,725,0.5390435066584419,0.25806451612903225,f33
ku_Accountancy_2021,KU Leuven,weeks_since_active,725,0.5252549076526725,0.2304147465437788,f33
ku_Globaleconom_2021,KU Leuven,cum_active_days,335,0.666642887715794,0.3006134969325153,f33
ku_Globaleconom_2021,KU Leuven,cum_clicks,335,0.6372342702239977,0.294478527607362,f33
ku_Globaleconom_2021,KU Leuven,active_weeks,335,0.5728349265230418,0.27607361963190186,f33
ku_Globaleconom_2021,KU Leuven,weeks_since_active,335,0.5350442288486231,0.2392638036809816,f33
ukzn_ISTN101_2019,UKZN,cum_active_days,1056,0.6809745213402474,0.3967391304347826,f33
ukzn_ISTN101_2019,UKZN,cum_clicks,1056,0.6462841543677702,0.3532608695652174,f33
ukzn_ISTN101_2019,UKZN,active_weeks,1056,0.6723330923414438,0.3967391304347826,f33
ukzn_ISTN101_2019,UKZN,weeks_since_active,1056,0.5481776027124053,0.25,f33
ukzn_ISTN101_2020,UKZN,cum_active_days,978,0.7478855912655696,0.46938775510204084,f33
ukzn_ISTN101_2020,UKZN,cum_clicks,978,0.6080160804903232,0.2857142857142857,f33
ukzn_ISTN101_2020,UKZN,active_weeks,978,0.7500604116781265,0.5102040816326531,f33
ukzn_ISTN101_2020,UKZN,weeks_since_active,978,0.674117440302278,0.3673469387755102,f33
ukzn_ISTN101_2021,UKZN,cum_active_days,741,0.8030973451327433,0.5714285714285714,f33
ukzn_ISTN101_2021,UKZN,cum_clicks,741,0.8282530317928548,0.6507936507936508,f33
ukzn_ISTN101_2021,UKZN,active_weeks,741,0.6895748466544928,0.49206349206349204,f33
ukzn_ISTN101_2021,UKZN,weeks_since_active,741,0.576742988247413,0.30158730158730157,f33
ukzn_ISTN102_2018,UKZN,cum_active_days,257,0.6689620292561469,0.3382352941176471,f33
ukzn_ISTN102_2018,UKZN,cum_clicks,257,0.6440242763772175,0.29411764705882354,f33
ukzn_ISTN102_2018,UKZN,active_weeks,257,0.6292405851229381,0.3088235294117647,f33
ukzn_ISTN102_2018,UKZN,weeks_since_active,257,0.6268285091814504,0.3382352941176471,f33
ukzn_ISTN103_2019,UKZN,cum_active_days,1113,0.6702931529315294,0.3,f33
ukzn_ISTN103_2019,UKZN,cum_clicks,1113,0.6645428454284543,0.31666666666666665,f33
ukzn_ISTN103_2019,UKZN,active_weeks,1113,0.6472386223862239,0.30666666666666664,f33
ukzn_ISTN103_2019,UKZN,weeks_since_active,1113,0.5763940139401393,0.2633333333333333,f33
ukzn_ISTN103_2020,UKZN,cum_active_days,1082,0.6955262802931523,0.4,f33
ukzn_ISTN103_2020,UKZN,cum_clicks,1082,0.6704060069241492,0.34782608695652173,f33
ukzn_ISTN103_2020,UKZN,active_weeks,1082,0.6810889798120587,0.3652173913043478,f33
ukzn_ISTN103_2020,UKZN,weeks_since_active,1082,0.5936783418011781,0.28695652173913044,f33
ukzn_ISTN211_2019,UKZN,cum_active_days,280,0.7689050211736237,0.5263157894736842,f33
ukzn_ISTN211_2019,UKZN,cum_clicks,280,0.7131478120588828,0.5263157894736842,f33
ukzn_ISTN211_2019,UKZN,active_weeks,280,0.7773744706594071,0.42105263157894735,f33
ukzn_ISTN211_2019,UKZN,weeks_since_active,280,0.5136116152450091,0.3157894736842105,f33
ukzn_ISTN211_2021,UKZN,cum_active_days,327,0.810910815939279,0.4117647058823529,f33
ukzn_ISTN211_2021,UKZN,cum_clicks,327,0.8319734345351044,0.6470588235294118,f33
ukzn_ISTN211_2021,UKZN,active_weeks,327,0.7342504743833016,0.4117647058823529,f33
ukzn_ISTN211_2021,UKZN,weeks_since_active,327,0.676280834914611,0.5882352941176471,f33
ukzn_ISTN212_2018,UKZN,cum_active_days,238,0.7569704779756327,0.38636363636363635,f33
ukzn_ISTN212_2018,UKZN,cum_clicks,238,0.7208880037488284,0.3181818181818182,f33
ukzn_ISTN212_2018,UKZN,active_weeks,238,0.734126054358013,0.36363636363636365,f33
ukzn_ISTN212_2018,UKZN,weeks_since_active,238,0.6414597000937208,0.4318181818181818,f33
ukzn_ISTN212_2019,UKZN,cum_active_days,264,0.7815851565851566,0.42857142857142855,f33
ukzn_ISTN212_2019,UKZN,cum_clicks,264,0.7521986271986272,0.4523809523809524,f33
ukzn_ISTN212_2019,UKZN,active_weeks,264,0.7217932217932218,0.47619047619047616,f33
ukzn_ISTN212_2019,UKZN,weeks_since_active,264,0.5986164736164736,0.35714285714285715,f33
ukzn_ISTN2IP_2018,UKZN,cum_active_days,99,0.7224324324324325,0.28,f33
ukzn_ISTN2IP_2018,UKZN,cum_clicks,99,0.7559459459459459,0.44,f33
ukzn_ISTN2IP_2018,UKZN,active_weeks,99,0.6408108108108108,0.24,f33
ukzn_ISTN2IP_2018,UKZN,weeks_since_active,99,0.5681081081081082,0.24,f33
ukzn_ISTN2IP_2019,UKZN,cum_active_days,116,0.7477678571428572,0.4642857142857143,f33
ukzn_ISTN2IP_2019,UKZN,cum_clicks,116,0.7299107142857143,0.39285714285714285,f33
ukzn_ISTN2IP_2019,UKZN,active_weeks,116,0.6808035714285715,0.39285714285714285,f33
ukzn_ISTN2IP_2019,UKZN,weeks_since_active,116,0.5357142857142857,0.2857142857142857,f33
ukzn_ISTN3ND_2018,UKZN,cum_active_days,144,0.6041540633192176,0.24561403508771928,f33
ukzn_ISTN3ND_2018,UKZN,cum_clicks,144,0.5677555958862673,0.22807017543859648,f33
ukzn_ISTN3ND_2018,UKZN,active_weeks,144,0.5901391409558379,0.22807017543859648,f33
ukzn_ISTN3ND_2018,UKZN,weeks_since_active,144,0.4648114539221617,0.15789473684210525,f33
ukzn_ISTN3ND_2019,UKZN,cum_active_days,223,0.7184484509903505,0.36363636363636365,f33
ukzn_ISTN3ND_2019,UKZN,cum_clicks,223,0.7666328085322498,0.4318181818181818,f33
ukzn_ISTN3ND_2019,UKZN,active_weeks,223,0.6905789740985272,0.4318181818181818,f33
ukzn_ISTN3ND_2019,UKZN,weeks_since_active,223,0.542407313357034,0.25,f33
ukzn_ISTN3SA_2018,UKZN,cum_active_days,141,0.6878378378378378,0.3333333333333333,f33
ukzn_ISTN3SA_2018,UKZN,cum_clicks,141,0.5993993993993993,0.26666666666666666,f33
ukzn_ISTN3SA_2018,UKZN,active_weeks,141,0.6743243243243242,0.36666666666666664,f33
ukzn_ISTN3SA_2018,UKZN,weeks_since_active,141,0.46006006006006006,0.26666666666666666,f33
ukzn_ISTN3SA_2019,UKZN,cum_active_days,195,0.6051764705882353,0.32,f33
ukzn_ISTN3SA_2019,UKZN,cum_clicks,195,0.5692941176470588,0.24,f33
ukzn_ISTN3SA_2019,UKZN,active_weeks,195,0.6045882352941176,0.36,f33
ukzn_ISTN3SA_2019,UKZN,weeks_since_active,195,0.6182352941176471,0.4,f33
zambia_ICT1110_2020,Zambia,cum_active_days,65,0.5503826530612244,0.22448979591836735,f33
zambia_ICT1110_2020,Zambia,cum_clicks,65,0.48788265306122447,0.22448979591836735,f33
zambia_ICT1110_2020,Zambia,active_weeks,65,0.5669642857142858,0.1836734693877551,f33
zambia_ICT1110_2020,Zambia,weeks_since_active,65,0.47959183673469385,0.1836734693877551,f33
zambia_ICT1110_2021,Zambia,cum_active_days,52,0.57890625,0.21875,f33
zambia_ICT1110_2021,Zambia,cum_clicks,52,0.59296875,0.25,f33
zambia_ICT1110_2021,Zambia,active_weeks,52,0.6039062499999999,0.28125,f33
zambia_ICT1110_2021,Zambia,weeks_since_active,52,0.5046875,0.1875,f33
oviedo_C1112_1415,Oviedo,cum_active_days,199,0.7682641432641433,0.32407407407407407,f33
oviedo_C1112_1415,Oviedo,cum_clicks,199,0.7376882376882377,0.3425925925925926,f33
oviedo_C1112_1415,Oviedo,active_weeks,199,0.7018213268213268,0.32407407407407407,f33
oviedo_C1112_1415,Oviedo,weeks_since_active,199,0.6351750101750101,0.3055555555555556,f33
oviedo_C1127_1415,Oviedo,cum_active_days,106,0.5585533869115958,0.28205128205128205,f33
oviedo_C1127_1415,Oviedo,cum_clicks,106,0.5662074244163796,0.3076923076923077,f33
oviedo_C1127_1415,Oviedo,active_weeks,106,0.5949100650593188,0.358974358974359,f33
oviedo_C1127_1415,Oviedo,weeks_since_active,106,0.6282051282051282,0.358974358974359,f33
oviedo_C1200_1415,Oviedo,cum_active_days,107,0.6836845930232558,0.28125,f33
oviedo_C1200_1415,Oviedo,cum_clicks,107,0.6397165697674418,0.296875,f33
oviedo_C1200_1415,Oviedo,active_weeks,107,0.5714026162790697,0.28125,f33
oviedo_C1200_1415,Oviedo,weeks_since_active,107,0.6328125,0.296875,f33
oviedo_C1303_1415,Oviedo,cum_active_days,112,0.641156462585034,0.24285714285714285,f33
oviedo_C1303_1415,Oviedo,cum_clicks,112,0.6670068027210885,0.24285714285714285,f33
oviedo_C1303_1415,Oviedo,active_weeks,112,0.6392857142857143,0.2571428571428571,f33
oviedo_C1303_1415,Oviedo,weeks_since_active,112,0.5268707482993197,0.24285714285714285,f33
oviedo_C174_1415,Oviedo,cum_active_days,96,0.9409586056644881,0.4222222222222222,f33
oviedo_C174_1415,Oviedo,cum_clicks,96,0.9769063180827887,0.4222222222222222,f33
oviedo_C174_1415,Oviedo,active_weeks,96,0.9562091503267973,0.4222222222222222,f33
oviedo_C174_1415,Oviedo,weeks_since_active,96,0.8555555555555556,0.4222222222222222,f33
oviedo_C190_1415,Oviedo,cum_active_days,112,0.43571198971391834,0.16393442622950818,f33
oviedo_C190_1415,Oviedo,cum_clicks,112,0.33542269366763094,0.13114754098360656,f33
oviedo_C190_1415,Oviedo,active_weeks,112,0.4496946319511411,0.16393442622950818,f33
oviedo_C190_1415,Oviedo,weeks_since_active,112,0.4289617486338798,0.14754098360655737,f33
oviedo_C1978_1415,Oviedo,cum_active_days,164,0.7278924097273397,0.43478260869565216,f33
oviedo_C1978_1415,Oviedo,cum_clicks,164,0.7108511422254974,0.43478260869565216,f33
oviedo_C1978_1415,Oviedo,active_weeks,164,0.6897568165070007,0.43478260869565216,f33
oviedo_C1978_1415,Oviedo,weeks_since_active,164,0.6226050110537951,0.391304347826087,f33
oviedo_C2011_1415,Oviedo,cum_active_days,120,0.7557283142389526,0.5,f33
oviedo_C2011_1415,Oviedo,cum_clicks,120,0.6908756137479541,0.4230769230769231,f33
oviedo_C2011_1415,Oviedo,active_weeks,120,0.7158346972176759,0.5,f33
oviedo_C2011_1415,Oviedo,weeks_since_active,120,0.6898527004909982,0.4230769230769231,f33
oviedo_C2024_1415,Oviedo,cum_active_days,327,0.5440909090909091,0.2692307692307692,f33
oviedo_C2024_1415,Oviedo,cum_clicks,327,0.5154195804195805,0.25,f33
oviedo_C2024_1415,Oviedo,active_weeks,327,0.5535314685314685,0.2692307692307692,f33
oviedo_C2024_1415,Oviedo,weeks_since_active,327,0.5295454545454545,0.25,f33
oviedo_C2150_1415,Oviedo,cum_active_days,106,0.7560975609756098,0.4146341463414634,f33
oviedo_C2150_1415,Oviedo,cum_clicks,106,0.7816135084427767,0.4634146341463415,f33
oviedo_C2150_1415,Oviedo,active_weeks,106,0.8088180112570357,0.4146341463414634,f33
oviedo_C2150_1415,Oviedo,weeks_since_active,106,0.6397748592870545,0.3170731707317073,f33
oviedo_C2271_1415,Oviedo,cum_active_days,596,0.6381274433604398,0.30364372469635625,f33
oviedo_C2271_1415,Oviedo,cum_clicks,596,0.6575583216361379,0.3076923076923077,f33
oviedo_C2271_1415,Oviedo,active_weeks,596,0.6062666032504669,0.3076923076923077,f33
oviedo_C2271_1415,Oviedo,weeks_since_active,596,0.5505724858763617,0.2591093117408907,f33
oviedo_C2335_1415,Oviedo,cum_active_days,428,0.5419415292353823,0.21724137931034482,f33
oviedo_C2335_1415,Oviedo,cum_clicks,428,0.5179910044977512,0.2103448275862069,f33
oviedo_C2335_1415,Oviedo,active_weeks,428,0.549087956021989,0.2103448275862069,f33
oviedo_C2335_1415,Oviedo,weeks_since_active,428,0.5405797101449274,0.2206896551724138,f33
oviedo_C2406_1415,Oviedo,cum_active_days,133,0.6536144578313253,0.26506024096385544,f33
oviedo_C2406_1415,Oviedo,cum_clicks,133,0.78,0.2891566265060241,f33
oviedo_C2406_1415,Oviedo,active_weeks,133,0.6202409638554216,0.2289156626506024,f33
oviedo_C2406_1415,Oviedo,weeks_since_active,133,0.5053012048192771,0.21686746987951808,f33
oviedo_C2468_1415,Oviedo,cum_active_days,82,0.6567519333729923,0.34146341463414637,f33
oviedo_C2468_1415,Oviedo,cum_clicks,82,0.6683521713265913,0.34146341463414637,f33
oviedo_C2468_1415,Oviedo,active_weeks,82,0.6650803093396788,0.34146341463414637,f33
oviedo_C2468_1415,Oviedo,weeks_since_active,82,0.5853658536585366,0.2926829268292683,f33
oviedo_C2607_1415,Oviedo,cum_active_days,277,0.48146655922643034,0.18627450980392157,f33
oviedo_C2607_1415,Oviedo,cum_clicks,277,0.46672710179962396,0.19117647058823528,f33
oviedo_C2607_1415,Oviedo,active_weeks,277,0.496273166800967,0.18627450980392157,f33
oviedo_C2607_1415,Oviedo,weeks_since_active,277,0.4781762019876444,0.18137254901960784,f33
oviedo_C3022_1415,Oviedo,cum_active_days,238,0.5573529411764706,0.25,f33
oviedo_C3022_1415,Oviedo,cum_clicks,238,0.5574826989619377,0.25,f33
oviedo_C3022_1415,Oviedo,active_weeks,238,0.5637975778546713,0.25,f33
oviedo_C3022_1415,Oviedo,weeks_since_active,238,0.5856833910034602,0.25,f33
oviedo_C3029_1415,Oviedo,cum_active_days,231,0.5215619694397283,0.15789473684210525,f33
oviedo_C3029_1415,Oviedo,cum_clicks,231,0.5264006791171477,0.18421052631578946,f33
oviedo_C3029_1415,Oviedo,active_weeks,231,0.5230899830220713,0.15789473684210525,f33
oviedo_C3029_1415,Oviedo,weeks_since_active,231,0.47937181663837014,0.15789473684210525,f33
oviedo_C4189_1415,Oviedo,cum_active_days,128,0.4876225490196079,0.25,f33
oviedo_C4189_1415,Oviedo,cum_clicks,128,0.4803921568627451,0.25,f33
oviedo_C4189_1415,Oviedo,active_weeks,128,0.48921568627450984,0.25,f33
oviedo_C4189_1415,Oviedo,weeks_since_active,128,0.48921568627450984,0.25,f33
oviedo_C4213_1415,Oviedo,cum_active_days,140,0.6957522494245658,0.3559322033898305,f33
oviedo_C4213_1415,Oviedo,cum_clicks,140,0.6827788240217619,0.3389830508474576,f33
oviedo_C4213_1415,Oviedo,active_weeks,140,0.6379995815024063,0.3559322033898305,f33
oviedo_C4213_1415,Oviedo,weeks_since_active,140,0.6251307804980122,0.3220338983050847,f33
oviedo_C836_1415,Oviedo,cum_active_days,87,0.5705602536997886,0.25,f33
oviedo_C836_1415,Oviedo,cum_clicks,87,0.57161733615222,0.20454545454545456,f33
oviedo_C836_1415,Oviedo,active_weeks,87,0.5274841437632135,0.22727272727272727,f33
oviedo_C836_1415,Oviedo,weeks_since_active,87,0.5301268498942917,0.20454545454545456,f33
oulad_AAA_2013J,OULAD,cum_active_days,383,0.7787769784172661,0.47619047619047616,f50
oulad_AAA_2013J,OULAD,cum_clicks,383,0.7075196985268928,0.41904761904761906,f50
oulad_AAA_2013J,OULAD,active_weeks,383,0.802946214457006,0.5238095238095238,f50
oulad_AAA_2013J,OULAD,weeks_since_active,383,0.7742548818088386,0.5047619047619047,f50
oulad_AAA_2014J,OULAD,cum_active_days,365,0.7688629305477132,0.4107142857142857,f50
oulad_AAA_2014J,OULAD,cum_clicks,365,0.7392186617730097,0.39285714285714285,f50
oulad_AAA_2014J,OULAD,active_weeks,365,0.8154114906832298,0.48214285714285715,f50
oulad_AAA_2014J,OULAD,weeks_since_active,365,0.8096590909090908,0.5267857142857143,f50
oulad_BBB_2013B,OULAD,cum_active_days,1767,0.8516985061207194,0.36410788381742737,f50
oulad_BBB_2013B,OULAD,cum_clicks,1767,0.8303244317212941,0.36410788381742737,f50
oulad_BBB_2013B,OULAD,active_weeks,1767,0.8807745074228903,0.36410788381742737,f50
oulad_BBB_2013B,OULAD,weeks_since_active,1767,0.8634341912847567,0.3651452282157676,f50
oulad_BBB_2013J,OULAD,cum_active_days,2237,0.8594196399974376,0.3802575107296137,f50
oulad_BBB_2013J,OULAD,cum_clicks,2237,0.8493734386009865,0.3811158798283262,f50
oulad_BBB_2013J,OULAD,active_weeks,2237,0.8918607071936455,0.3802575107296137,f50
oulad_BBB_2013J,OULAD,weeks_since_active,2237,0.9037805874063161,0.3828326180257511,f50
oulad_BBB_2014B,OULAD,cum_active_days,1613,0.8629405609496338,0.36455981941309257,f50
oulad_BBB_2014B,OULAD,cum_clicks,1613,0.85474878982553,0.36455981941309257,f50
oulad_BBB_2014B,OULAD,active_weeks,1613,0.8890194714665856,0.36455981941309257,f50
oulad_BBB_2014B,OULAD,weeks_since_active,1613,0.8818865059724711,0.36455981941309257,f50
oulad_BBB_2014J,OULAD,cum_active_days,2292,0.8630307322124756,0.39824561403508774,f50
oulad_BBB_2014J,OULAD,cum_clicks,2292,0.8621931347465888,0.39649122807017545,f50
oulad_BBB_2014J,OULAD,active_weeks,2292,0.8864427235623782,0.3991228070175439,f50
oulad_BBB_2014J,OULAD,weeks_since_active,2292,0.8901037859405458,0.4,f50
oulad_CCC_2014B,OULAD,cum_active_days,1936,0.8898363623653582,0.3040062843676355,f50
oulad_CCC_2014B,OULAD,cum_clicks,1936,0.869223186283396,0.3040062843676355,f50
oulad_CCC_2014B,OULAD,active_weeks,1936,0.9123352041886306,0.3040062843676355,f50
oulad_CCC_2014B,OULAD,weeks_since_active,1936,0.903716710564823,0.3040062843676355,f50
oulad_CCC_2014J,OULAD,cum_active_days,2498,0.866411447970264,0.3337828725556305,f50
oulad_CCC_2014J,OULAD,cum_clicks,2498,0.8383984002604228,0.33243425488873907,f50
oulad_CCC_2014J,OULAD,active_weeks,2498,0.8939654341984196,0.33580579905596764,f50
oulad_CCC_2014J,OULAD,weeks_since_active,2498,0.8812027277951431,0.33580579905596764,f50
oulad_DDD_2013B,OULAD,cum_active_days,1303,0.8492656331132705,0.3291298865069357,f50
oulad_DDD_2013B,OULAD,cum_clicks,1303,0.8226405063917117,0.32786885245901637,f50
oulad_DDD_2013B,OULAD,active_weeks,1303,0.8739349207526642,0.3291298865069357,f50
oulad_DDD_2013B,OULAD,weeks_since_active,1303,0.8437665356180303,0.3291298865069357,f50
oulad_DDD_2013J,OULAD,cum_active_days,1938,0.8711170040930603,0.3462578899909829,f50
oulad_DDD_2013J,OULAD,cum_clicks,1938,0.8492191859345786,0.345356176735798,f50
oulad_DDD_2013J,OULAD,active_weeks,1938,0.8917111994091548,0.3462578899909829,f50
oulad_DDD_2013J,OULAD,weeks_since_active,1938,0.8658497586910908,0.3489630297565374,f50
oulad_DDD_2014B,OULAD,cum_active_days,1228,0.8632832642549146,0.3257676902536716,f50
oulad_DDD_2014B,OULAD,cum_clicks,1228,0.8423423297869672,0.3257676902536716,f50
oulad_DDD_2014B,OULAD,active_weeks,1228,0.8922000384646473,0.32710280373831774,f50
oulad_DDD_2014B,OULAD,weeks_since_active,1228,0.8797073899506928,0.32710280373831774,f50
oulad_DDD_2014J,OULAD,cum_active_days,1803,0.861873557533795,0.35113748763600394,f50
oulad_DDD_2014J,OULAD,cum_clicks,1803,0.839548426900059,0.34915924826904055,f50
oulad_DDD_2014J,OULAD,active_weeks,1803,0.8797919851332313,0.35212660731948564,f50
oulad_DDD_2014J,OULAD,weeks_since_active,1803,0.8486159817762192,0.35410484668644904,f50
oulad_EEE_2013J,OULAD,cum_active_days,1052,0.9028196317835923,0.46952595936794583,f50
oulad_EEE_2013J,OULAD,cum_clicks,1052,0.8745658612164411,0.46952595936794583,f50
oulad_EEE_2013J,OULAD,active_weeks,1052,0.9149162116781017,0.47404063205417607,f50
oulad_EEE_2013J,OULAD,weeks_since_active,1052,0.8971707309840726,0.47404063205417607,f50
oulad_EEE_2014B,OULAD,cum_active_days,694,0.8982661313783673,0.4094955489614243,f50
oulad_EEE_2014B,OULAD,cum_clicks,694,0.8839612996533925,0.4094955489614243,f50
oulad_EEE_2014B,OULAD,active_weeks,694,0.914615697911212,0.4124629080118694,f50
oulad_EEE_2014B,OULAD,weeks_since_active,694,0.9050694461760965,0.4124629080118694,f50
oulad_EEE_2014J,OULAD,cum_active_days,1188,0.9058816021535321,0.4662698412698413,f50
oulad_EEE_2014J,OULAD,cum_clicks,1188,0.8923799661190014,0.4662698412698413,f50
oulad_EEE_2014J,OULAD,active_weeks,1188,0.9195195743989603,0.4662698412698413,f50
oulad_EEE_2014J,OULAD,weeks_since_active,1188,0.9114438294811102,0.4722222222222222,f50
oulad_FFF_2013B,OULAD,cum_active_days,1614,0.8515940082136534,0.3786057692307692,f50
oulad_FFF_2013B,OULAD,cum_clicks,1614,0.8363693930749557,0.375,f50
oulad_FFF_2013B,OULAD,active_weeks,1614,0.8713588800904977,0.38100961538461536,f50
oulad_FFF_2013B,OULAD,weeks_since_active,1614,0.8441419314381271,0.38822115384615385,f50
oulad_FFF_2013J,OULAD,cum_active_days,2283,0.8859239272481283,0.38215488215488214,f50
oulad_FFF_2013J,OULAD,cum_clicks,2283,0.8751541288070968,0.38047138047138046,f50
oulad_FFF_2013J,OULAD,active_weeks,2283,0.911010792860108,0.3846801346801347,f50
oulad_FFF_2013J,OULAD,weeks_since_active,2283,0.9011857540396353,0.3846801346801347,f50
oulad_FFF_2014B,OULAD,cum_active_days,1500,0.8746927436904014,0.3463356973995272,f50
oulad_FFF_2014B,OULAD,cum_clicks,1500,0.8586991490807614,0.3475177304964539,f50
oulad_FFF_2014B,OULAD,active_weeks,1500,0.9035432074666898,0.35106382978723405,f50
oulad_FFF_2014B,OULAD,weeks_since_active,1500,0.8799070640032967,0.3534278959810875,f50
oulad_FFF_2014J,OULAD,cum_active_days,2365,0.9123740330096641,0.37740384615384615,f50
oulad_FFF_2014J,OULAD,cum_clicks,2365,0.9030136669880404,0.3766025641025641,f50
oulad_FFF_2014J,OULAD,active_weeks,2365,0.9300678758349976,0.3782051282051282,f50
