group,students,cohorts,spearman_pooled,spearman_pooled_ci_low,spearman_pooled_ci_high,spearman_pooled_n_boot,spearman_within_cohort_mean,spearman_within_cohort_mean_ci_low,spearman_within_cohort_mean_ci_high,spearman_within_cohort_mean_n_boot
KU Leuven,1314,6,0.1448585345979994,-0.015410370410274439,0.2777765666292339,1000,0.14675641113600396,0.03508315499671875,0.2543130802449182,1000
OULAD,6829,19,0.42289727273517314,0.31883622567505393,0.5126045927088184,1000,0.3575426298383711,0.26904710859151476,0.4464441327087115,1000
Oviedo,1271,20,0.39670956559075643,0.21559437981171797,0.5037814930238105,1000,0.25097567172126645,0.15465212712313192,0.3471216287825281,1000
UKZN,2421,16,0.300778008960165,0.10248777544517547,0.49546540405856637,1000,0.20857603053780893,0.13149829466273438,0.28964438032118156,1000
Zambia,40,2,0.3706080187149482,0.20715149859826887,0.3706080187149482,1000,0.21748351577640046,0.20715149859826887,0.22781553295453202,1000
ALL,11875,63,0.37849269417934617,0.30448257093399117,0.455794830220896,1000,0.261357863306796,0.21112966892754823,0.30750861433240256,1000
