regime,level,group,students,students_shown,mean_cross_jaccard_top3,no_gate_cross_tau,coverage,coverage_ci_low,coverage_ci_high,coverage_n_boot,mean_cross_tau,mean_cross_tau_ci_low,mean_cross_tau_ci_high,mean_cross_tau_n_boot,lift,lift_ci_low,lift_ci_high,lift_n_boot,efficiency,efficiency_ci_low,efficiency_ci_high,efficiency_n_boot
no_gate,,KU Leuven,1314,1314,0.459710806697108,0.3813872580995869,1.0,1.0,1.0,1000,0.3813872580995869,0.31592999592999593,0.4524339984494226,1000,0.0,0.0,0.0,1000,,,,0
no_gate,,OULAD,6829,6829,0.543403133694538,0.4246469886827187,1.0,1.0,1.0,1000,0.4246469886827187,0.3764933841303333,0.4670423768115035,1000,0.0,0.0,0.0,1000,,,,0
no_gate,,Oviedo,1271,1271,0.5376081825334382,0.39707017346671164,1.0,1.0,1.0,1000,0.39707017346671164,0.27806449024830465,0.4902925015102463,1000,0.0,0.0,0.0,1000,,,,0
no_gate,,UKZN,2421,2421,0.497819083023544,0.3611061938199485,1.0,1.0,1.0,1000,0.3611061938199485,0.2727955814664706,0.4489883211081511,1000,0.0,0.0,0.0,1000,,,,0
no_gate,,Zambia,40,40,0.496,0.39666666666666667,1.0,1.0,1.0,1000,0.39666666666666667,0.28359788359788357,0.4891774891774892,1000,0.0,0.0,0.0,1000,,,,0
no_gate,,ALL,11875,11875,0.524069052631579,0.40386005012531334,1.0,1.0,1.0,1000,0.40386005012531334,0.3659939295149955,0.43790070908620665,1000,0.0,0.0,0.0,1000,,,,0
global,0.8,KU Leuven,1314,756,0.4714814814814815,0.3813872580995869,0.5753424657534246,0.5083495970219379,0.640840538991522,1000,0.3982615268329554,0.3303751803751804,0.478399531855753,1000,0.016874268733368503,-0.004497408586551954,0.037520585615924446,1000,0.15779638662841683,-0.04292740430909387,0.3462147615851482,1000
global,0.8,OULAD,6829,4035,0.5844064436183395,0.4246469886827187,0.5908624981695709,0.524005622916434,0.6582429376431033,1000,0.4921720658523633,0.4462364818693387,0.5307693289626859,1000,0.06752507716964457,0.049342727705590436,0.08717026042795825,1000,0.47434277738682706,0.37450913395709234,0.5673668583464677,1000
global,0.8,Oviedo,1271,725,0.5907586206896552,0.39707017346671164,0.5704169944925256,0.4546589183834404,0.6782049039664326,1000,0.47202627257799673,0.3879688311688312,0.5264251411271044,1000,0.07495609911128509,0.029804063517372678,0.11870656475831834,1000,0.6379188425451001,0.32616611913003574,0.9009024368176612,1000
global,0.8,UKZN,2421,1071,0.537703081232493,0.3611061938199485,0.4423791821561338,0.34049497467881235,0.5569890814075071,1000,0.41907429638522076,0.3353582585017832,0.4982913228552404,1000,0.05796810256527224,0.011547304870603063,0.11270977953569035,1000,0.3638133695479967,0.07367281143896606,0.69080424182345,1000
global,0.8,Zambia,40,7,0.5628571428571428,0.39666666666666667,0.175,0.05555555555555555,0.2727272727272727,1000,0.4612244897959184,0.4476190476190476,0.46349206349206346,1000,0.06455782312925173,-0.025685425685425756,0.164021164021164,1000,0.3851461038961039,-0.2079439252336454,0.46268656716417883,1000
global,0.8,ALL,11875,6594,0.5645495905368517,0.40386005012531334,0.5552842105263158,0.5060794389144715,0.604240319977458,1000,0.467284833253896,0.4325857727582494,0.4990952109259262,1000,0.06342478312858268,0.048457809524727447,0.08179427921495325,1000,0.4519967673870933,0.3622399938168616,0.5572509566717175,1000
cohort_calibrated,0.5552842105263158,KU Leuven,1314,733,0.4775170532060027,0.3813872580995869,0.5578386605783866,0.5566939890710383,0.5592417061611374,1000,0.40661339569934385,0.3476971116315378,0.4755185509786737,1000,0.025226137599756948,0.008401904337946187,0.041403978021933296,1000,0.22577161223110292,0.08387853727990083,0.33877407471882676,1000
