group,students,mean_lime_seed_tau,median_lime_seed_tau,p10_lime_seed_tau,mean_self_tau_lime
all,11875,0.8712862155388472,0.9047619047619049,0.7142857142857143,0.6587981954887219
OULAD,6829,0.8504277974185722,0.9047619047619049,0.6190476190476191,0.6911100419081091
KU Leuven,1314,0.9275204754656812,0.9047619047619049,0.8095238095238096,0.5951003841414801
UKZN,2421,0.8851714167699298,0.9047619047619049,0.7142857142857143,0.6047127318502784
Zambia,40,0.9023809523809525,0.9047619047619049,0.8095238095238096,0.42428571428571427
Oviedo,1271,0.8977932636469221,0.9047619047619049,0.7142857142857143,0.6614439324116743
