institution,metric,est_a,est_b,kind,tau_mean,tau_ci_low,tau_ci_high,jaccard_top3_mean,n_students
OULAD,tau_strict,shap,shap,self,0.8450250681616914,0.8193636417429285,0.8682343030656058,0.8702987260213795,6829
OULAD,tau_strict,occlusion,occlusion,self,0.7612200071125244,0.7245887976763018,0.7961702049698994,0.7998506369893104,6829
OULAD,tau_strict,lime,lime,self,0.6911100419081091,0.6600364729399989,0.7198231858605219,0.749917996778445,6829
OULAD,tau_strict,kernelshap_prob,kernelshap_prob,self,0.8599334769784324,0.8365199993440482,0.8803319577798543,0.8830267974813297,6829
OULAD,tau_strict,shap,occlusion,cross,0.5216646096130648,0.4545585045663106,0.578421599585406,0.6593469029140431,6829
OULAD,tau_strict,shap,lime,cross,0.6966689677774758,0.6730898877495534,0.7176806691119507,0.757408112461561,6829
OULAD,tau_strict,shap,kernelshap_prob,cross,0.8706552587355049,0.8457425277618926,0.892387097641304,0.8866656904378387,6829
OULAD,tau_strict,occlusion,lime,cross,0.41949250047068176,0.36105688414361886,0.46951322426346725,0.601335481036755,6829
OULAD,tau_strict,occlusion,kernelshap_prob,cross,0.5491580026358179,0.49141292107637785,0.6011189165951697,0.6778034851369161,6829
OULAD,tau_strict,lime,kernelshap_prob,cross,0.6809516836460753,0.6506151079120918,0.7063158044886079,0.7487889881388197,6829
OULAD,tau_b,shap,shap,self,0.8450237768692758,0.8193623089604127,0.8682342702743076,,6829
OULAD,tau_b,occlusion,occlusion,self,0.7634524837772875,0.7259149745449021,0.7978142124268607,,6829
OULAD,tau_b,lime,lime,self,0.6911100419081091,0.6600364729399989,0.7198231858605219,,6829
OULAD,tau_b,kernelshap_prob,kernelshap_prob,self,0.8599334769784324,0.8365199993440482,0.8803319577798543,,6829
OULAD,tau_b,shap,occlusion,cross,0.5262178961875954,0.4594545298384256,0.5824605305893522,,6829
OULAD,tau_b,shap,lime,cross,0.6966705001503481,0.6730898877495534,0.7176822161977229,,6829
OULAD,tau_b,shap,kernelshap_prob,cross,0.8706565155878552,0.8457461854379911,0.8923871292710382,,6829
OULAD,tau_b,occlusion,lime,cross,0.42291003272038025,0.364232303765182,0.47334172157547283,,6829
OULAD,tau_b,occlusion,kernelshap_prob,cross,0.5529576189188937,0.49560211540203336,0.6056809287136665,,6829
OULAD,tau_b,lime,kernelshap_prob,cross,0.6809516836460753,0.6506151079120918,0.7063158044886079,,6829
KU Leuven,tau_strict,shap,shap,self,0.7695585996955862,0.7360303413400759,0.8042697086992175,0.8225418569254187,1314
KU Leuven,tau_strict,occlusion,occlusion,self,0.8678698267739364,0.8044307257001384,0.9248695368558383,0.8391476407914763,1314
KU Leuven,tau_strict,lime,lime,self,0.5951003841414801,0.4658471103574962,0.7123735980878839,0.66941400304414,1314
KU Leuven,tau_strict,kernelshap_prob,kernelshap_prob,self,0.8147568311951876,0.7910373577040244,0.8397089068185415,0.8526027397260274,1314
KU Leuven,tau_strict,shap,occlusion,cross,0.6213524679278104,0.5393813220465645,0.6930709831972468,0.751324200913242,1314
KU Leuven,tau_strict,shap,lime,cross,0.5657171848952671,0.49961952821498656,0.6255437777561673,0.5884322678843227,1314
KU Leuven,tau_strict,shap,kernelshap_prob,cross,0.9032543306515911,0.8768485720936404,0.9266533367059892,0.8965296803652968,1314
KU Leuven,tau_strict,occlusion,lime,cross,0.3719214321954048,0.2891287586738628,0.45221456302987095,0.5089497716894977,1314
KU Leuven,tau_strict,occlusion,kernelshap_prob,cross,0.6314706095528014,0.5641351857138326,0.6925092852263511,0.7632572298325724,1314
KU Leuven,tau_strict,lime,kernelshap_prob,cross,0.5441762702036675,0.47654085045389394,0.6106201561497346,0.5803044140030441,1314
KU Leuven,tau_b,shap,shap,self,0.7695585996955862,0.7360303413400759,0.8042697086992175,,1314
KU Leuven,tau_b,occlusion,occlusion,self,0.8576391791631598,0.7988152798844348,0.9095845996466166,,1314
KU Leuven,tau_b,lime,lime,self,0.5932964390667742,0.46408866538111376,0.7105431858653638,,1314
KU Leuven,tau_b,kernelshap_prob,kernelshap_prob,self,0.8147568311951876,0.7910373577040244,0.8397089068185415,,1314
KU Leuven,tau_b,shap,occlusion,cross,0.6694556255965801,0.589972255944053,0.7455178923707262,,1314
KU Leuven,tau_b,shap,lime,cross,0.5697034998271974,0.5092989522531083,0.6299491706795078,,1314
KU Leuven,tau_b,shap,kernelshap_prob,cross,0.9032543306515911,0.8768485720936404,0.9266533367059892,,1314
KU Leuven,tau_b,occlusion,lime,cross,0.39923861531344873,0.3089368349571648,0.4902513730061403,,1314
KU Leuven,tau_b,occlusion,kernelshap_prob,cross,0.6867968659028165,0.6216570721705436,0.7516452974745046,,1314
KU Leuven,tau_b,lime,kernelshap_prob,cross,0.5481461181714254,0.4874490705680944,0.6132353543092907,,1314
UKZN,tau_strict,shap,shap,self,0.7807281524753644,0.7547862482867549,0.820541050908943,0.8089797604295745,2421
UKZN,tau_strict,occlusion,occlusion,self,0.8425208001416179,0.8165655003901413,0.8641483640161352,0.832094175960347,2421
UKZN,tau_strict,lime,lime,self,0.6047127318502784,0.5387339689838353,0.6795547905470979,0.6810326311441552,2421
UKZN,tau_strict,kernelshap_prob,kernelshap_prob,self,0.7855038256525246,0.7610632886338226,0.8229242866353151,0.8165551425030979,2421
UKZN,tau_strict,shap,occlusion,cross,0.5640447670187447,0.5075530202190786,0.6322659807610256,0.6873192895497728,2421
UKZN,tau_strict,shap,lime,cross,0.5602053460789521,0.5074444524650336,0.6206530219113054,0.6313672036348617,2421
UKZN,tau_strict,shap,kernelshap_prob,cross,0.7807202848095043,0.7352299160133262,0.8204448325468933,0.8077240809582817,2421
UKZN,tau_strict,occlusion,lime,cross,0.33069766527015604,0.2578280699041116,0.40401832533611853,0.5318133002891368,2421
UKZN,tau_strict,occlusion,kernelshap_prob,cross,0.5489467162329615,0.4843200863523711,0.6155485213049041,0.6836513837257331,2421
UKZN,tau_strict,lime,kernelshap_prob,cross,0.5572864420448065,0.5019306833049795,0.6165364681955257,0.6278397356464271,2421
UKZN,tau_b,shap,shap,self,0.78072441530482,0.7547833707535933,0.8205316511652619,,2421
UKZN,tau_b,occlusion,occlusion,self,0.837884499282538,0.813798673486435,0.8582521824332043,,2421
UKZN,tau_b,lime,lime,self,0.6047127318502784,0.5387339689838353,0.6795547905470979,,2421
UKZN,tau_b,kernelshap_prob,kernelshap_prob,self,0.7855038256525246,0.7610632886338226,0.8229242866353151,,2421
UKZN,tau_b,shap,occlusion,cross,0.5812953966977616,0.5173456100777546,0.6449494572460942,,2421
UKZN,tau_b,shap,lime,cross,0.5601926714482993,0.5074439759855178,0.6206426272208112,,2421
UKZN,tau_b,shap,kernelshap_prob,cross,0.7807079987640736,0.7352292491332361,0.8204312615971604,,2421
UKZN,tau_b,occlusion,lime,cross,0.3423531770271061,0.2845334041923941,0.40642119122072456,,2421
UKZN,tau_b,occlusion,kernelshap_prob,cross,0.570410610983494,0.5006568235833276,0.6388861571271812,,2421
UKZN,tau_b,lime,kernelshap_prob,cross,0.5572864420448065,0.5019306833049795,0.6165364681955257,,2421
Zambia,tau_strict,shap,shap,self,0.6314285714285715,0.5005291005291005,0.7385281385281385,0.69675,40
Zambia,tau_strict,occlusion,occlusion,self,0.720952380952381,0.7026455026455027,0.7359307359307361,0.70175,40
Zambia,tau_strict,lime,lime,self,0.42428571428571427,0.30899470899470904,0.5186147186147186,0.56525,40
Zambia,tau_strict,kernelshap_prob,kernelshap_prob,self,0.6352380952380953,0.5111111111111112,0.7367965367965369,0.6987500000000001,40
Zambia,tau_strict,shap,occlusion,cross,0.5014285714285714,0.4338624338624339,0.5567099567099567,0.608,40
Zambia,tau_strict,shap,lime,cross,0.5833333333333334,0.5298701298701299,0.6486772486772487,0.6585,40
Zambia,tau_strict,shap,kernelshap_prob,cross,0.9047619047619048,0.9012987012987014,0.9089947089947091,0.921,40
Zambia,tau_strict,occlusion,lime,cross,0.3047619047619048,0.28744588744588745,0.32592592592592595,0.49749999999999994,40
Zambia,tau_strict,occlusion,kernelshap_prob,cross,0.490952380952381,0.4338624338624339,0.5376623376623377,0.606,40
Zambia,tau_strict,lime,kernelshap_prob,cross,0.5785714285714286,0.5316017316017316,0.6359788359788361,0.65,40
Zambia,tau_b,shap,shap,self,0.6314285714285715,0.5005291005291005,0.7385281385281385,,40
Zambia,tau_b,occlusion,occlusion,self,0.7040992585692015,0.6788328100385334,0.724771807367021,,40
Zambia,tau_b,lime,lime,self,0.42428571428571427,0.30899470899470904,0.5186147186147186,,40
Zambia,tau_b,kernelshap_prob,kernelshap_prob,self,0.6352380952380953,0.5111111111111112,0.7367965367965369,,40
Zambia,tau_b,shap,occlusion,cross,0.501072048624261,0.4310911928070677,0.558329112474692,,40
Zambia,tau_b,shap,lime,cross,0.5833333333333334,0.5298701298701299,0.6486772486772487,,40
Zambia,tau_b,shap,kernelshap_prob,cross,0.9047619047619048,0.9012987012987014,0.9089947089947091,,40
Zambia,tau_b,occlusion,lime,cross,0.3124654561303316,0.29803827847012043,0.3300986732705898,,40
Zambia,tau_b,occlusion,kernelshap_prob,cross,0.4910014912625583,0.43111093551251656,0.540002855058047,,40
Zambia,tau_b,lime,kernelshap_prob,cross,0.5785714285714286,0.5316017316017316,0.6359788359788361,,40
Oviedo,tau_strict,shap,shap,self,0.7826833014873928,0.7571247788233402,0.8108396293150788,0.8126435877261999,1271
Oviedo,tau_strict,occlusion,occlusion,self,0.8283016747218165,0.797175888648142,0.8650332862151997,0.8355704169944925,1271
Oviedo,tau_strict,lime,lime,self,0.6614439324116743,0.6076349566217357,0.7143064392048121,0.7095121951219513,1271
Oviedo,tau_strict,kernelshap_prob,kernelshap_prob,self,0.7980143119403544,0.7751003879358164,0.8225106615390352,0.8275216365066878,1271
Oviedo,tau_strict,shap,occlusion,cross,0.5537522011164813,0.4923968651788201,0.6125958098756745,0.6965696302124312,1271
Oviedo,tau_strict,shap,lime,cross,0.5722902851148327,0.5119910127859366,0.6476455987001757,0.6387726199842643,1271
Oviedo,tau_strict,shap,kernelshap_prob,cross,0.9134539732494101,0.8874311826201762,0.9339316046057192,0.9260267505900865,1271
Oviedo,tau_strict,occlusion,lime,cross,0.2997339927316324,0.20447872612925358,0.41595584923542706,0.511754523996853,1271
Oviedo,tau_strict,occlusion,kernelshap_prob,cross,0.571840695365479,0.5106616488734368,0.627509301751949,0.7097718332022029,1271
Oviedo,tau_strict,lime,kernelshap_prob,cross,0.5543216814656626,0.4983323654146812,0.6230698525979108,0.6303855232100708,1271
Oviedo,tau_b,shap,shap,self,0.7821839686970125,0.7562169094011756,0.8106660181877319,,1271
Oviedo,tau_b,occlusion,occlusion,self,0.8063051868140839,0.7700068071623901,0.8471404183628103,,1233
Oviedo,tau_b,lime,lime,self,0.6610214058934061,0.6076349566217357,0.7138100310293752,,1271
Oviedo,tau_b,kernelshap_prob,kernelshap_prob,self,0.7975405107386122,0.7735486286222855,0.8222557373368733,,1271
Oviedo,tau_b,shap,occlusion,cross,0.5585067202937006,0.4930062862625863,0.6197189674037885,,1233
Oviedo,tau_b,shap,lime,cross,0.5742841287560094,0.5133413467549777,0.6486552673947549,,1271
Oviedo,tau_b,shap,kernelshap_prob,cross,0.9134411617582787,0.8874223533247143,0.9339154162383823,,1271
Oviedo,tau_b,occlusion,lime,cross,0.3086913452733519,0.2213343909804974,0.4124955120359103,,1233
Oviedo,tau_b,occlusion,kernelshap_prob,cross,0.5811308475000735,0.5217943879182914,0.6378223156645638,,1233
Oviedo,tau_b,lime,kernelshap_prob,cross,0.5562896860735178,0.4998075390130292,0.6262624635733799,,1271
