estimator,shap,occlusion,lime,kernelshap_prob
shap,0.8161740350877194,0.5447017543859649,0.6406632581453634,0.8606227568922307
occlusion,0.5447017543859649,0.7966404010025063,0.3829213032581454,0.5604547368421053
lime,0.6406632581453634,0.3829213032581454,0.6587981954887219,0.6267067669172933
kernelshap_prob,0.8606227568922307,0.5604547368421053,0.6267067669172933,0.8323761403508773
