group,students,cohorts,spearman_pooled,spearman_pooled_ci_low,spearman_pooled_ci_high,spearman_pooled_n_boot,spearman_within_cohort_mean,spearman_within_cohort_mean_ci_low,spearman_within_cohort_mean_ci_high,spearman_within_cohort_mean_n_boot
KU Leuven,1314,6,0.12522862519235547,0.003357804902674083,0.3409546431764533,1000,0.2679022897331507,0.1724998549483914,0.35209476920117483,1000
OULAD,6829,19,0.2764958604994866,0.19915618690746678,0.36194247220899833,1000,0.30316149196070724,0.2161379251760552,0.3842489584268536,1000
Oviedo,1271,20,0.42093663654378494,0.2715861084070887,0.51528035315063,1000,0.35676179072882414,0.2470719522705652,0.4617183767501505,1000
UKZN,2421,16,0.27985731331287395,0.12063214768668831,0.4108055494484594,1000,0.3205191934801854,0.24481821563044945,0.3919660020153114,1000
Zambia,40,2,0.4211772920113994,-0.0895837707551569,0.4728625439526302,1000,0.19163938659873667,-0.0895837707551569,0.4728625439526302,1000
ALL,11875,63,0.23443629058134408,0.15552514976550227,0.31236943453605603,1000,0.3176873614144327,0.26771613520056214,0.3624971892056111,1000
