group,students,cohorts,spearman_pooled,spearman_pooled_ci_low,spearman_pooled_ci_high,spearman_pooled_n_boot,spearman_within_cohort_mean,spearman_within_cohort_mean_ci_low,spearman_within_cohort_mean_ci_high,spearman_within_cohort_mean_n_boot
KU Leuven,1314,6,0.2995647598048432,0.21064523336388027,0.43977418236461996,1000,0.36734231826884606,0.3077075683100376,0.43846388945427384,1000
OULAD,6829,19,0.38926494816319934,0.29835443478450235,0.4840936933330958,1000,0.4165569053755822,0.32002918618021525,0.5107077445766716,1000
Oviedo,1271,20,0.5400306894141693,0.3787998872124799,0.6529112114213709,1000,0.5124839878516959,0.3976214105338181,0.615040552532992,1000
UKZN,2421,16,0.41413659327948865,0.3633879583540496,0.45438591816696267,1000,0.40369603166211837,0.3321377729260379,0.47756571181501056,1000
Zambia,40,2,0.3140503734892442,-0.0895837707551569,0.41891644946274936,1000,0.1646663393537962,-0.0895837707551569,0.4189164494627493,1000
ALL,11875,63,0.35191281683509035,0.26586373717509304,0.4373331154525169,1000,0.4310600643505482,0.3827147704182607,0.4804439348905525,1000
