group,students,mean_lime_seed_tau,median_lime_seed_tau,p10_lime_seed_tau,mean_self_tau_lime
all,11875,0.8966616541353385,0.9047619047619049,0.7142857142857143,0.6678047117794487
OULAD,6829,0.9129064424129589,0.9047619047619049,0.8095238095238096,0.708779783695584
KU Leuven,1314,0.8788142349786188,0.9047619047619049,0.7142857142857143,0.6430818293831994
UKZN,2421,0.8663283570346769,0.9047619047619049,0.7142857142857143,0.610424657264806
Zambia,40,0.8690476190476192,0.9047619047619049,0.7142857142857143,0.5142857142857143
Oviedo,1271,0.886478588288187,0.9047619047619049,0.7142857142857143,0.5873365553932038
